region,variant,freq,year,populationgrowthrate
912,estimates,5yearly,1950,2.513
912,estimates,5yearly,1955,2.699
912,estimates,5yearly,1960,2.694
912,estimates,5yearly,1965,2.65
912,estimates,5yearly,1970,2.499
912,estimates,5yearly,1975,2.675
912,estimates,5yearly,1980,2.801
912,estimates,5yearly,1985,2.62
912,estimates,5yearly,1990,2.258
912,estimates,5yearly,1995,1.748
912,estimates,5yearly,2000,1.696
912,estimates,5yearly,2005,1.682
912,estimates,5yearly,2010,1.941
912,constant_fertility,5yearly,2015,1.957
912,constant_mortality,5yearly,2015,1.737
912,high_variant,5yearly,2015,1.96
912,instant_replacement,5yearly,2015,1.089
912,low_variant,5yearly,2015,1.592
912,medium_variant,5yearly,2015,1.777
912,momentum,5yearly,2015,1.141
912,no_change,5yearly,2015,1.917
912,zero_migration,5yearly,2015,1.854
912,constant_fertility,5yearly,2020,1.859
912,constant_mortality,5yearly,2020,1.489
912,high_variant,5yearly,2020,1.823
912,instant_replacement,5yearly,2020,1.053
912,low_variant,5yearly,2020,1.288
912,medium_variant,5yearly,2020,1.56
912,momentum,5yearly,2020,1.07
912,no_change,5yearly,2020,1.787
912,zero_migration,5yearly,2020,1.624
912,constant_fertility,5yearly,2025,1.774
912,constant_mortality,5yearly,2025,1.295
912,high_variant,5yearly,2025,1.695
912,instant_replacement,5yearly,2025,1.008
912,low_variant,5yearly,2025,1.072
912,medium_variant,5yearly,2025,1.393
912,momentum,5yearly,2025,1.001
912,no_change,5yearly,2025,1.674
912,zero_migration,5yearly,2025,1.451
912,constant_fertility,5yearly,2030,1.75
912,constant_mortality,5yearly,2030,1.171
912,high_variant,5yearly,2030,1.585
912,instant_replacement,5yearly,2030,0.984
912,low_variant,5yearly,2030,0.983
912,medium_variant,5yearly,2030,1.297
912,momentum,5yearly,2030,0.953
912,no_change,5yearly,2030,1.625
912,zero_migration,5yearly,2030,1.35
912,constant_fertility,5yearly,2035,1.769
912,constant_mortality,5yearly,2035,1.071
912,high_variant,5yearly,2035,1.529
912,instant_replacement,5yearly,2035,0.906
912,low_variant,5yearly,2035,0.892
912,medium_variant,5yearly,2035,1.224
912,momentum,5yearly,2035,0.852
912,no_change,5yearly,2035,1.62
912,zero_migration,5yearly,2035,1.275
912,constant_fertility,5yearly,2040,1.783
912,constant_mortality,5yearly,2040,0.947
912,high_variant,5yearly,2040,1.472
912,instant_replacement,5yearly,2040,0.761
912,low_variant,5yearly,2040,0.756
912,medium_variant,5yearly,2040,1.125
912,momentum,5yearly,2040,0.687
912,no_change,5yearly,2040,1.612
912,zero_migration,5yearly,2040,1.176
912,constant_fertility,5yearly,2045,1.779
912,constant_mortality,5yearly,2045,0.806
912,high_variant,5yearly,2045,1.401
912,instant_replacement,5yearly,2045,0.615
912,low_variant,5yearly,2045,0.595
912,medium_variant,5yearly,2045,1.007
912,momentum,5yearly,2045,0.527
912,no_change,5yearly,2045,1.59
912,zero_migration,5yearly,2045,1.06
912,constant_fertility,5yearly,2050,1.771
912,constant_mortality,5yearly,2050,0.659
912,high_variant,5yearly,2050,1.318
912,instant_replacement,5yearly,2050,0.486
912,low_variant,5yearly,2050,0.43
912,medium_variant,5yearly,2050,0.884
912,momentum,5yearly,2050,0.382
912,no_change,5yearly,2050,1.564
912,zero_migration,5yearly,2050,0.937
912,constant_fertility,5yearly,2055,1.772
912,constant_mortality,5yearly,2055,0.523
912,high_variant,5yearly,2055,1.234
912,instant_replacement,5yearly,2055,0.398
912,low_variant,5yearly,2055,0.282
912,medium_variant,5yearly,2055,0.771
912,momentum,5yearly,2055,0.28
912,no_change,5yearly,2055,1.552
912,zero_migration,5yearly,2055,0.823
912,constant_fertility,5yearly,2060,1.792
912,constant_mortality,5yearly,2060,0.412
912,high_variant,5yearly,2060,1.164
912,instant_replacement,5yearly,2060,0.343
912,low_variant,5yearly,2060,0.158
912,medium_variant,5yearly,2060,0.679
912,momentum,5yearly,2060,0.213
912,no_change,5yearly,2060,1.562
912,zero_migration,5yearly,2060,0.728
912,constant_fertility,5yearly,2065,1.824
912,constant_mortality,5yearly,2065,0.321
912,high_variant,5yearly,2065,1.106
912,instant_replacement,5yearly,2065,0.286
912,low_variant,5yearly,2065,0.046
912,medium_variant,5yearly,2065,0.599
912,momentum,5yearly,2065,0.152
912,no_change,5yearly,2065,1.59
912,zero_migration,5yearly,2065,0.645
912,constant_fertility,5yearly,2070,1.862
912,constant_mortality,5yearly,2070,0.243
912,high_variant,5yearly,2070,1.059
912,instant_replacement,5yearly,2070,0.224
912,low_variant,5yearly,2070,-0.061
912,medium_variant,5yearly,2070,0.526
912,momentum,5yearly,2070,0.095
912,no_change,5yearly,2070,1.627
912,zero_migration,5yearly,2070,0.568
912,constant_fertility,5yearly,2075,1.904
912,constant_mortality,5yearly,2075,0.168
912,high_variant,5yearly,2075,1.021
912,instant_replacement,5yearly,2075,0.167
912,low_variant,5yearly,2075,-0.165
912,medium_variant,5yearly,2075,0.461
912,momentum,5yearly,2075,0.044
912,no_change,5yearly,2075,1.664
912,zero_migration,5yearly,2075,0.498
912,constant_fertility,5yearly,2080,1.948
912,constant_mortality,5yearly,2080,0.088
912,high_variant,5yearly,2080,0.987
912,instant_replacement,5yearly,2080,0.126
912,low_variant,5yearly,2080,-0.262
912,medium_variant,5yearly,2080,0.401
912,momentum,5yearly,2080,0.003
912,no_change,5yearly,2080,1.695
912,zero_migration,5yearly,2080,0.435
912,constant_fertility,5yearly,2085,1.989
912,constant_mortality,5yearly,2085,0
912,high_variant,5yearly,2085,0.95
912,instant_replacement,5yearly,2085,0.104
912,low_variant,5yearly,2085,-0.356
912,medium_variant,5yearly,2085,0.343
912,momentum,5yearly,2085,-0.023
912,no_change,5yearly,2085,1.716
912,zero_migration,5yearly,2085,0.374
912,constant_fertility,5yearly,2090,2.023
912,constant_mortality,5yearly,2090,-0.089
912,high_variant,5yearly,2090,0.905
912,instant_replacement,5yearly,2090,0.097
912,low_variant,5yearly,2090,-0.454
912,medium_variant,5yearly,2090,0.28
912,momentum,5yearly,2090,-0.027
912,no_change,5yearly,2090,1.733
912,zero_migration,5yearly,2090,0.309
912,constant_fertility,5yearly,2095,2.052
912,constant_mortality,5yearly,2095,-0.164
912,high_variant,5yearly,2095,0.855
912,instant_replacement,5yearly,2095,0.099
912,low_variant,5yearly,2095,-0.551
912,medium_variant,5yearly,2095,0.216
912,momentum,5yearly,2095,-0.008
912,no_change,5yearly,2095,1.751
912,zero_migration,5yearly,2095,0.243
