region,variant,freq,year,populationgrowthrate
915,estimates,5yearly,1950,1.92
915,estimates,5yearly,1955,1.951
915,estimates,5yearly,1960,2.157
915,estimates,5yearly,1965,1.842
915,estimates,5yearly,1970,1.762
915,estimates,5yearly,1975,1.485
915,estimates,5yearly,1980,1.411
915,estimates,5yearly,1985,1.384
915,estimates,5yearly,1990,1.238
915,estimates,5yearly,1995,1.059
915,estimates,5yearly,2000,0.872
915,estimates,5yearly,2005,0.786
915,estimates,5yearly,2010,0.746
915,constant_fertility,5yearly,2015,0.713
915,constant_mortality,5yearly,2015,0.578
915,high_variant,5yearly,2015,0.803
915,instant_replacement,5yearly,2015,0.59
915,low_variant,5yearly,2015,0.441
915,medium_variant,5yearly,2015,0.623
915,momentum,5yearly,2015,0.847
915,no_change,5yearly,2015,0.668
915,zero_migration,5yearly,2015,0.914
915,constant_fertility,5yearly,2020,0.688
915,constant_mortality,5yearly,2020,0.446
915,high_variant,5yearly,2020,0.804
915,instant_replacement,5yearly,2020,0.555
915,low_variant,5yearly,2020,0.249
915,medium_variant,5yearly,2020,0.531
915,momentum,5yearly,2020,0.766
915,no_change,5yearly,2020,0.602
915,zero_migration,5yearly,2020,0.803
915,constant_fertility,5yearly,2025,0.643
915,constant_mortality,5yearly,2025,0.311
915,high_variant,5yearly,2025,0.756
915,instant_replacement,5yearly,2025,0.497
915,low_variant,5yearly,2025,0.09
915,medium_variant,5yearly,2025,0.434
915,momentum,5yearly,2025,0.66
915,no_change,5yearly,2025,0.519
915,zero_migration,5yearly,2025,0.685
915,constant_fertility,5yearly,2030,0.573
915,constant_mortality,5yearly,2030,0.156
915,high_variant,5yearly,2030,0.628
915,instant_replacement,5yearly,2030,0.404
915,low_variant,5yearly,2030,-0.028
915,medium_variant,5yearly,2030,0.314
915,momentum,5yearly,2030,0.54
915,no_change,5yearly,2030,0.415
915,zero_migration,5yearly,2030,0.563
915,constant_fertility,5yearly,2035,0.518
915,constant_mortality,5yearly,2035,0.007
915,high_variant,5yearly,2035,0.533
915,instant_replacement,5yearly,2035,0.309
915,low_variant,5yearly,2035,-0.161
915,medium_variant,5yearly,2035,0.2
915,momentum,5yearly,2035,0.417
915,no_change,5yearly,2035,0.327
915,zero_migration,5yearly,2035,0.446
915,constant_fertility,5yearly,2040,0.474
915,constant_mortality,5yearly,2040,-0.136
915,high_variant,5yearly,2040,0.472
915,instant_replacement,5yearly,2040,0.22
915,low_variant,5yearly,2040,-0.317
915,medium_variant,5yearly,2040,0.088
915,momentum,5yearly,2040,0.314
915,no_change,5yearly,2040,0.254
915,zero_migration,5yearly,2040,0.338
915,constant_fertility,5yearly,2045,0.438
915,constant_mortality,5yearly,2045,-0.272
915,high_variant,5yearly,2045,0.43
915,instant_replacement,5yearly,2045,0.143
915,low_variant,5yearly,2045,-0.493
915,medium_variant,5yearly,2045,-0.025
915,momentum,5yearly,2045,0.235
915,no_change,5yearly,2045,0.195
915,zero_migration,5yearly,2045,0.235
915,constant_fertility,5yearly,2050,0.419
915,constant_mortality,5yearly,2050,-0.388
915,high_variant,5yearly,2050,0.399
915,instant_replacement,5yearly,2050,0.081
915,low_variant,5yearly,2050,-0.662
915,medium_variant,5yearly,2050,-0.123
915,momentum,5yearly,2050,0.172
915,no_change,5yearly,2050,0.161
915,zero_migration,5yearly,2050,0.139
915,constant_fertility,5yearly,2055,0.411
915,constant_mortality,5yearly,2055,-0.49
915,high_variant,5yearly,2055,0.359
915,instant_replacement,5yearly,2055,0.025
915,low_variant,5yearly,2055,-0.817
915,medium_variant,5yearly,2055,-0.214
915,momentum,5yearly,2055,0.119
915,no_change,5yearly,2055,0.145
915,zero_migration,5yearly,2055,0.05
915,constant_fertility,5yearly,2060,0.418
915,constant_mortality,5yearly,2060,-0.575
915,high_variant,5yearly,2060,0.318
915,instant_replacement,5yearly,2060,-0.022
915,low_variant,5yearly,2060,-0.953
915,medium_variant,5yearly,2060,-0.292
915,momentum,5yearly,2060,0.073
915,no_change,5yearly,2060,0.146
915,zero_migration,5yearly,2060,-0.029
915,constant_fertility,5yearly,2065,0.447
915,constant_mortality,5yearly,2065,-0.644
915,high_variant,5yearly,2065,0.3
915,instant_replacement,5yearly,2065,-0.046
915,low_variant,5yearly,2065,-1.065
915,medium_variant,5yearly,2065,-0.345
915,momentum,5yearly,2065,0.038
915,no_change,5yearly,2065,0.163
915,zero_migration,5yearly,2065,-0.088
915,constant_fertility,5yearly,2070,0.488
915,constant_mortality,5yearly,2070,-0.703
915,high_variant,5yearly,2070,0.304
915,instant_replacement,5yearly,2070,-0.054
915,low_variant,5yearly,2070,-1.173
915,medium_variant,5yearly,2070,-0.385
915,momentum,5yearly,2070,0.012
915,no_change,5yearly,2070,0.19
915,zero_migration,5yearly,2070,-0.137
915,constant_fertility,5yearly,2075,0.536
915,constant_mortality,5yearly,2075,-0.755
915,high_variant,5yearly,2075,0.324
915,instant_replacement,5yearly,2075,-0.051
915,low_variant,5yearly,2075,-1.287
915,medium_variant,5yearly,2075,-0.417
915,momentum,5yearly,2075,-0.001
915,no_change,5yearly,2075,0.222
915,zero_migration,5yearly,2075,-0.178
915,constant_fertility,5yearly,2080,0.578
915,constant_mortality,5yearly,2080,-0.799
915,high_variant,5yearly,2080,0.337
915,instant_replacement,5yearly,2080,-0.052
915,low_variant,5yearly,2080,-1.42
915,medium_variant,5yearly,2080,-0.456
915,momentum,5yearly,2080,-0.005
915,no_change,5yearly,2080,0.259
915,zero_migration,5yearly,2080,-0.224
915,constant_fertility,5yearly,2085,0.623
915,constant_mortality,5yearly,2085,-0.831
915,high_variant,5yearly,2085,0.345
915,instant_replacement,5yearly,2085,-0.049
915,low_variant,5yearly,2085,-1.549
915,medium_variant,5yearly,2085,-0.489
915,momentum,5yearly,2085,-0.002
915,no_change,5yearly,2085,0.3
915,zero_migration,5yearly,2085,-0.264
915,constant_fertility,5yearly,2090,0.675
915,constant_mortality,5yearly,2090,-0.853
915,high_variant,5yearly,2090,0.353
915,instant_replacement,5yearly,2090,-0.034
915,low_variant,5yearly,2090,-1.652
915,medium_variant,5yearly,2090,-0.506
915,momentum,5yearly,2090,0.003
915,no_change,5yearly,2090,0.342
915,zero_migration,5yearly,2090,-0.289
915,constant_fertility,5yearly,2095,0.724
915,constant_mortality,5yearly,2095,-0.867
915,high_variant,5yearly,2095,0.357
915,instant_replacement,5yearly,2095,-0.015
915,low_variant,5yearly,2095,-1.734
915,medium_variant,5yearly,2095,-0.515
915,momentum,5yearly,2095,0.004
915,no_change,5yearly,2095,0.378
915,zero_migration,5yearly,2095,-0.308
915,constant_fertility,5yearly,Regi,Caribbean
915,constant_mortality,5yearly,Regi,Caribbean
915,estimates,5yearly,Regi,Caribbean
915,high_variant,5yearly,Regi,Caribbean
915,instant_replacement,5yearly,Regi,Caribbean
915,low_variant,5yearly,Regi,Caribbean
915,medium_variant,5yearly,Regi,Caribbean
915,momentum,5yearly,Regi,Caribbean
915,no_change,5yearly,Regi,Caribbean
915,zero_migration,5yearly,Regi,Caribbean
