region,variant,freq,year,populationgrowthrate
901,estimates,5yearly,1950,1.196
901,estimates,5yearly,1955,1.167
901,estimates,5yearly,1960,1.068
901,estimates,5yearly,1965,0.844
901,estimates,5yearly,1970,0.784
901,estimates,5yearly,1975,0.653
901,estimates,5yearly,1980,0.576
901,estimates,5yearly,1985,0.549
901,estimates,5yearly,1990,0.42
901,estimates,5yearly,1995,0.325
901,estimates,5yearly,2000,0.334
901,estimates,5yearly,2005,0.402
901,estimates,5yearly,2010,0.29
901,constant_fertility,5yearly,2015,0.231
901,constant_mortality,5yearly,2015,0.197
901,high_variant,5yearly,2015,0.413
901,instant_replacement,5yearly,2015,0.499
901,low_variant,5yearly,2015,0.096
901,medium_variant,5yearly,2015,0.255
901,momentum,5yearly,2015,0.239
901,no_change,5yearly,2015,0.172
901,zero_migration,5yearly,2015,0.052
901,constant_fertility,5yearly,2020,0.142
901,constant_mortality,5yearly,2020,0.085
901,high_variant,5yearly,2020,0.427
901,instant_replacement,5yearly,2020,0.399
901,low_variant,5yearly,2020,-0.057
901,medium_variant,5yearly,2020,0.188
901,momentum,5yearly,2020,0.088
901,no_change,5yearly,2020,0.037
901,zero_migration,5yearly,2020,-0.022
901,constant_fertility,5yearly,2025,0.083
901,constant_mortality,5yearly,2025,-0.006
901,high_variant,5yearly,2025,0.415
901,instant_replacement,5yearly,2025,0.317
901,low_variant,5yearly,2025,-0.162
901,medium_variant,5yearly,2025,0.134
901,momentum,5yearly,2025,-0.059
901,no_change,5yearly,2025,-0.058
901,zero_migration,5yearly,2025,-0.107
901,constant_fertility,5yearly,2030,0.029
901,constant_mortality,5yearly,2030,-0.092
901,high_variant,5yearly,2030,0.349
901,instant_replacement,5yearly,2030,0.245
901,low_variant,5yearly,2030,-0.215
901,medium_variant,5yearly,2030,0.078
901,momentum,5yearly,2030,-0.179
901,no_change,5yearly,2030,-0.143
901,zero_migration,5yearly,2030,-0.183
901,constant_fertility,5yearly,2035,-0.018
901,constant_mortality,5yearly,2035,-0.151
901,high_variant,5yearly,2035,0.317
901,instant_replacement,5yearly,2035,0.208
901,low_variant,5yearly,2035,-0.266
901,medium_variant,5yearly,2035,0.039
901,momentum,5yearly,2035,-0.247
901,no_change,5yearly,2035,-0.211
901,zero_migration,5yearly,2035,-0.238
901,constant_fertility,5yearly,2040,-0.062
901,constant_mortality,5yearly,2040,-0.185
901,high_variant,5yearly,2040,0.326
901,instant_replacement,5yearly,2040,0.214
901,low_variant,5yearly,2040,-0.323
901,medium_variant,5yearly,2040,0.013
901,momentum,5yearly,2040,-0.256
901,no_change,5yearly,2040,-0.265
901,zero_migration,5yearly,2040,-0.278
901,constant_fertility,5yearly,2045,-0.099
901,constant_mortality,5yearly,2045,-0.2
901,high_variant,5yearly,2045,0.374
901,instant_replacement,5yearly,2045,0.25
901,low_variant,5yearly,2045,-0.394
901,medium_variant,5yearly,2045,-0.004
901,momentum,5yearly,2045,-0.221
901,no_change,5yearly,2045,-0.302
901,zero_migration,5yearly,2045,-0.314
901,constant_fertility,5yearly,2050,-0.134
901,constant_mortality,5yearly,2050,-0.214
901,high_variant,5yearly,2050,0.426
901,instant_replacement,5yearly,2050,0.271
901,low_variant,5yearly,2050,-0.478
901,medium_variant,5yearly,2050,-0.024
901,momentum,5yearly,2050,-0.19
901,no_change,5yearly,2050,-0.333
901,zero_migration,5yearly,2050,-0.345
901,constant_fertility,5yearly,2055,-0.157
901,constant_mortality,5yearly,2055,-0.221
901,high_variant,5yearly,2055,0.456
901,instant_replacement,5yearly,2055,0.259
901,low_variant,5yearly,2055,-0.546
901,medium_variant,5yearly,2055,-0.04
901,momentum,5yearly,2055,-0.192
901,no_change,5yearly,2055,-0.349
901,zero_migration,5yearly,2055,-0.372
901,constant_fertility,5yearly,2060,-0.167
901,constant_mortality,5yearly,2060,-0.22
901,high_variant,5yearly,2060,0.467
901,instant_replacement,5yearly,2060,0.239
901,low_variant,5yearly,2060,-0.587
901,medium_variant,5yearly,2060,-0.047
901,momentum,5yearly,2060,-0.198
901,no_change,5yearly,2060,-0.353
901,zero_migration,5yearly,2060,-0.383
901,constant_fertility,5yearly,2065,-0.17
901,constant_mortality,5yearly,2065,-0.207
901,high_variant,5yearly,2065,0.482
901,instant_replacement,5yearly,2065,0.24
901,low_variant,5yearly,2065,-0.608
901,medium_variant,5yearly,2065,-0.041
901,momentum,5yearly,2065,-0.175
901,no_change,5yearly,2065,-0.35
901,zero_migration,5yearly,2065,-0.374
901,constant_fertility,5yearly,2070,-0.172
901,constant_mortality,5yearly,2070,-0.186
901,high_variant,5yearly,2070,0.514
901,instant_replacement,5yearly,2070,0.262
901,low_variant,5yearly,2070,-0.63
901,medium_variant,5yearly,2070,-0.03
901,momentum,5yearly,2070,-0.117
901,no_change,5yearly,2070,-0.343
901,zero_migration,5yearly,2070,-0.352
901,constant_fertility,5yearly,2075,-0.172
901,constant_mortality,5yearly,2075,-0.163
901,high_variant,5yearly,2075,0.563
901,instant_replacement,5yearly,2075,0.298
901,low_variant,5yearly,2075,-0.657
901,medium_variant,5yearly,2075,-0.016
