region,variant,freq,year,populationgrowthrate
924,estimates,5yearly,1950,0.387
924,estimates,5yearly,1955,0.567
924,estimates,5yearly,1960,0.734
924,estimates,5yearly,1965,0.575
924,estimates,5yearly,1970,0.377
924,estimates,5yearly,1975,0.198
924,estimates,5yearly,1980,0.18
924,estimates,5yearly,1985,0.312
924,estimates,5yearly,1990,0.246
924,estimates,5yearly,1995,0.269
924,estimates,5yearly,2000,0.384
924,estimates,5yearly,2005,0.801
924,estimates,5yearly,2010,0.547
924,constant_fertility,5yearly,2015,0.525
924,constant_mortality,5yearly,2015,0.472
924,high_variant,5yearly,2015,0.687
924,instant_replacement,5yearly,2015,0.666
924,low_variant,5yearly,2015,0.37
924,medium_variant,5yearly,2015,0.529
924,momentum,5yearly,2015,0.339
924,no_change,5yearly,2015,0.467
924,zero_migration,5yearly,2015,0.258
924,constant_fertility,5yearly,2020,0.465
924,constant_mortality,5yearly,2020,0.374
924,high_variant,5yearly,2020,0.714
924,instant_replacement,5yearly,2020,0.602
924,low_variant,5yearly,2020,0.23
924,medium_variant,5yearly,2020,0.475
924,momentum,5yearly,2020,0.211
924,no_change,5yearly,2020,0.364
924,zero_migration,5yearly,2020,0.185
924,constant_fertility,5yearly,2025,0.402
924,constant_mortality,5yearly,2025,0.269
924,high_variant,5yearly,2025,0.685
924,instant_replacement,5yearly,2025,0.522
924,low_variant,5yearly,2025,0.112
924,medium_variant,5yearly,2025,0.406
924,momentum,5yearly,2025,0.066
924,no_change,5yearly,2025,0.264
924,zero_migration,5yearly,2025,0.088
924,constant_fertility,5yearly,2030,0.344
924,constant_mortality,5yearly,2030,0.181
924,high_variant,5yearly,2030,0.609
924,instant_replacement,5yearly,2030,0.454
924,low_variant,5yearly,2030,0.057
924,medium_variant,5yearly,2030,0.344
924,momentum,5yearly,2030,-0.048
924,no_change,5yearly,2030,0.181
924,zero_migration,5yearly,2030,0.006
924,constant_fertility,5yearly,2035,0.307
924,constant_mortality,5yearly,2035,0.138
924,high_variant,5yearly,2035,0.582
924,instant_replacement,5yearly,2035,0.426
924,low_variant,5yearly,2035,0.014
924,medium_variant,5yearly,2035,0.31
924,momentum,5yearly,2035,-0.095
924,no_change,5yearly,2035,0.135
924,zero_migration,5yearly,2035,-0.037
924,constant_fertility,5yearly,2040,0.285
924,constant_mortality,5yearly,2040,0.122
924,high_variant,5yearly,2040,0.599
924,instant_replacement,5yearly,2040,0.432
924,low_variant,5yearly,2040,-0.034
924,medium_variant,5yearly,2040,0.293
924,momentum,5yearly,2040,-0.092
924,no_change,5yearly,2040,0.113
924,zero_migration,5yearly,2040,-0.063
924,constant_fertility,5yearly,2045,0.26
924,constant_mortality,5yearly,2045,0.103
924,high_variant,5yearly,2045,0.64
924,instant_replacement,5yearly,2045,0.444
924,low_variant,5yearly,2045,-0.107
924,medium_variant,5yearly,2045,0.271
924,momentum,5yearly,2045,-0.083
924,no_change,5yearly,2045,0.091
924,zero_migration,5yearly,2045,-0.1
924,constant_fertility,5yearly,2050,0.216
924,constant_mortality,5yearly,2050,0.065
924,high_variant,5yearly,2050,0.66
924,instant_replacement,5yearly,2050,0.424
924,low_variant,5yearly,2050,-0.207
924,medium_variant,5yearly,2050,0.228
924,momentum,5yearly,2050,-0.097
924,no_change,5yearly,2050,0.053
924,zero_migration,5yearly,2050,-0.153
924,constant_fertility,5yearly,2055,0.174
924,constant_mortality,5yearly,2055,0.036
924,high_variant,5yearly,2055,0.654
924,instant_replacement,5yearly,2055,0.384
924,low_variant,5yearly,2055,-0.294
924,medium_variant,5yearly,2055,0.184
924,momentum,5yearly,2055,-0.122
924,no_change,5yearly,2055,0.025
924,zero_migration,5yearly,2055,-0.206
924,constant_fertility,5yearly,2060,0.155
924,constant_mortality,5yearly,2060,0.021
924,high_variant,5yearly,2060,0.645
924,instant_replacement,5yearly,2060,0.361
924,low_variant,5yearly,2060,-0.34
924,medium_variant,5yearly,2060,0.163
924,momentum,5yearly,2060,-0.128
924,no_change,5yearly,2060,0.012
924,zero_migration,5yearly,2060,-0.227
924,constant_fertility,5yearly,2065,0.153
924,constant_mortality,5yearly,2065,0.013
924,high_variant,5yearly,2065,0.65
924,instant_replacement,5yearly,2065,0.363
924,low_variant,5yearly,2065,-0.363
924,medium_variant,5yearly,2065,0.161
924,momentum,5yearly,2065,-0.106
924,no_change,5yearly,2065,0.004
924,zero_migration,5yearly,2065,-0.216
924,constant_fertility,5yearly,2070,0.146
924,constant_mortality,5yearly,2070,0.005
924,high_variant,5yearly,2070,0.669
924,instant_replacement,5yearly,2070,0.372
924,low_variant,5yearly,2070,-0.396
924,medium_variant,5yearly,2070,0.157
924,momentum,5yearly,2070,-0.065
924,no_change,5yearly,2070,-0.006
924,zero_migration,5yearly,2070,-0.201
924,constant_fertility,5yearly,2075,0.129
924,constant_mortality,5yearly,2075,-0.004
924,high_variant,5yearly,2075,0.692
924,instant_replacement,5yearly,2075,0.377
924,low_variant,5yearly,2075,-0.452
924,medium_variant,5yearly,2075,0.142
924,momentum,5yearly,2075,-0.018
924,no_change,5yearly,2075,-0.018
924,zero_migration,5yearly,2075,-0.195
924,constant_fertility,5yearly,2080,0.111
924,constant_mortality,5yearly,2080,-0.013
924,high_variant,5yearly,2080,0.712
924,instant_replacement,5yearly,2080,0.374
924,low_variant,5yearly,2080,-0.515
924,medium_variant,5yearly,2080,0.125
924,momentum,5yearly,2080,0.018
924,no_change,5yearly,2080,-0.028
924,zero_migration,5yearly,2080,-0.192
924,constant_fertility,5yearly,2085,0.1
924,constant_mortality,5yearly,2085,-0.029
924,high_variant,5yearly,2085,0.724
924,instant_replacement,5yearly,2085,0.368
924,low_variant,5yearly,2085,-0.567
924,medium_variant,5yearly,2085,0.112
924,momentum,5yearly,2085,0.03
924,no_change,5yearly,2085,-0.042
924,zero_migration,5yearly,2085,-0.179
924,constant_fertility,5yearly,2090,0.094
924,constant_mortality,5yearly,2090,-0.056
924,high_variant,5yearly,2090,0.726
924,instant_replacement,5yearly,2090,0.36
924,low_variant,5yearly,2090,-0.606
924,medium_variant,5yearly,2090,0.104
924,momentum,5yearly,2090,0.016
924,no_change,5yearly,2090,-0.067
924,zero_migration,5yearly,2090,-0.161
924,constant_fertility,5yearly,2095,0.078
924,constant_mortality,5yearly,2095,-0.088
924,high_variant,5yearly,2095,0.716
924,instant_replacement,5yearly,2095,0.345
924,low_variant,5yearly,2095,-0.65
924,medium_variant,5yearly,2095,0.088
924,momentum,5yearly,2095,-0.007
924,no_change,5yearly,2095,-0.098
924,zero_migration,5yearly,2095,-0.157
924,constant_fertility,5yearly,Regi,Northern Europe
924,constant_mortality,5yearly,Regi,Northern Europe
924,estimates,5yearly,Regi,Northern Europe
924,high_variant,5yearly,Regi,Northern Europe
924,instant_replacement,5yearly,Regi,Northern Europe
924,low_variant,5yearly,Regi,Northern Europe
924,medium_variant,5yearly,Regi,Northern Europe
924,momentum,5yearly,Regi,Northern Europe
924,no_change,5yearly,Regi,Northern Europe
924,zero_migration,5yearly,Regi,Northern Europe
