region,variant,freq,year,populationgrowthrate
934,estimates,5yearly,1950,2.06
934,estimates,5yearly,1955,2.061
934,estimates,5yearly,1960,2.27
934,estimates,5yearly,1965,2.521
934,estimates,5yearly,1970,2.368
934,estimates,5yearly,1975,2.109
934,estimates,5yearly,1980,2.098
934,estimates,5yearly,1985,2.078
934,estimates,5yearly,1990,1.678
934,estimates,5yearly,1995,1.425
934,estimates,5yearly,2000,1.299
934,estimates,5yearly,2005,1.256
934,estimates,5yearly,2010,1.19
934,constant_fertility,5yearly,2015,1.126
934,constant_mortality,5yearly,2015,1.001
934,high_variant,5yearly,2015,1.234
934,instant_replacement,5yearly,2015,0.982
934,low_variant,5yearly,2015,0.866
934,medium_variant,5yearly,2015,1.051
934,momentum,5yearly,2015,0.975
934,no_change,5yearly,2015,1.076
934,zero_migration,5yearly,2015,1.078
934,constant_fertility,5yearly,2020,1.034
934,constant_mortality,5yearly,2020,0.811
934,high_variant,5yearly,2020,1.17
934,instant_replacement,5yearly,2020,0.864
934,low_variant,5yearly,2020,0.626
934,medium_variant,5yearly,2020,0.902
934,momentum,5yearly,2020,0.831
934,no_change,5yearly,2020,0.942
934,zero_migration,5yearly,2020,0.932
934,constant_fertility,5yearly,2025,0.954
934,constant_mortality,5yearly,2025,0.638
934,high_variant,5yearly,2025,1.078
934,instant_replacement,5yearly,2025,0.751
934,low_variant,5yearly,2025,0.438
934,medium_variant,5yearly,2025,0.768
934,momentum,5yearly,2025,0.692
934,no_change,5yearly,2025,0.823
934,zero_migration,5yearly,2025,0.799
934,constant_fertility,5yearly,2030,0.899
934,constant_mortality,5yearly,2030,0.483
934,high_variant,5yearly,2030,0.947
934,instant_replacement,5yearly,2030,0.647
934,low_variant,5yearly,2030,0.331
934,medium_variant,5yearly,2030,0.652
934,momentum,5yearly,2030,0.559
934,no_change,5yearly,2030,0.728
934,zero_migration,5yearly,2030,0.683
934,constant_fertility,5yearly,2035,0.863
934,constant_mortality,5yearly,2035,0.342
934,high_variant,5yearly,2035,0.859
934,instant_replacement,5yearly,2035,0.544
934,low_variant,5yearly,2035,0.212
934,medium_variant,5yearly,2035,0.549
934,momentum,5yearly,2035,0.43
934,no_change,5yearly,2035,0.653
934,zero_migration,5yearly,2035,0.58
934,constant_fertility,5yearly,2040,0.845
934,constant_mortality,5yearly,2040,0.211
934,high_variant,5yearly,2040,0.815
934,instant_replacement,5yearly,2040,0.455
934,low_variant,5yearly,2040,0.078
934,medium_variant,5yearly,2040,0.455
934,momentum,5yearly,2040,0.317
934,no_change,5yearly,2040,0.597
934,zero_migration,5yearly,2040,0.486
934,constant_fertility,5yearly,2045,0.838
934,constant_mortality,5yearly,2045,0.087
934,high_variant,5yearly,2045,0.787
934,instant_replacement,5yearly,2045,0.379
934,low_variant,5yearly,2045,-0.07
934,medium_variant,5yearly,2045,0.364
934,momentum,5yearly,2045,0.228
934,no_change,5yearly,2045,0.557
934,zero_migration,5yearly,2045,0.395
934,constant_fertility,5yearly,2050,0.848
934,constant_mortality,5yearly,2050,-0.028
934,high_variant,5yearly,2050,0.752
934,instant_replacement,5yearly,2050,0.308
934,low_variant,5yearly,2050,-0.213
934,medium_variant,5yearly,2050,0.275
934,momentum,5yearly,2050,0.149
934,no_change,5yearly,2050,0.538
934,zero_migration,5yearly,2050,0.306
934,constant_fertility,5yearly,2055,0.877
934,constant_mortality,5yearly,2055,-0.132
934,high_variant,5yearly,2055,0.706
934,instant_replacement,5yearly,2055,0.243
934,low_variant,5yearly,2055,-0.339
934,medium_variant,5yearly,2055,0.195
934,momentum,5yearly,2055,0.081
934,no_change,5yearly,2055,0.541
934,zero_migration,5yearly,2055,0.225
934,constant_fertility,5yearly,2060,0.927
934,constant_mortality,5yearly,2060,-0.218
934,high_variant,5yearly,2060,0.666
934,instant_replacement,5yearly,2060,0.19
934,low_variant,5yearly,2060,-0.443
934,medium_variant,5yearly,2060,0.13
934,momentum,5yearly,2060,0.027
934,no_change,5yearly,2060,0.567
934,zero_migration,5yearly,2060,0.159
934,constant_fertility,5yearly,2065,0.996
934,constant_mortality,5yearly,2065,-0.286
934,high_variant,5yearly,2065,0.641
934,instant_replacement,5yearly,2065,0.15
934,low_variant,5yearly,2065,-0.537
934,medium_variant,5yearly,2065,0.078
934,momentum,5yearly,2065,-0.007
934,no_change,5yearly,2065,0.614
934,zero_migration,5yearly,2065,0.106
934,constant_fertility,5yearly,2070,1.078
934,constant_mortality,5yearly,2070,-0.339
