region,variant,freq,year,populationgrowthrate
920,estimates,5yearly,1950,2.458
920,estimates,5yearly,1955,2.738
920,estimates,5yearly,1960,2.784
920,estimates,5yearly,1965,2.698
920,estimates,5yearly,1970,2.541
920,estimates,5yearly,1975,2.272
920,estimates,5yearly,1980,2.289
920,estimates,5yearly,1985,2.079
920,estimates,5yearly,1990,1.777
920,estimates,5yearly,1995,1.557
920,estimates,5yearly,2000,1.367
920,estimates,5yearly,2005,1.227
920,estimates,5yearly,2010,1.211
920,constant_fertility,5yearly,2015,1.14
920,constant_mortality,5yearly,2015,1.021
920,high_variant,5yearly,2015,1.243
920,instant_replacement,5yearly,2015,0.973
920,low_variant,5yearly,2015,0.865
920,medium_variant,5yearly,2015,1.056
920,momentum,5yearly,2015,0.993
920,no_change,5yearly,2015,1.104
920,zero_migration,5yearly,2015,1.102
920,constant_fertility,5yearly,2020,1.055
920,constant_mortality,5yearly,2020,0.85
920,high_variant,5yearly,2020,1.199
920,instant_replacement,5yearly,2020,0.894
920,low_variant,5yearly,2020,0.626
920,medium_variant,5yearly,2020,0.917
920,momentum,5yearly,2020,0.886
920,no_change,5yearly,2020,0.987
920,zero_migration,5yearly,2020,0.962
920,constant_fertility,5yearly,2025,0.961
920,constant_mortality,5yearly,2025,0.674
920,high_variant,5yearly,2025,1.101
920,instant_replacement,5yearly,2025,0.789
920,low_variant,5yearly,2025,0.421
920,medium_variant,5yearly,2025,0.772
920,momentum,5yearly,2025,0.755
920,no_change,5yearly,2025,0.863
920,zero_migration,5yearly,2025,0.816
920,constant_fertility,5yearly,2030,0.871
920,constant_mortality,5yearly,2030,0.506
920,high_variant,5yearly,2030,0.948
920,instant_replacement,5yearly,2030,0.678
920,low_variant,5yearly,2030,0.289
920,medium_variant,5yearly,2030,0.634
920,momentum,5yearly,2030,0.617
920,no_change,5yearly,2030,0.744
920,zero_migration,5yearly,2030,0.677
920,constant_fertility,5yearly,2035,0.792
920,constant_mortality,5yearly,2035,0.352
920,high_variant,5yearly,2035,0.837
920,instant_replacement,5yearly,2035,0.562
920,low_variant,5yearly,2035,0.148
920,medium_variant,5yearly,2035,0.508
920,momentum,5yearly,2035,0.479
920,no_change,5yearly,2035,0.64
