region,variant,freq,year,populationgrowthrate
923,estimates,5yearly,1950,1.484
923,estimates,5yearly,1955,1.34
923,estimates,5yearly,1960,1.032
923,estimates,5yearly,1965,0.679
923,estimates,5yearly,1970,0.657
923,estimates,5yearly,1975,0.647
923,estimates,5yearly,1980,0.572
923,estimates,5yearly,1985,0.428
923,estimates,5yearly,1990,-0.022
923,estimates,5yearly,1995,-0.365
923,estimates,5yearly,2000,-0.429
923,estimates,5yearly,2005,-0.201
923,estimates,5yearly,2010,-0.088
923,constant_fertility,5yearly,2015,-0.225
923,constant_mortality,5yearly,2015,-0.236
923,high_variant,5yearly,2015,0.002
923,instant_replacement,5yearly,2015,0.157
923,low_variant,5yearly,2015,-0.341
923,medium_variant,5yearly,2015,-0.169
923,momentum,5yearly,2015,0.053
923,no_change,5yearly,2015,-0.292
923,zero_migration,5yearly,2015,-0.211
923,constant_fertility,5yearly,2020,-0.381
923,constant_mortality,5yearly,2020,-0.392
923,high_variant,5yearly,2020,-0.027
923,instant_replacement,5yearly,2020,-0.004
923,low_variant,5yearly,2020,-0.531
923,medium_variant,5yearly,2020,-0.275
923,momentum,5yearly,2020,-0.146
923,no_change,5yearly,2020,-0.499
923,zero_migration,5yearly,2020,-0.31
923,constant_fertility,5yearly,2025,-0.48
923,constant_mortality,5yearly,2025,-0.538
923,high_variant,5yearly,2025,-0.098
923,instant_replacement,5yearly,2025,-0.151
923,low_variant,5yearly,2025,-0.677
923,medium_variant,5yearly,2025,-0.379
923,momentum,5yearly,2025,-0.338
923,no_change,5yearly,2025,-0.641
923,zero_migration,5yearly,2025,-0.421
923,constant_fertility,5yearly,2030,-0.522
923,constant_mortality,5yearly,2030,-0.645
923,high_variant,5yearly,2030,-0.169
923,instant_replacement,5yearly,2030,-0.234
923,low_variant,5yearly,2030,-0.745
923,medium_variant,5yearly,2030,-0.445
923,momentum,5yearly,2030,-0.459
923,no_change,5yearly,2030,-0.725
923,zero_migration,5yearly,2030,-0.491
923,constant_fertility,5yearly,2035,-0.543
923,constant_mortality,5yearly,2035,-0.679
923,high_variant,5yearly,2035,-0.144
923,instant_replacement,5yearly,2035,-0.22
923,low_variant,5yearly,2035,-0.776
923,medium_variant,5yearly,2035,-0.446
923,momentum,5yearly,2035,-0.472
923,no_change,5yearly,2035,-0.782
923,zero_migration,5yearly,2035,-0.495
923,constant_fertility,5yearly,2040,-0.576
923,constant_mortality,5yearly,2040,-0.664
923,high_variant,5yearly,2040,-0.052
923,instant_replacement,5yearly,2040,-0.13
923,low_variant,5yearly,2040,-0.797
923,medium_variant,5yearly,2040,-0.412
923,momentum,5yearly,2040,-0.392
923,no_change,5yearly,2040,-0.84
923,zero_migration,5yearly,2040,-0.463
923,constant_fertility,5yearly,2045,-0.625
923,constant_mortality,5yearly,2045,-0.652
923,high_variant,5yearly,2045,0.048
923,instant_replacement,5yearly,2045,-0.03
923,low_variant,5yearly,2045,-0.852
923,medium_variant,5yearly,2045,-0.394
923,momentum,5yearly,2045,-0.286
923,no_change,5yearly,2045,-0.903
923,zero_migration,5yearly,2045,-0.448
923,constant_fertility,5yearly,2050,-0.671
923,constant_mortality,5yearly,2050,-0.673
923,high_variant,5yearly,2050,0.11
923,instant_replacement,5yearly,2050,0.006
923,low_variant,5yearly,2050,-0.94
923,medium_variant,5yearly,2050,-0.408
923,momentum,5yearly,2050,-0.244
923,no_change,5yearly,2050,-0.964
923,zero_migration,5yearly,2050,-0.465
923,constant_fertility,5yearly,2055,-0.707
923,constant_mortality,5yearly,2055,-0.717
923,high_variant,5yearly,2055,0.123
923,instant_replacement,5yearly,2055,-0.032
923,low_variant,5yearly,2055,-1.033
923,medium_variant,5yearly,2055,-0.443
923,momentum,5yearly,2055,-0.283
923,no_change,5yearly,2055,-1.016
923,zero_migration,5yearly,2055,-0.502
923,constant_fertility,5yearly,2060,-0.738
923,constant_mortality,5yearly,2060,-0.743
923,high_variant,5yearly,2060,0.119
923,instant_replacement,5yearly,2060,-0.078
923,low_variant,5yearly,2060,-1.115
923,medium_variant,5yearly,2060,-0.472
923,momentum,5yearly,2060,-0.32
923,no_change,5yearly,2060,-1.048
923,zero_migration,5yearly,2060,-0.533
923,constant_fertility,5yearly,2065,-0.759
923,constant_mortality,5yearly,2065,-0.706
923,high_variant,5yearly,2065,0.157
923,instant_replacement,5yearly,2065,-0.065
923,low_variant,5yearly,2065,-1.165
923,medium_variant,5yearly,2065,-0.464
923,momentum,5yearly,2065,-0.276
923,no_change,5yearly,2065,-1.047
923,zero_migration,5yearly,2065,-0.524
923,constant_fertility,5yearly,2070,-0.765
923,constant_mortality,5yearly,2070,-0.608
923,high_variant,5yearly,2070,0.25
923,instant_replacement,5yearly,2070,0.013
923,low_variant,5yearly,2070,-1.178
