region,variant,freq,year,populationgrowthrate
5501,estimates,5yearly,1950,1.723
5501,estimates,5yearly,1955,1.982
5501,estimates,5yearly,1960,2.166
5501,estimates,5yearly,1965,2.272
5501,estimates,5yearly,1970,2.317
5501,estimates,5yearly,1975,2.407
5501,estimates,5yearly,1980,2.425
5501,estimates,5yearly,1985,2.306
5501,estimates,5yearly,1990,2.087
5501,estimates,5yearly,1995,1.915
5501,estimates,5yearly,2000,1.718
5501,estimates,5yearly,2005,1.488
5501,estimates,5yearly,2010,1.337
5501,constant_fertility,5yearly,2015,1.321
5501,constant_mortality,5yearly,2015,1.148
5501,high_variant,5yearly,2015,1.387
5501,instant_replacement,5yearly,2015,1.088
5501,low_variant,5yearly,2015,1.002
5501,medium_variant,5yearly,2015,1.195
5501,momentum,5yearly,2015,1.142
5501,no_change,5yearly,2015,1.272
5501,zero_migration,5yearly,2015,1.275
5501,constant_fertility,5yearly,2020,1.277
5501,constant_mortality,5yearly,2020,0.971
5501,high_variant,5yearly,2020,1.343
5501,instant_replacement,5yearly,2020,1.034
5501,low_variant,5yearly,2020,0.758
5501,medium_variant,5yearly,2020,1.055
5501,momentum,5yearly,2020,1.05
5501,no_change,5yearly,2020,1.191
5501,zero_migration,5yearly,2020,1.118
5501,constant_fertility,5yearly,2025,1.192
5501,constant_mortality,5yearly,2025,0.785
5501,high_variant,5yearly,2025,1.236
5501,instant_replacement,5yearly,2025,0.939
5501,low_variant,5yearly,2025,0.542
5501,medium_variant,5yearly,2025,0.9
5501,momentum,5yearly,2025,0.934
5501,no_change,5yearly,2025,1.075
5501,zero_migration,5yearly,2025,0.961
5501,constant_fertility,5yearly,2030,1.094
5501,constant_mortality,5yearly,2030,0.605
5501,high_variant,5yearly,2030,1.064
5501,instant_replacement,5yearly,2030,0.828
5501,low_variant,5yearly,2030,0.402
5501,medium_variant,5yearly,2030,0.749
5501,momentum,5yearly,2030,0.8
5501,no_change,5yearly,2030,0.948
5501,zero_migration,5yearly,2030,0.808
5501,constant_fertility,5yearly,2035,1.014
5501,constant_mortality,5yearly,2035,0.433
5501,high_variant,5yearly,2035,0.937
5501,instant_replacement,5yearly,2035,0.702
5501,low_variant,5yearly,2035,0.244
5501,medium_variant,5yearly,2035,0.605
5501,momentum,5yearly,2035,0.653
5501,no_change,5yearly,2035,0.84
5501,zero_migration,5yearly,2035,0.663
5501,constant_fertility,5yearly,2040,0.974
5501,constant_mortality,5yearly,2040,0.273
5501,high_variant,5yearly,2040,0.869
5501,instant_replacement,5yearly,2040,0.584
5501,low_variant,5yearly,2040,0.071
5501,medium_variant,5yearly,2040,0.479
5501,momentum,5yearly,2040,0.516
5501,no_change,5yearly,2040,0.768
5501,zero_migration,5yearly,2040,0.537
5501,constant_fertility,5yearly,2045,0.948
5501,constant_mortality,5yearly,2045,0.121
5501,high_variant,5yearly,2045,0.819
5501,instant_replacement,5yearly,2045,0.49
5501,low_variant,5yearly,2045,-0.108
5501,medium_variant,5yearly,2045,0.36
5501,momentum,5yearly,2045,0.406
5501,no_change,5yearly,2045,0.712
5501,zero_migration,5yearly,2045,0.419
5501,constant_fertility,5yearly,2050,0.922
5501,constant_mortality,5yearly,2050,-0.028
5501,high_variant,5yearly,2050,0.754
5501,instant_replacement,5yearly,2050,0.415
5501,low_variant,5yearly,2050,-0.277
5501,medium_variant,5yearly,2050,0.244
5501,momentum,5yearly,2050,0.315
5501,no_change,5yearly,2050,0.658
5501,zero_migration,5yearly,2050,0.303
5501,constant_fertility,5yearly,2055,0.893
5501,constant_mortality,5yearly,2055,-0.173
5501,high_variant,5yearly,2055,0.669
5501,instant_replacement,5yearly,2055,0.345
5501,low_variant,5yearly,2055,-0.433
5501,medium_variant,5yearly,2055,0.131
5501,momentum,5yearly,2055,0.229
5501,no_change,5yearly,2055,0.606
5501,zero_migration,5yearly,2055,0.19
5501,constant_fertility,5yearly,2060,0.876
5501,constant_mortality,5yearly,2060,-0.307
5501,high_variant,5yearly,2060,0.59
5501,instant_replacement,5yearly,2060,0.273
5501,low_variant,5yearly,2060,-0.58
5501,medium_variant,5yearly,2060,0.027
5501,momentum,5yearly,2060,0.146
5501,no_change,5yearly,2060,0.57
5501,zero_migration,5yearly,2060,0.084
5501,constant_fertility,5yearly,2065,0.88
5501,constant_mortality,5yearly,2065,-0.424
5501,high_variant,5yearly,2065,0.534
5501,instant_replacement,5yearly,2065,0.205
5501,low_variant,5yearly,2065,-0.728
5501,medium_variant,5yearly,2065,-0.069
5501,momentum,5yearly,2065,0.075
5501,no_change,5yearly,2065,0.561
5501,zero_migration,5yearly,2065,-0.012
5501,constant_fertility,5yearly,2070,0.905
5501,constant_mortality,5yearly,2070,-0.521
5501,high_variant,5yearly,2070,0.505
5501,instant_replacement,5yearly,2070,0.153
5501,low_variant,5yearly,2070,-0.874
5501,medium_variant,5yearly,2070,-0.148
5501,momentum,5yearly,2070,0.025
5501,no_change,5yearly,2070,0.577
5501,zero_migration,5yearly,2070,-0.093
5501,constant_fertility,5yearly,2075,0.941
5501,constant_mortality,5yearly,2075,-0.602
5501,high_variant,5yearly,2075,0.489
5501,instant_replacement,5yearly,2075,0.119
5501,low_variant,5yearly,2075,-1.013
5501,medium_variant,5yearly,2075,-0.215
5501,momentum,5yearly,2075,0
5501,no_change,5yearly,2075,0.606
5501,zero_migration,5yearly,2075,-0.161
5501,constant_fertility,5yearly,2080,0.984
5501,constant_mortality,5yearly,2080,-0.669
5501,high_variant,5yearly,2080,0.475
5501,instant_replacement,5yearly,2080,0.105
5501,low_variant,5yearly,2080,-1.138
5501,medium_variant,5yearly,2080,-0.268
5501,momentum,5yearly,2080,-0.009
5501,no_change,5yearly,2080,0.64
5501,zero_migration,5yearly,2080,-0.215
5501,constant_fertility,5yearly,2085,1.035
5501,constant_mortality,5yearly,2085,-0.728
