region,variant,freq,year,populationgrowthrate
925,estimates,5yearly,1950,0.862
925,estimates,5yearly,1955,0.762
925,estimates,5yearly,1960,0.852
925,estimates,5yearly,1965,0.735
925,estimates,5yearly,1970,0.883
925,estimates,5yearly,1975,0.786
925,estimates,5yearly,1980,0.476
925,estimates,5yearly,1985,0.229
925,estimates,5yearly,1990,0.12
925,estimates,5yearly,1995,0.141
925,estimates,5yearly,2000,0.64
925,estimates,5yearly,2005,0.467
925,estimates,5yearly,2010,-0.196
925,constant_fertility,5yearly,2015,-0.148
925,constant_mortality,5yearly,2015,-0.187
925,high_variant,5yearly,2015,0.031
925,instant_replacement,5yearly,2015,0.258
925,low_variant,5yearly,2015,-0.266
925,medium_variant,5yearly,2015,-0.117
925,momentum,5yearly,2015,0.128
925,no_change,5yearly,2015,-0.219
925,zero_migration,5yearly,2015,-0.178
925,constant_fertility,5yearly,2020,-0.227
925,constant_mortality,5yearly,2020,-0.292
925,high_variant,5yearly,2020,0.046
925,instant_replacement,5yearly,2020,0.149
925,low_variant,5yearly,2020,-0.397
925,medium_variant,5yearly,2020,-0.173
925,momentum,5yearly,2020,-0.062
925,no_change,5yearly,2020,-0.347
925,zero_migration,5yearly,2020,-0.27
925,constant_fertility,5yearly,2025,-0.265
925,constant_mortality,5yearly,2025,-0.346
925,high_variant,5yearly,2025,0.071
925,instant_replacement,5yearly,2025,0.094
925,low_variant,5yearly,2025,-0.466
925,medium_variant,5yearly,2025,-0.191
925,momentum,5yearly,2025,-0.193
925,no_change,5yearly,2025,-0.422
925,zero_migration,5yearly,2025,-0.332
925,constant_fertility,5yearly,2030,-0.316
925,constant_mortality,5yearly,2030,-0.411
925,high_variant,5yearly,2030,0.037
925,instant_replacement,5yearly,2030,0.044
925,low_variant,5yearly,2030,-0.504
925,medium_variant,5yearly,2030,-0.223
925,momentum,5yearly,2030,-0.289
925,no_change,5yearly,2030,-0.508
925,zero_migration,5yearly,2030,-0.383
925,constant_fertility,5yearly,2035,-0.377
925,constant_mortality,5yearly,2035,-0.479
925,high_variant,5yearly,2035,0.008
925,instant_replacement,5yearly,2035,0.011
925,low_variant,5yearly,2035,-0.558
925,medium_variant,5yearly,2035,-0.263
925,momentum,5yearly,2035,-0.36
925,no_change,5yearly,2035,-0.6
925,zero_migration,5yearly,2035,-0.439
925,constant_fertility,5yearly,2040,-0.461
925,constant_mortality,5yearly,2040,-0.559
925,high_variant,5yearly,2040,-0.019
925,instant_replacement,5yearly,2040,-0.003
925,low_variant,5yearly,2040,-0.644
925,medium_variant,5yearly,2040,-0.321
925,momentum,5yearly,2040,-0.401
925,no_change,5yearly,2040,-0.711
925,zero_migration,5yearly,2040,-0.514
925,constant_fertility,5yearly,2045,-0.569
925,constant_mortality,5yearly,2045,-0.651
925,high_variant,5yearly,2045,-0.039
925,instant_replacement,5yearly,2045,0.001
925,low_variant,5yearly,2045,-0.769
925,medium_variant,5yearly,2045,-0.398
925,momentum,5yearly,2045,-0.411
925,no_change,5yearly,2045,-0.839
925,zero_migration,5yearly,2045,-0.61
925,constant_fertility,5yearly,2050,-0.686
925,constant_mortality,5yearly,2050,-0.737
925,high_variant,5yearly,2050,-0.047
925,instant_replacement,5yearly,2050,-0.002
925,low_variant,5yearly,2050,-0.923
925,medium_variant,5yearly,2050,-0.484
925,momentum,5yearly,2050,-0.405
925,no_change,5yearly,2050,-0.963
925,zero_migration,5yearly,2050,-0.712
925,constant_fertility,5yearly,2055,-0.783
925,constant_mortality,5yearly,2055,-0.776
925,high_variant,5yearly,2055,-0.041
925,instant_replacement,5yearly,2055,-0.03
925,low_variant,5yearly,2055,-1.059
925,medium_variant,5yearly,2055,-0.548
925,momentum,5yearly,2055,-0.407
925,no_change,5yearly,2055,-1.042
925,zero_migration,5yearly,2055,-0.794
925,constant_fertility,5yearly,2060,-0.836
925,constant_mortality,5yearly,2060,-0.751
925,high_variant,5yearly,2060,-0.015
925,instant_replacement,5yearly,2060,-0.051
925,low_variant,5yearly,2060,-1.141
925,medium_variant,5yearly,2060,-0.567
925,momentum,5yearly,2060,-0.387
925,no_change,5yearly,2060,-1.057
925,zero_migration,5yearly,2060,-0.829
925,constant_fertility,5yearly,2065,-0.838
925,constant_mortality,5yearly,2065,-0.67
925,high_variant,5yearly,2065,0.043
925,instant_replacement,5yearly,2065,-0.021
925,low_variant,5yearly,2065,-1.159
925,medium_variant,5yearly,2065,-0.534
925,momentum,5yearly,2065,-0.309
925,no_change,5yearly,2065,-1.015
925,zero_migration,5yearly,2065,-0.806
925,constant_fertility,5yearly,2070,-0.799
925,constant_mortality,5yearly,2070,-0.567
925,high_variant,5yearly,2070,0.135
925,instant_replacement,5yearly,2070,0.061
925,low_variant,5yearly,2070,-1.125
925,medium_variant,5yearly,2070,-0.46
925,momentum,5yearly,2070,-0.186
925,no_change,5yearly,2070,-0.951
925,zero_migration,5yearly,2070,-0.731
925,constant_fertility,5yearly,2075,-0.741
925,constant_mortality,5yearly,2075,-0.486
925,high_variant,5yearly,2075,0.245
925,instant_replacement,5yearly,2075,0.169
925,low_variant,5yearly,2075,-1.07
925,medium_variant,5yearly,2075,-0.372
925,momentum,5yearly,2075,-0.061
925,no_change,5yearly,2075,-0.907
925,zero_migration,5yearly,2075,-0.631
925,constant_fertility,5yearly,2080,-0.701
925,constant_mortality,5yearly,2080,-0.449
925,high_variant,5yearly,2080,0.339
925,instant_replacement,5yearly,2080,0.258
925,low_variant,5yearly,2080,-1.041
925,medium_variant,5yearly,2080,-0.304
925,momentum,5yearly,2080,0.024
925,no_change,5yearly,2080,-0.909
925,zero_migration,5yearly,2080,-0.548
925,constant_fertility,5yearly,2085,-0.7
925,constant_mortality,5yearly,2085,-0.446
925,high_variant,5yearly,2085,0.399
925,instant_replacement,5yearly,2085,0.3
925,low_variant,5yearly,2085,-1.061
925,medium_variant,5yearly,2085,-0.276
925,momentum,5yearly,2085,0.055
925,no_change,5yearly,2085,-0.945
925,zero_migration,5yearly,2085,-0.504
925,constant_fertility,5yearly,2090,-0.731
925,constant_mortality,5yearly,2090,-0.451
925,high_variant,5yearly,2090,0.427
925,instant_replacement,5yearly,2090,0.299
925,low_variant,5yearly,2090,-1.119
925,medium_variant,5yearly,2090,-0.274
925,momentum,5yearly,2090,0.041
925,no_change,5yearly,2090,-0.988
925,zero_migration,5yearly,2090,-0.49
925,constant_fertility,5yearly,2095,-0.776
925,constant_mortality,5yearly,2095,-0.442
925,high_variant,5yearly,2095,0.436
925,instant_replacement,5yearly,2095,0.277
925,low_variant,5yearly,2095,-1.185
925,medium_variant,5yearly,2095,-0.282
925,momentum,5yearly,2095,0.006
925,no_change,5yearly,2095,-1.013
925,zero_migration,5yearly,2095,-0.49
