country,year,variant,freq,age5yearinterval,fertilityrateper1000women
784,1950,estimates,5yearly,15_19,178.49
784,1950,estimates,5yearly,20_24,331.552
784,1950,estimates,5yearly,25_29,318.908
784,1950,estimates,5yearly,30_34,265.086
784,1950,estimates,5yearly,35_39,165.804
784,1950,estimates,5yearly,40_44,88.841
784,1950,estimates,5yearly,45_49,45.319
784,1955,estimates,5yearly,15_19,178.49
784,1955,estimates,5yearly,20_24,331.552
784,1955,estimates,5yearly,25_29,318.908
784,1955,estimates,5yearly,30_34,265.086
784,1955,estimates,5yearly,35_39,165.804
784,1955,estimates,5yearly,40_44,88.841
784,1955,estimates,5yearly,45_49,45.319
784,1960,estimates,5yearly,15_19,175.929
784,1960,estimates,5yearly,20_24,326.795
784,1960,estimates,5yearly,25_29,314.333
784,1960,estimates,5yearly,30_34,261.283
784,1960,estimates,5yearly,35_39,163.425
784,1960,estimates,5yearly,40_44,87.566
784,1960,estimates,5yearly,45_49,44.669
784,1965,estimates,5yearly,15_19,173.368
784,1965,estimates,5yearly,20_24,322.038
784,1965,estimates,5yearly,25_29,309.758
784,1965,estimates,5yearly,30_34,257.479
784,1965,estimates,5yearly,35_39,161.047
784,1965,estimates,5yearly,40_44,86.291
784,1965,estimates,5yearly,45_49,44.019
784,1970,estimates,5yearly,15_19,165.173
784,1970,estimates,5yearly,20_24,306.817
784,1970,estimates,5yearly,25_29,295.116
784,1970,estimates,5yearly,30_34,245.309
784,1970,estimates,5yearly,35_39,153.434
784,1970,estimates,5yearly,40_44,82.213
784,1970,estimates,5yearly,45_49,41.938
784,1975,estimates,5yearly,15_19,147.247
784,1975,estimates,5yearly,20_24,273.519
784,1975,estimates,5yearly,25_29,263.088
784,1975,estimates,5yearly,30_34,218.687
784,1975,estimates,5yearly,35_39,136.782
784,1975,estimates,5yearly,40_44,73.29
784,1975,estimates,5yearly,45_49,37.387
784,1980,estimates,5yearly,15_19,118.391
784,1980,estimates,5yearly,20_24,247.881
784,1980,estimates,5yearly,25_29,247.574
