country,year,variant,freq,age5yearinterval,fertilityrateper1000women
72,1950,estimates,5yearly,15_19,156.78
72,1950,estimates,5yearly,20_24,268.32
72,1950,estimates,5yearly,25_29,266.89
72,1950,estimates,5yearly,30_34,252.46
72,1950,estimates,5yearly,35_39,176.93
72,1950,estimates,5yearly,40_44,128.7
72,1950,estimates,5yearly,45_49,49.92
72,1955,estimates,5yearly,15_19,158.589
72,1955,estimates,5yearly,20_24,271.416
72,1955,estimates,5yearly,25_29,269.97
72,1955,estimates,5yearly,30_34,255.373
72,1955,estimates,5yearly,35_39,178.971
72,1955,estimates,5yearly,40_44,130.185
72,1955,estimates,5yearly,45_49,50.496
72,1960,estimates,5yearly,15_19,160.398
72,1960,estimates,5yearly,20_24,274.512
72,1960,estimates,5yearly,25_29,273.049
72,1960,estimates,5yearly,30_34,258.286
72,1960,estimates,5yearly,35_39,181.013
72,1960,estimates,5yearly,40_44,131.67
72,1960,estimates,5yearly,45_49,51.072
72,1965,estimates,5yearly,15_19,161.604
72,1965,estimates,5yearly,20_24,276.576
72,1965,estimates,5yearly,25_29,275.102
72,1965,estimates,5yearly,30_34,260.228
72,1965,estimates,5yearly,35_39,182.374
72,1965,estimates,5yearly,40_44,132.66
72,1965,estimates,5yearly,45_49,51.456
72,1970,estimates,5yearly,15_19,157.986
72,1970,estimates,5yearly,20_24,270.384
72,1970,estimates,5yearly,25_29,268.943
72,1970,estimates,5yearly,30_34,254.402
72,1970,estimates,5yearly,35_39,178.291
72,1970,estimates,5yearly,40_44,129.69
72,1970,estimates,5yearly,45_49,50.304
72,1975,estimates,5yearly,15_19,153.162
72,1975,estimates,5yearly,20_24,262.128
72,1975,estimates,5yearly,25_29,260.731
72,1975,estimates,5yearly,30_34,246.634
72,1975,estimates,5yearly,35_39,172.847
72,1975,estimates,5yearly,40_44,125.73
72,1975,estimates,5yearly,45_49,48.768
72,1980,estimates,5yearly,15_19,143.514
72,1980,estimates,5yearly,20_24,245.616
72,1980,estimates,5yearly,25_29,244.307
72,1980,estimates,5yearly,30_34,231.098
72,1980,estimates,5yearly,35_39,161.959
72,1980,estimates,5yearly,40_44,117.81
72,1980,estimates,5yearly,45_49,45.696
72,1985,estimates,5yearly,15_19,122.01
72,1985,estimates,5yearly,20_24,208.054
72,1985,estimates,5yearly,25_29,205.604
72,1985,estimates,5yearly,30_34,188.062
72,1985,estimates,5yearly,35_39,146.51
72,1985,estimates,5yearly,40_44,78.792
72,1985,estimates,5yearly,45_49,30.968
72,1990,estimates,5yearly,15_19,83.877
72,1990,estimates,5yearly,20_24,172.948
72,1990,estimates,5yearly,25_29,187.525
72,1990,estimates,5yearly,30_34,170.857
72,1990,estimates,5yearly,35_39,137.171
72,1990,estimates,5yearly,40_44,73.491
72,1990,estimates,5yearly,45_49,24.131
72,1995,estimates,5yearly,15_19,71.817
72,1995,estimates,5yearly,20_24,151.755
72,1995,estimates,5yearly,25_29,164.383
72,1995,estimates,5yearly,30_34,148.352
72,1995,estimates,5yearly,35_39,117.806
72,1995,estimates,5yearly,40_44,61.733
72,1995,estimates,5yearly,45_49,19.154
72,2000,estimates,5yearly,15_19,59.819
72,2000,estimates,5yearly,20_24,144.927
72,2000,estimates,5yearly,25_29,137.914
72,2000,estimates,5yearly,30_34,121.919
72,2000,estimates,5yearly,35_39,98.521
72,2000,estimates,5yearly,40_44,50.129
72,2000,estimates,5yearly,45_49,16.771
72,2005,estimates,5yearly,15_19,49.253
72,2005,estimates,5yearly,20_24,135.498
72,2005,estimates,5yearly,25_29,136.978
72,2005,estimates,5yearly,30_34,116.068
72,2005,estimates,5yearly,35_39,85.677
72,2005,estimates,5yearly,40_44,43.644
72,2005,estimates,5yearly,45_49,12.882
72,2010,estimates,5yearly,15_19,38.663
72,2010,estimates,5yearly,20_24,136.81
72,2010,estimates,5yearly,25_29,135.821
72,2010,estimates,5yearly,30_34,115.989
72,2010,estimates,5yearly,35_39,89.222
72,2010,estimates,5yearly,40_44,44.615
72,2010,estimates,5yearly,45_49,13.88
72,2015,constant_fertility,5yearly,15_19,38.663
72,2015,constant_mortality,5yearly,15_19,29.982
72,2015,high_variant,5yearly,15_19,32.809
72,2015,instant_replacement,5yearly,15_19,24.566
72,2015,low_variant,5yearly,15_19,27.155
72,2015,medium_variant,5yearly,15_19,29.982
72,2015,momentum,5yearly,15_19,25.483
72,2015,no_change,5yearly,15_19,38.663
72,2015,zero_migration,5yearly,15_19,29.982
72,2015,constant_fertility,5yearly,20_24,136.81
72,2015,constant_mortality,5yearly,20_24,127.457
72,2015,high_variant,5yearly,20_24,139.474
72,2015,instant_replacement,5yearly,20_24,104.433
72,2015,low_variant,5yearly,20_24,115.439
72,2015,medium_variant,5yearly,20_24,127.457
72,2015,momentum,5yearly,20_24,108.329
72,2015,no_change,5yearly,20_24,136.81
72,2015,zero_migration,5yearly,20_24,127.457
72,2015,constant_fertility,5yearly,25_29,135.821
72,2015,constant_mortality,5yearly,25_29,129.567
72,2015,high_variant,5yearly,25_29,141.785
72,2015,instant_replacement,5yearly,25_29,106.162
72,2015,low_variant,5yearly,25_29,117.35
72,2015,medium_variant,5yearly,25_29,129.567
72,2015,momentum,5yearly,25_29,110.123
72,2015,no_change,5yearly,25_29,135.821
72,2015,zero_migration,5yearly,25_29,129.567
72,2015,constant_fertility,5yearly,30_34,115.989
72,2015,constant_mortality,5yearly,30_34,109.093
72,2015,high_variant,5yearly,30_34,119.379
72,2015,instant_replacement,5yearly,30_34,89.387
72,2015,low_variant,5yearly,30_34,98.807
72,2015,medium_variant,5yearly,30_34,109.093
72,2015,momentum,5yearly,30_34,92.721
72,2015,no_change,5yearly,30_34,115.989
72,2015,zero_migration,5yearly,30_34,109.093
72,2015,constant_fertility,5yearly,35_39,89.222
72,2015,constant_mortality,5yearly,35_39,81.785
72,2015,high_variant,5yearly,35_39,89.496
72,2015,instant_replacement,5yearly,35_39,67.012
72,2015,low_variant,5yearly,35_39,74.073
72,2015,medium_variant,5yearly,35_39,81.785
72,2015,momentum,5yearly,35_39,69.511
72,2015,no_change,5yearly,35_39,89.222
72,2015,zero_migration,5yearly,35_39,81.785
72,2015,constant_fertility,5yearly,40_44,44.615
72,2015,constant_mortality,5yearly,40_44,40.364
72,2015,high_variant,5yearly,40_44,44.171
72,2015,instant_replacement,5yearly,40_44,33.073
72,2015,low_variant,5yearly,40_44,36.559
72,2015,medium_variant,5yearly,40_44,40.364
72,2015,momentum,5yearly,40_44,34.307
72,2015,no_change,5yearly,40_44,44.615
72,2015,zero_migration,5yearly,40_44,40.364
72,2015,constant_fertility,5yearly,45_49,13.88
72,2015,constant_mortality,5yearly,45_49,12.032
72,2015,high_variant,5yearly,45_49,13.166
72,2015,instant_replacement,5yearly,45_49,9.859
72,2015,low_variant,5yearly,45_49,10.897
72,2015,medium_variant,5yearly,45_49,12.032
72,2015,momentum,5yearly,45_49,10.226
72,2015,no_change,5yearly,45_49,13.88
72,2015,zero_migration,5yearly,45_49,12.032
72,2020,constant_fertility,5yearly,15_19,38.663
72,2020,constant_mortality,5yearly,15_19,23.725
72,2020,high_variant,5yearly,15_19,27.564
72,2020,instant_replacement,5yearly,15_19,20.57
72,2020,low_variant,5yearly,15_19,19.885
72,2020,medium_variant,5yearly,15_19,23.725
72,2020,momentum,5yearly,15_19,21.629
72,2020,no_change,5yearly,15_19,38.663
72,2020,zero_migration,5yearly,15_19,23.725
72,2020,constant_fertility,5yearly,20_24,136.81
72,2020,constant_mortality,5yearly,20_24,119.067
72,2020,high_variant,5yearly,20_24,138.337
72,2020,instant_replacement,5yearly,20_24,103.235
72,2020,low_variant,5yearly,20_24,99.799
72,2020,medium_variant,5yearly,20_24,119.067
72,2020,momentum,5yearly,20_24,108.546
72,2020,no_change,5yearly,20_24,136.81
72,2020,zero_migration,5yearly,20_24,119.067
72,2020,constant_fertility,5yearly,25_29,135.821
72,2020,constant_mortality,5yearly,25_29,124.644
