country,year,variant,freq,age5yearinterval,fertilityrateper1000women
96,1950,estimates,5yearly,15_19,92.073
96,1950,estimates,5yearly,20_24,381.186
96,1950,estimates,5yearly,25_29,356.706
96,1950,estimates,5yearly,30_34,274.439
96,1950,estimates,5yearly,35_39,180.463
96,1950,estimates,5yearly,40_44,67.51
96,1950,estimates,5yearly,45_49,26.783
96,1955,estimates,5yearly,15_19,92.011
96,1955,estimates,5yearly,20_24,380.932
96,1955,estimates,5yearly,25_29,356.468
96,1955,estimates,5yearly,30_34,274.256
96,1955,estimates,5yearly,35_39,180.343
96,1955,estimates,5yearly,40_44,67.465
96,1955,estimates,5yearly,45_49,26.765
96,1960,estimates,5yearly,15_19,88.966
96,1960,estimates,5yearly,20_24,368.323
96,1960,estimates,5yearly,25_29,344.668
96,1960,estimates,5yearly,30_34,265.178
96,1960,estimates,5yearly,35_39,174.374
96,1960,estimates,5yearly,40_44,65.232
96,1960,estimates,5yearly,45_49,25.879
96,1965,estimates,5yearly,15_19,78.757
96,1965,estimates,5yearly,20_24,326.057
96,1965,estimates,5yearly,25_29,305.118
96,1965,estimates,5yearly,30_34,234.748
96,1965,estimates,5yearly,35_39,154.364
96,1965,estimates,5yearly,40_44,57.746
96,1965,estimates,5yearly,45_49,22.91
96,1970,estimates,5yearly,15_19,73.643
96,1970,estimates,5yearly,20_24,280.298
96,1970,estimates,5yearly,25_29,301.42
96,1970,estimates,5yearly,30_34,220.601
96,1970,estimates,5yearly,35_39,149.803
96,1970,estimates,5yearly,40_44,54.961
96,1970,estimates,5yearly,45_49,18.254
96,1975,estimates,5yearly,15_19,59.863
96,1975,estimates,5yearly,20_24,208.015
96,1975,estimates,5yearly,25_29,258.017
96,1975,estimates,5yearly,30_34,180.202
96,1975,estimates,5yearly,35_39,126.179
96,1975,estimates,5yearly,40_44,45.453
96,1975,estimates,5yearly,45_49,12.291
96,1980,estimates,5yearly,15_19,47.985
96,1980,estimates,5yearly,20_24,187.65
96,1980,estimates,5yearly,25_29,210.87
96,1980,estimates,5yearly,30_34,154.409
96,1980,estimates,5yearly,35_39,99.609
96,1980,estimates,5yearly,40_44,50.381
96,1980,estimates,5yearly,45_49,7.156
96,1985,estimates,5yearly,15_19,41.407
96,1985,estimates,5yearly,20_24,155.017
96,1985,estimates,5yearly,25_29,206.675
96,1985,estimates,5yearly,30_34,155.932
96,1985,estimates,5yearly,35_39,93.059
96,1985,estimates,5yearly,40_44,35.948
96,1985,estimates,5yearly,45_49,5.542
96,1990,estimates,5yearly,15_19,38.273
96,1990,estimates,5yearly,20_24,135.366
96,1990,estimates,5yearly,25_29,178.972
96,1990,estimates,5yearly,30_34,145.814
96,1990,estimates,5yearly,35_39,84.594
96,1990,estimates,5yearly,40_44,29.475
96,1990,estimates,5yearly,45_49,3.226
96,1995,estimates,5yearly,15_19,28.868
96,1995,estimates,5yearly,20_24,97.427
96,1995,estimates,5yearly,25_29,137.831
96,1995,estimates,5yearly,30_34,121.806
96,1995,estimates,5yearly,35_39,84.884
96,1995,estimates,5yearly,40_44,27.976
96,1995,estimates,5yearly,45_49,2.728
96,2000,estimates,5yearly,15_19,23.752
96,2000,estimates,5yearly,20_24,82.61
96,2000,estimates,5yearly,25_29,108.22
