country,year,variant,freq,age5yearinterval,fertilityrateper1000women
76,1950,estimates,5yearly,15_19,90.902
76,1950,estimates,5yearly,20_24,256.957
76,1950,estimates,5yearly,25_29,297.192
76,1950,estimates,5yearly,30_34,249.685
76,1950,estimates,5yearly,35_39,185.733
76,1950,estimates,5yearly,40_44,98.917
76,1950,estimates,5yearly,45_49,40.614
76,1955,estimates,5yearly,15_19,90.157
76,1955,estimates,5yearly,20_24,254.85
76,1955,estimates,5yearly,25_29,294.756
76,1955,estimates,5yearly,30_34,247.639
76,1955,estimates,5yearly,35_39,184.21
76,1955,estimates,5yearly,40_44,98.107
76,1955,estimates,5yearly,45_49,40.281
76,1960,estimates,5yearly,15_19,90.049
76,1960,estimates,5yearly,20_24,253.946
76,1960,estimates,5yearly,25_29,293.259
76,1960,estimates,5yearly,30_34,245.895
76,1960,estimates,5yearly,35_39,181.934
76,1960,estimates,5yearly,40_44,96.277
76,1960,estimates,5yearly,45_49,38.64
76,1965,estimates,5yearly,15_19,82.526
76,1965,estimates,5yearly,20_24,230.942
76,1965,estimates,5yearly,25_29,265.375
76,1965,estimates,5yearly,30_34,221.083
76,1965,estimates,5yearly,35_39,160.778
76,1965,estimates,5yearly,40_44,83.245
76,1965,estimates,5yearly,45_49,30.051
76,1970,estimates,5yearly,15_19,74.534
76,1970,estimates,5yearly,20_24,206.275
76,1970,estimates,5yearly,25_29,235.245
76,1970,estimates,5yearly,30_34,194.099
76,1970,estimates,5yearly,35_39,137.414
76,1970,estimates,5yearly,40_44,68.637
76,1970,estimates,5yearly,45_49,19.796
76,1975,estimates,5yearly,15_19,74.634
76,1975,estimates,5yearly,20_24,197.537
76,1975,estimates,5yearly,25_29,217.918
76,1975,estimates,5yearly,30_34,176.061
76,1975,estimates,5yearly,35_39,119.796
76,1975,estimates,5yearly,40_44,57.034
76,1975,estimates,5yearly,45_49,13.02
76,1980,estimates,5yearly,15_19,80.251
76,1980,estimates,5yearly,20_24,190.465
76,1980,estimates,5yearly,25_29,194.514
76,1980,estimates,5yearly,30_34,150.019
76,1980,estimates,5yearly,35_39,96.127
76,1980,estimates,5yearly,40_44,43.441
76,1980,estimates,5yearly,45_49,9.183
76,1985,estimates,5yearly,15_19,82.172
76,1985,estimates,5yearly,20_24,170.404
76,1985,estimates,5yearly,25_29,160.147
76,1985,estimates,5yearly,30_34,114.966
76,1985,estimates,5yearly,35_39,68.49
76,1985,estimates,5yearly,40_44,29.577
76,1985,estimates,5yearly,45_49,6.244
76,1990,estimates,5yearly,15_19,83.727
76,1990,estimates,5yearly,20_24,153.985
76,1990,estimates,5yearly,25_29,137.588
76,1990,estimates,5yearly,30_34,92.04
76,1990,estimates,5yearly,35_39,51.625
76,1990,estimates,5yearly,40_44,20.846
76,1990,estimates,5yearly,45_49,4.189
76,1995,estimates,5yearly,15_19,84.262
76,1995,estimates,5yearly,20_24,142.4
76,1995,estimates,5yearly,25_29,124.369
76,1995,estimates,5yearly,30_34,79.954
76,1995,estimates,5yearly,35_39,43.611
76,1995,estimates,5yearly,40_44,16.237
76,1995,estimates,5yearly,45_49,3.167
76,2000,estimates,5yearly,15_19,76.613
76,2000,estimates,5yearly,20_24,124.026
76,2000,estimates,5yearly,25_29,106.472
76,2000,estimates,5yearly,30_34,67.202
76,2000,estimates,5yearly,35_39,36.206
76,2000,estimates,5yearly,40_44,12.963
76,2000,estimates,5yearly,45_49,2.518
76,2005,estimates,5yearly,15_19,69.389
76,2005,estimates,5yearly,20_24,109.643
76,2005,estimates,5yearly,25_29,92.327
76,2005,estimates,5yearly,30_34,57.355
76,2005,estimates,5yearly,35_39,30.485
76,2005,estimates,5yearly,40_44,10.759
76,2005,estimates,5yearly,45_49,2.042
76,2010,estimates,5yearly,15_19,66.999
76,2010,estimates,5yearly,20_24,105.351
76,2010,estimates,5yearly,25_29,88.669
76,2010,estimates,5yearly,30_34,54.611
76,2010,estimates,5yearly,35_39,28.565
76,2010,estimates,5yearly,40_44,9.95
76,2010,estimates,5yearly,45_49,1.855
76,2015,constant_fertility,5yearly,15_19,66.999
76,2015,constant_mortality,5yearly,15_19,61.597
76,2015,high_variant,5yearly,15_19,70.629
76,2015,instant_replacement,5yearly,15_19,75.778
76,2015,low_variant,5yearly,15_19,52.564
76,2015,medium_variant,5yearly,15_19,61.597
76,2015,momentum,5yearly,15_19,76.059
76,2015,no_change,5yearly,15_19,66.999
76,2015,zero_migration,5yearly,15_19,61.597
76,2015,constant_fertility,5yearly,20_24,105.351
76,2015,constant_mortality,5yearly,20_24,99.643
76,2015,high_variant,5yearly,20_24,114.256
76,2015,instant_replacement,5yearly,20_24,122.582
76,2015,low_variant,5yearly,20_24,85.031
76,2015,medium_variant,5yearly,20_24,99.643
76,2015,momentum,5yearly,20_24,123.038
76,2015,no_change,5yearly,20_24,105.351
76,2015,zero_migration,5yearly,20_24,99.643
76,2015,constant_fertility,5yearly,25_29,88.669
76,2015,constant_mortality,5yearly,25_29,86.544
76,2015,high_variant,5yearly,25_29,99.236
76,2015,instant_replacement,5yearly,25_29,106.468
76,2015,low_variant,5yearly,25_29,73.853
76,2015,medium_variant,5yearly,25_29,86.544
76,2015,momentum,5yearly,25_29,106.863
76,2015,no_change,5yearly,25_29,88.669
76,2015,zero_migration,5yearly,25_29,86.544
76,2015,constant_fertility,5yearly,30_34,54.611
76,2015,constant_mortality,5yearly,30_34,54.41
76,2015,high_variant,5yearly,30_34,62.388
76,2015,instant_replacement,5yearly,30_34,66.936
76,2015,low_variant,5yearly,30_34,46.431
76,2015,medium_variant,5yearly,30_34,54.41
76,2015,momentum,5yearly,30_34,67.185
76,2015,no_change,5yearly,30_34,54.611
76,2015,zero_migration,5yearly,30_34,54.41
76,2015,constant_fertility,5yearly,35_39,28.565
76,2015,constant_mortality,5yearly,35_39,27.845
76,2015,high_variant,5yearly,35_39,31.929
76,2015,instant_replacement,5yearly,35_39,34.255
76,2015,low_variant,5yearly,35_39,23.762
76,2015,medium_variant,5yearly,35_39,27.845
76,2015,momentum,5yearly,35_39,34.383
76,2015,no_change,5yearly,35_39,28.565
76,2015,zero_migration,5yearly,35_39,27.845
76,2015,constant_fertility,5yearly,40_44,9.95
76,2015,constant_mortality,5yearly,40_44,9.298
76,2015,high_variant,5yearly,40_44,10.661
76,2015,instant_replacement,5yearly,40_44,11.439
76,2015,low_variant,5yearly,40_44,7.934
76,2015,medium_variant,5yearly,40_44,9.298
76,2015,momentum,5yearly,40_44,11.481
76,2015,no_change,5yearly,40_44,9.95
76,2015,zero_migration,5yearly,40_44,9.298
76,2015,constant_fertility,5yearly,45_49,1.855
76,2015,constant_mortality,5yearly,45_49,1.623
76,2015,high_variant,5yearly,45_49,1.861
76,2015,instant_replacement,5yearly,45_49,1.997
76,2015,low_variant,5yearly,45_49,1.385
76,2015,medium_variant,5yearly,45_49,1.623
76,2015,momentum,5yearly,45_49,2.004
76,2015,no_change,5yearly,45_49,1.855
76,2015,zero_migration,5yearly,45_49,1.623
76,2020,constant_fertility,5yearly,15_19,66.999
76,2020,constant_mortality,5yearly,15_19,52.984
76,2020,high_variant,5yearly,15_19,65.832
76,2020,instant_replacement,5yearly,15_19,67.203
76,2020,low_variant,5yearly,15_19,40.136
76,2020,medium_variant,5yearly,15_19,52.984
76,2020,momentum,5yearly,15_19,67.635
76,2020,no_change,5yearly,15_19,66.999
76,2020,zero_migration,5yearly,15_19,52.984
