country,year,variant,freq,age5yearinterval,fertilityrateper1000women
324,1950,estimates,5yearly,15_19,221.354
324,1950,estimates,5yearly,20_24,287.511
324,1950,estimates,5yearly,25_29,264.687
324,1950,estimates,5yearly,30_34,207.662
324,1950,estimates,5yearly,35_39,141.697
324,1950,estimates,5yearly,40_44,55.957
324,1950,estimates,5yearly,45_49,21.132
324,1955,estimates,5yearly,15_19,209.789
324,1955,estimates,5yearly,20_24,281.451
324,1955,estimates,5yearly,25_29,264.128
324,1955,estimates,5yearly,30_34,213.396
324,1955,estimates,5yearly,35_39,151.101
324,1955,estimates,5yearly,40_44,68.492
324,1955,estimates,5yearly,45_49,26.483
324,1960,estimates,5yearly,15_19,198.578
324,1960,estimates,5yearly,20_24,274.325
324,1960,estimates,5yearly,25_29,262.667
324,1960,estimates,5yearly,30_34,218.425
324,1960,estimates,5yearly,35_39,160.323
324,1960,estimates,5yearly,40_44,82.744
324,1960,estimates,5yearly,45_49,32.598
324,1965,estimates,5yearly,15_19,187.29
324,1965,estimates,5yearly,20_24,265.5
324,1965,estimates,5yearly,25_29,259.26
324,1965,estimates,5yearly,30_34,221.187
324,1965,estimates,5yearly,35_39,167.715
324,1965,estimates,5yearly,40_44,96.413
324,1965,estimates,5yearly,45_49,38.395
324,1970,estimates,5yearly,15_19,180.734
324,1970,estimates,5yearly,20_24,262.015
324,1970,estimates,5yearly,25_29,260.305
324,1970,estimates,5yearly,30_34,226.509
324,1970,estimates,5yearly,35_39,176.342
324,1970,estimates,5yearly,40_44,108.951
324,1970,estimates,5yearly,45_49,43.384
324,1975,estimates,5yearly,15_19,178.585
324,1975,estimates,5yearly,20_24,263.755
324,1975,estimates,5yearly,25_29,265.316
324,1975,estimates,5yearly,30_34,233.873
324,1975,estimates,5yearly,35_39,184.907
324,1975,estimates,5yearly,40_44,117.788
324,1975,estimates,5yearly,45_49,46.036
324,1980,estimates,5yearly,15_19,179.524
324,1980,estimates,5yearly,20_24,268.699
324,1980,estimates,5yearly,25_29,272.126
