country,year,variant,freq,age5yearinterval,fertilityrateper1000women
262,1950,estimates,5yearly,15_19,34.085
262,1950,estimates,5yearly,20_24,164.112
262,1950,estimates,5yearly,25_29,284.04
262,1950,estimates,5yearly,30_34,337.061
262,1950,estimates,5yearly,35_39,271.416
262,1950,estimates,5yearly,40_44,127.502
262,1950,estimates,5yearly,45_49,44.184
262,1955,estimates,5yearly,15_19,39.474
262,1955,estimates,5yearly,20_24,167.861
262,1955,estimates,5yearly,25_29,289.094
262,1955,estimates,5yearly,30_34,342.237
262,1955,estimates,5yearly,35_39,267.887
262,1955,estimates,5yearly,40_44,124.299
262,1955,estimates,5yearly,45_49,46.628
262,1960,estimates,5yearly,15_19,45.567
262,1960,estimates,5yearly,20_24,174.019
262,1960,estimates,5yearly,25_29,298.151
262,1960,estimates,5yearly,30_34,351.836
262,1960,estimates,5yearly,35_39,267.772
262,1960,estimates,5yearly,40_44,122.429
262,1960,estimates,5yearly,45_49,49.626
262,1965,estimates,5yearly,15_19,51.912
262,1965,estimates,5yearly,20_24,180.15
262,1965,estimates,5yearly,25_29,307.181
262,1965,estimates,5yearly,30_34,361.641
262,1965,estimates,5yearly,35_39,267.207
262,1965,estimates,5yearly,40_44,120.458
262,1965,estimates,5yearly,45_49,52.851
262,1970,estimates,5yearly,15_19,53.446
262,1970,estimates,5yearly,20_24,186.46
262,1970,estimates,5yearly,25_29,316.735
262,1970,estimates,5yearly,30_34,371.55
262,1970,estimates,5yearly,35_39,266.438
262,1970,estimates,5yearly,40_44,118.173
262,1970,estimates,5yearly,45_49,56.198
262,1975,estimates,5yearly,15_19,53.217
262,1975,estimates,5yearly,20_24,183.544
262,1975,estimates,5yearly,25_29,309.963
262,1975,estimates,5yearly,30_34,362.941
262,1975,estimates,5yearly,35_39,252.307
262,1975,estimates,5yearly,40_44,110.103
262,1975,estimates,5yearly,45_49,56.725
262,1980,estimates,5yearly,15_19,52.774
262,1980,estimates,5yearly,20_24,180.602
262,1980,estimates,5yearly,25_29,303.734
262,1980,estimates,5yearly,30_34,354.56
262,1980,estimates,5yearly,35_39,238.975
262,1980,estimates,5yearly,40_44,102.285
262,1980,estimates,5yearly,45_49,57.07
262,1985,estimates,5yearly,15_19,49.955
262,1985,estimates,5yearly,20_24,175.75
262,1985,estimates,5yearly,25_29,293.932
262,1985,estimates,5yearly,30_34,342.477
262,1985,estimates,5yearly,35_39,223.418
262,1985,estimates,5yearly,40_44,93.84
262,1985,estimates,5yearly,45_49,56.828
262,1990,estimates,5yearly,15_19,45.466
262,1990,estimates,5yearly,20_24,168.969
262,1990,estimates,5yearly,25_29,281.582
262,1990,estimates,5yearly,30_34,326.953
262,1990,estimates,5yearly,35_39,206.351
262,1990,estimates,5yearly,40_44,84.789
262,1990,estimates,5yearly,45_49,55.89
262,1995,estimates,5yearly,15_19,36.369
262,1995,estimates,5yearly,20_24,130.79
262,1995,estimates,5yearly,25_29,225.76
262,1995,estimates,5yearly,30_34,270.252
262,1995,estimates,5yearly,35_39,185.05
262,1995,estimates,5yearly,40_44,74.817
262,1995,estimates,5yearly,45_49,39.362
262,2000,estimates,5yearly,15_19,30.919
262,2000,estimates,5yearly,20_24,107.246
262,2000,estimates,5yearly,25_29,192.399
262,2000,estimates,5yearly,30_34,237.59
262,2000,estimates,5yearly,35_39,175.297
262,2000,estimates,5yearly,40_44,69.895
262,2000,estimates,5yearly,45_49,28.654
262,2005,estimates,5yearly,15_19,25.312
262,2005,estimates,5yearly,20_24,84.383
262,2005,estimates,5yearly,25_29,157.911
262,2005,estimates,5yearly,30_34,201.306
262,2005,estimates,5yearly,35_39,159.118
262,2005,estimates,5yearly,40_44,62.686
262,2005,estimates,5yearly,45_49,19.284
262,2010,estimates,5yearly,15_19,21.712
262,2010,estimates,5yearly,20_24,73.731
262,2010,estimates,5yearly,25_29,137.987
262,2010,estimates,5yearly,30_34,175.906
262,2010,estimates,5yearly,35_39,139.042
262,2010,estimates,5yearly,40_44,54.77
262,2010,estimates,5yearly,45_49,16.852
262,2015,constant_fertility,5yearly,15_19,21.712
262,2015,constant_mortality,5yearly,15_19,18.841
262,2015,high_variant,5yearly,15_19,20.549
262,2015,instant_replacement,5yearly,15_19,16.097
262,2015,low_variant,5yearly,15_19,17.133
262,2015,medium_variant,5yearly,15_19,18.841
262,2015,momentum,5yearly,15_19,16.321
262,2015,no_change,5yearly,15_19,21.712
262,2015,zero_migration,5yearly,15_19,18.841
262,2015,constant_fertility,5yearly,20_24,73.731
262,2015,constant_mortality,5yearly,20_24,63.476
262,2015,high_variant,5yearly,20_24,69.231
262,2015,instant_replacement,5yearly,20_24,54.232
262,2015,low_variant,5yearly,20_24,57.722
262,2015,medium_variant,5yearly,20_24,63.476
262,2015,momentum,5yearly,20_24,54.985
262,2015,no_change,5yearly,20_24,73.731
262,2015,zero_migration,5yearly,20_24,63.476
262,2015,constant_fertility,5yearly,25_29,137.987
262,2015,constant_mortality,5yearly,25_29,121.383
262,2015,high_variant,5yearly,25_29,132.387
