country,year,variant,freq,age5yearinterval,fertilityrateper1000women
440,1950,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1950,estimates,5yearly,15_19,22.186
440,1950,estimates,5yearly,20_24,137.909
440,1950,estimates,5yearly,25_29,168.62
440,1950,estimates,5yearly,30_34,126.885
440,1950,estimates,5yearly,35_39,79.269
440,1950,estimates,5yearly,40_44,28.587
440,1950,estimates,5yearly,45_49,4.544
440,1955,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1955,estimates,5yearly,15_19,16.54
440,1955,estimates,5yearly,20_24,130.439
440,1955,estimates,5yearly,25_29,159.487
440,1955,estimates,5yearly,30_34,120.013
440,1955,estimates,5yearly,35_39,74.974
440,1955,estimates,5yearly,40_44,27.036
440,1955,estimates,5yearly,45_49,3.511
440,1960,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1960,estimates,5yearly,15_19,16.34
440,1960,estimates,5yearly,20_24,126.428
440,1960,estimates,5yearly,25_29,143.71
440,1960,estimates,5yearly,30_34,109.947
440,1960,estimates,5yearly,35_39,61.165
440,1960,estimates,5yearly,40_44,25.19
440,1960,estimates,5yearly,45_49,2.66
440,1965,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1965,estimates,5yearly,15_19,18.814
440,1965,estimates,5yearly,20_24,141.341
440,1965,estimates,5yearly,25_29,138.214
440,1965,estimates,5yearly,30_34,92.766
440,1965,estimates,5yearly,35_39,50.298
440,1965,estimates,5yearly,40_44,17.211
440,1965,estimates,5yearly,45_49,1.916
440,1970,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1970,estimates,5yearly,15_19,23.306
440,1970,estimates,5yearly,20_24,159.656
440,1970,estimates,5yearly,25_29,135.369
440,1970,estimates,5yearly,30_34,83.525
440,1970,estimates,5yearly,35_39,43.858
440,1970,estimates,5yearly,40_44,13.596
440,1970,estimates,5yearly,45_49,1.29
440,1975,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1975,estimates,5yearly,15_19,25.397
440,1975,estimates,5yearly,20_24,155.15
440,1975,estimates,5yearly,25_29,124.95
440,1975,estimates,5yearly,30_34,69.371
440,1975,estimates,5yearly,35_39,34.723
440,1975,estimates,5yearly,40_44,10.412
440,1975,estimates,5yearly,45_49,0.837
440,1980,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1980,estimates,5yearly,15_19,20.544
440,1980,estimates,5yearly,20_24,152.622
440,1980,estimates,5yearly,25_29,127.945
440,1980,estimates,5yearly,30_34,66.961
440,1980,estimates,5yearly,35_39,30.304
440,1980,estimates,5yearly,40_44,8.782
440,1980,estimates,5yearly,45_49,0.542
440,1985,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1985,estimates,5yearly,15_19,30.182
440,1985,estimates,5yearly,20_24,161.804
440,1985,estimates,5yearly,25_29,122.957
440,1985,estimates,5yearly,30_34,62.411
440,1985,estimates,5yearly,35_39,26.705
440,1985,estimates,5yearly,40_44,6.672
440,1985,estimates,5yearly,45_49,0.349
440,1990,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1990,estimates,5yearly,15_19,44.877
440,1990,estimates,5yearly,20_24,147.119
440,1990,estimates,5yearly,25_29,99.186
440,1990,estimates,5yearly,30_34,48.152
440,1990,estimates,5yearly,35_39,19.344
440,1990,estimates,5yearly,40_44,4.286
440,1990,estimates,5yearly,45_49,0.236
440,1995,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,1995,estimates,5yearly,15_19,31.774
440,1995,estimates,5yearly,20_24,108.704
440,1995,estimates,5yearly,25_29,87.206
440,1995,estimates,5yearly,30_34,44.727
440,1995,estimates,5yearly,35_39,17.806
440,1995,estimates,5yearly,40_44,3.912
440,1995,estimates,5yearly,45_49,0.191
440,2000,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,2000,estimates,5yearly,15_19,21.073
440,2000,estimates,5yearly,20_24,78.807
440,2000,estimates,5yearly,25_29,85.088
440,2000,estimates,5yearly,30_34,47.301
440,2000,estimates,5yearly,35_39,18.961
440,2000,estimates,5yearly,40_44,4.228
440,2000,estimates,5yearly,45_49,0.182
440,2005,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,2005,estimates,5yearly,15_19,18.92
440,2005,estimates,5yearly,20_24,62.758
440,2005,estimates,5yearly,25_29,101.678
440,2005,estimates,5yearly,30_34,68.643
440,2005,estimates,5yearly,35_39,26.381
440,2005,estimates,5yearly,40_44,4.904
440,2005,estimates,5yearly,45_49,0.196
440,2010,estimates,5yearly,"Region, subregion, country or area *",Lithuania
440,2010,estimates,5yearly,15_19,14.228
440,2010,estimates,5yearly,20_24,56.282
440,2010,estimates,5yearly,25_29,119.098
440,2010,estimates,5yearly,30_34,87.821
440,2010,estimates,5yearly,35_39,34.632
440,2010,estimates,5yearly,40_44,6.503
440,2010,estimates,5yearly,45_49,0.236
440,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,high_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,low_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,medium_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,momentum,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,no_change,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,zero_migration,5yearly,"Region, subregion, country or area *",Lithuania
440,2015,constant_fertility,5yearly,15_19,14.228
440,2015,constant_mortality,5yearly,15_19,10.683
440,2015,high_variant,5yearly,15_19,12.292
440,2015,instant_replacement,5yearly,15_19,13.362
440,2015,low_variant,5yearly,15_19,9.075
440,2015,medium_variant,5yearly,15_19,10.683
440,2015,momentum,5yearly,15_19,13.379
440,2015,no_change,5yearly,15_19,14.228
440,2015,zero_migration,5yearly,15_19,10.683
440,2015,constant_fertility,5yearly,20_24,56.282
440,2015,constant_mortality,5yearly,20_24,43.42
440,2015,high_variant,5yearly,20_24,49.957
440,2015,instant_replacement,5yearly,20_24,54.31
440,2015,low_variant,5yearly,20_24,36.882
440,2015,medium_variant,5yearly,20_24,43.42
440,2015,momentum,5yearly,20_24,54.376
440,2015,no_change,5yearly,20_24,56.282
440,2015,zero_migration,5yearly,20_24,43.42
440,2015,constant_fertility,5yearly,25_29,119.098
440,2015,constant_mortality,5yearly,25_29,124.618
440,2015,high_variant,5yearly,25_29,143.379
440,2015,instant_replacement,5yearly,25_29,155.872
440,2015,low_variant,5yearly,25_29,105.856
440,2015,medium_variant,5yearly,25_29,124.618
440,2015,momentum,5yearly,25_29,156.063
440,2015,no_change,5yearly,25_29,119.098
440,2015,zero_migration,5yearly,25_29,124.618
440,2015,constant_fertility,5yearly,30_34,87.821
440,2015,constant_mortality,5yearly,30_34,104.197
440,2015,high_variant,5yearly,30_34,119.886
440,2015,instant_replacement,5yearly,30_34,130.329
440,2015,low_variant,5yearly,30_34,88.51
440,2015,medium_variant,5yearly,30_34,104.197
440,2015,momentum,5yearly,30_34,130.489
440,2015,no_change,5yearly,30_34,87.821
440,2015,zero_migration,5yearly,30_34,104.197
440,2015,constant_fertility,5yearly,35_39,34.632
440,2015,constant_mortality,5yearly,35_39,41.567
440,2015,high_variant,5yearly,35_39,47.825
440,2015,instant_replacement,5yearly,35_39,51.992
440,2015,low_variant,5yearly,35_39,35.309
440,2015,medium_variant,5yearly,35_39,41.567
440,2015,momentum,5yearly,35_39,52.056
440,2015,no_change,5yearly,35_39,34.632
440,2015,zero_migration,5yearly,35_39,41.567
440,2015,constant_fertility,5yearly,40_44,6.503
440,2015,constant_mortality,5yearly,40_44,7.28
440,2015,high_variant,5yearly,40_44,8.375
440,2015,instant_replacement,5yearly,40_44,9.106
440,2015,low_variant,5yearly,40_44,6.183
440,2015,medium_variant,5yearly,40_44,7.28
440,2015,momentum,5yearly,40_44,9.117
440,2015,no_change,5yearly,40_44,6.503
440,2015,zero_migration,5yearly,40_44,7.28
440,2015,constant_fertility,5yearly,45_49,0.236
440,2015,constant_mortality,5yearly,45_49,0.335
440,2015,high_variant,5yearly,45_49,0.386
440,2015,instant_replacement,5yearly,45_49,0.419
440,2015,low_variant,5yearly,45_49,0.285
440,2015,medium_variant,5yearly,45_49,0.335
440,2015,momentum,5yearly,45_49,0.42
440,2015,no_change,5yearly,45_49,0.236
440,2015,zero_migration,5yearly,45_49,0.335
440,2020,constant_fertility,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,constant_mortality,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,high_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,instant_replacement,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,low_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,medium_variant,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,momentum,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,no_change,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,zero_migration,5yearly,"Region, subregion, country or area *",Lithuania
440,2020,constant_fertility,5yearly,15_19,14.228
440,2020,constant_mortality,5yearly,15_19,8.251
440,2020,high_variant,5yearly,15_19,10.182
440,2020,instant_replacement,5yearly,15_19,10.022
440,2020,low_variant,5yearly,15_19,6.32
440,2020,medium_variant,5yearly,15_19,8.251
440,2020,momentum,5yearly,15_19,10.043
440,2020,no_change,5yearly,15_19,14.228
440,2020,zero_migration,5yearly,15_19,8.251
440,2020,constant_fertility,5yearly,20_24,56.282
440,2020,constant_mortality,5yearly,20_24,35.841
440,2020,high_variant,5yearly,20_24,44.23
440,2020,instant_replacement,5yearly,20_24,43.535
440,2020,low_variant,5yearly,20_24,27.452
440,2020,medium_variant,5yearly,20_24,35.841
440,2020,momentum,5yearly,20_24,43.626
