country,year,variant,freq,age5yearinterval,fertilityrateper1000women
795,1950,estimates,5yearly,15_19,45.527
795,1950,estimates,5yearly,20_24,233.351
795,1950,estimates,5yearly,25_29,265.172
795,1950,estimates,5yearly,30_34,212.14
795,1950,estimates,5yearly,35_39,158.663
795,1950,estimates,5yearly,40_44,102.344
795,1950,estimates,5yearly,45_49,42.803
795,1955,estimates,5yearly,15_19,46.165
795,1955,estimates,5yearly,20_24,269.465
795,1955,estimates,5yearly,25_29,302.659
795,1955,estimates,5yearly,30_34,254.795
795,1955,estimates,5yearly,35_39,201.574
795,1955,estimates,5yearly,40_44,120.132
795,1955,estimates,5yearly,45_49,45.21
795,1960,estimates,5yearly,15_19,41.901
795,1960,estimates,5yearly,20_24,300.952
795,1960,estimates,5yearly,25_29,323.255
795,1960,estimates,5yearly,30_34,289.813
795,1960,estimates,5yearly,35_39,230.776
795,1960,estimates,5yearly,40_44,129.43
795,1960,estimates,5yearly,45_49,43.873
795,1965,estimates,5yearly,15_19,34.807
795,1965,estimates,5yearly,20_24,295.145
795,1965,estimates,5yearly,25_29,310.206
795,1965,estimates,5yearly,30_34,281.5
795,1965,estimates,5yearly,35_39,232.405
795,1965,estimates,5yearly,40_44,121.319
795,1965,estimates,5yearly,45_49,36.618
795,1970,estimates,5yearly,15_19,29.5
795,1970,estimates,5yearly,20_24,286.631
795,1970,estimates,5yearly,25_29,305.638
795,1970,estimates,5yearly,30_34,262.23
795,1970,estimates,5yearly,35_39,216.631
795,1970,estimates,5yearly,40_44,108.248
795,1970,estimates,5yearly,45_49,28.522
795,1975,estimates,5yearly,15_19,24.875
795,1975,estimates,5yearly,20_24,272.048
795,1975,estimates,5yearly,25_29,303.307
795,1975,estimates,5yearly,30_34,233.789
795,1975,estimates,5yearly,35_39,179.223
795,1975,estimates,5yearly,40_44,87.158
795,1975,estimates,5yearly,45_49,19.6
795,1980,estimates,5yearly,15_19,21.143
795,1980,estimates,5yearly,20_24,242.939
795,1980,estimates,5yearly,25_29,288.454
795,1980,estimates,5yearly,30_34,199.13
795,1980,estimates,5yearly,35_39,135.586
795,1980,estimates,5yearly,40_44,59.798
795,1980,estimates,5yearly,45_49,10.95
795,1985,estimates,5yearly,15_19,22.267
795,1985,estimates,5yearly,20_24,235.643
795,1985,estimates,5yearly,25_29,291.843
795,1985,estimates,5yearly,30_34,198.423
795,1985,estimates,5yearly,35_39,113.713
795,1985,estimates,5yearly,40_44,41.932
795,1985,estimates,5yearly,45_49,6.179
795,1990,estimates,5yearly,15_19,26.421
795,1990,estimates,5yearly,20_24,227.767
795,1990,estimates,5yearly,25_29,267.745
795,1990,estimates,5yearly,30_34,172.605
795,1990,estimates,5yearly,35_39,82.422
795,1990,estimates,5yearly,40_44,25.59
795,1990,estimates,5yearly,45_49,3.45
795,1995,estimates,5yearly,15_19,25.434
795,1995,estimates,5yearly,20_24,189.12
795,1995,estimates,5yearly,25_29,206.646
795,1995,estimates,5yearly,30_34,119.8
795,1995,estimates,5yearly,35_39,50.347
795,1995,estimates,5yearly,40_44,12.956
795,1995,estimates,5yearly,45_49,1.697
795,2000,estimates,5yearly,15_19,24.42
795,2000,estimates,5yearly,20_24,174.583
795,2000,estimates,5yearly,25_29,191.184
795,2000,estimates,5yearly,30_34,107.234
795,2000,estimates,5yearly,35_39,43.253
