country,year,variant,freq,age5yearinterval,fertilityrateper1000women
276,1950,estimates,5yearly,15_19,29.077
276,1950,estimates,5yearly,20_24,128.947
276,1950,estimates,5yearly,25_29,131.296
276,1950,estimates,5yearly,30_34,83.132
276,1950,estimates,5yearly,35_39,41.116
276,1950,estimates,5yearly,40_44,11.317
276,1950,estimates,5yearly,45_49,0.715
276,1955,estimates,5yearly,15_19,31.072
276,1955,estimates,5yearly,20_24,137.794
276,1955,estimates,5yearly,25_29,140.304
276,1955,estimates,5yearly,30_34,88.835
276,1955,estimates,5yearly,35_39,43.938
276,1955,estimates,5yearly,40_44,12.093
276,1955,estimates,5yearly,45_49,0.764
276,1960,estimates,5yearly,15_19,42.403
276,1960,estimates,5yearly,20_24,153.666
276,1960,estimates,5yearly,25_29,151.545
276,1960,estimates,5yearly,30_34,91.509
276,1960,estimates,5yearly,35_39,43.234
276,1960,estimates,5yearly,40_44,11.72
276,1960,estimates,5yearly,45_49,0.643
276,1965,estimates,5yearly,15_19,49.15
276,1965,estimates,5yearly,20_24,155.319
276,1965,estimates,5yearly,25_29,136.398
276,1965,estimates,5yearly,30_34,82.64
276,1965,estimates,5yearly,35_39,38.358
276,1965,estimates,5yearly,40_44,9.668
276,1965,estimates,5yearly,45_49,0.567
276,1970,estimates,5yearly,15_19,42.28
276,1970,estimates,5yearly,20_24,117.126
276,1970,estimates,5yearly,25_29,97.191
276,1970,estimates,5yearly,30_34,53.505
276,1970,estimates,5yearly,35_39,24.621
276,1970,estimates,5yearly,40_44,6.574
276,1970,estimates,5yearly,45_49,0.383
276,1975,estimates,5yearly,15_19,29.623
276,1975,estimates,5yearly,20_24,106.323
276,1975,estimates,5yearly,25_29,98.147
276,1975,estimates,5yearly,30_34,47.903
276,1975,estimates,5yearly,35_39,15.759
276,1975,estimates,5yearly,40_44,3.589
276,1975,estimates,5yearly,45_49,0.256
276,1980,estimates,5yearly,15_19,22.459
276,1980,estimates,5yearly,20_24,97.235
276,1980,estimates,5yearly,25_29,101.602
276,1980,estimates,5yearly,30_34,52.17
276,1980,estimates,5yearly,35_39,16.388
276,1980,estimates,5yearly,40_44,2.704
276,1980,estimates,5yearly,45_49,0.182
276,1985,estimates,5yearly,15_19,16.963
276,1985,estimates,5yearly,20_24,79.967
276,1985,estimates,5yearly,25_29,105.812
276,1985,estimates,5yearly,30_34,60.717
276,1985,estimates,5yearly,35_39,19.23
276,1985,estimates,5yearly,40_44,3.068
276,1985,estimates,5yearly,45_49,0.143
276,1990,estimates,5yearly,15_19,15.908
276,1990,estimates,5yearly,20_24,62.371
276,1990,estimates,5yearly,25_29,92.875
276,1990,estimates,5yearly,30_34,63.895
276,1990,estimates,5yearly,35_39,21.522
276,1990,estimates,5yearly,40_44,3.41
276,1990,estimates,5yearly,45_49,0.159
276,1995,estimates,5yearly,15_19,13.114
276,1995,estimates,5yearly,20_24,59.019
276,1995,estimates,5yearly,25_29,92.226
276,1995,estimates,5yearly,30_34,73.987
276,1995,estimates,5yearly,35_39,26.471
276,1995,estimates,5yearly,40_44,4.147
276,1995,estimates,5yearly,45_49,0.156
276,2000,estimates,5yearly,15_19,12.37
276,2000,estimates,5yearly,20_24,52.373
276,2000,estimates,5yearly,25_29,87.916
276,2000,estimates,5yearly,30_34,79.54
276,2000,estimates,5yearly,35_39,32.669
276,2000,estimates,5yearly,40_44,5.197
276,2000,estimates,5yearly,45_49,0.195
276,2005,estimates,5yearly,15_19,9.771
276,2005,estimates,5yearly,20_24,43.277
276,2005,estimates,5yearly,25_29,82.467
276,2005,estimates,5yearly,30_34,87.708
276,2005,estimates,5yearly,35_39,41.722
276,2005,estimates,5yearly,40_44,7.229
276,2005,estimates,5yearly,45_49,0.286
276,2010,estimates,5yearly,15_19,8.063
276,2010,estimates,5yearly,20_24,36.693
276,2010,estimates,5yearly,25_29,80.458
276,2010,estimates,5yearly,30_34,97.498
276,2010,estimates,5yearly,35_39,52.813
276,2010,estimates,5yearly,40_44,9.47
276,2010,estimates,5yearly,45_49,0.405
276,2015,constant_fertility,5yearly,15_19,8.063
276,2015,constant_mortality,5yearly,15_19,6.535
276,2015,high_variant,5yearly,15_19,7.647
276,2015,instant_replacement,5yearly,15_19,9.206
276,2015,low_variant,5yearly,15_19,5.424
276,2015,medium_variant,5yearly,15_19,6.535
276,2015,momentum,5yearly,15_19,9.225
276,2015,no_change,5yearly,15_19,8.063
276,2015,zero_migration,5yearly,15_19,6.535
276,2015,constant_fertility,5yearly,20_24,36.693
276,2015,constant_mortality,5yearly,20_24,30.778
276,2015,high_variant,5yearly,20_24,36.012
276,2015,instant_replacement,5yearly,20_24,43.357
276,2015,low_variant,5yearly,20_24,25.543
276,2015,medium_variant,5yearly,20_24,30.778
276,2015,momentum,5yearly,20_24,43.447
276,2015,no_change,5yearly,20_24,36.693
276,2015,zero_migration,5yearly,20_24,30.778
276,2015,constant_fertility,5yearly,25_29,80.458
276,2015,constant_mortality,5yearly,25_29,76.46
276,2015,high_variant,5yearly,25_29,89.464
276,2015,instant_replacement,5yearly,25_29,107.709
276,2015,low_variant,5yearly,25_29,63.455
276,2015,medium_variant,5yearly,25_29,76.46
276,2015,momentum,5yearly,25_29,107.933
276,2015,no_change,5yearly,25_29,80.458
276,2015,zero_migration,5yearly,25_29,76.46
276,2015,constant_fertility,5yearly,30_34,97.498
276,2015,constant_mortality,5yearly,30_34,104.714
276,2015,high_variant,5yearly,30_34,122.525
276,2015,instant_replacement,5yearly,30_34,147.51
276,2015,low_variant,5yearly,30_34,86.905
