country,year,variant,freq,age5yearinterval,fertilityrateper1000women
531,1950,estimates,5yearly,15_19,114.582
531,1950,estimates,5yearly,20_24,256.542
531,1950,estimates,5yearly,25_29,304.2
531,1950,estimates,5yearly,30_34,211.926
531,1950,estimates,5yearly,35_39,101.4
531,1950,estimates,5yearly,40_44,24.336
531,1950,estimates,5yearly,45_49,1.014
531,1955,estimates,5yearly,15_19,115.26
531,1955,estimates,5yearly,20_24,258.06
531,1955,estimates,5yearly,25_29,306
531,1955,estimates,5yearly,30_34,213.18
531,1955,estimates,5yearly,35_39,102
531,1955,estimates,5yearly,40_44,24.48
531,1955,estimates,5yearly,45_49,1.02
531,1960,estimates,5yearly,15_19,99.417
531,1960,estimates,5yearly,20_24,222.59
531,1960,estimates,5yearly,25_29,263.94
531,1960,estimates,5yearly,30_34,183.878
531,1960,estimates,5yearly,35_39,87.98
531,1960,estimates,5yearly,40_44,21.115
531,1960,estimates,5yearly,45_49,0.88
531,1965,estimates,5yearly,15_19,85.88
531,1965,estimates,5yearly,20_24,192.28
531,1965,estimates,5yearly,25_29,228
531,1965,estimates,5yearly,30_34,158.84
531,1965,estimates,5yearly,35_39,76
531,1965,estimates,5yearly,40_44,18.24
531,1965,estimates,5yearly,45_49,0.76
531,1970,estimates,5yearly,15_19,64.862
531,1970,estimates,5yearly,20_24,145.222
531,1970,estimates,5yearly,25_29,172.2
531,1970,estimates,5yearly,30_34,119.966
531,1970,estimates,5yearly,35_39,57.4
531,1970,estimates,5yearly,40_44,13.776
531,1970,estimates,5yearly,45_49,0.574
531,1975,estimates,5yearly,15_19,55.37
531,1975,estimates,5yearly,20_24,123.97
531,1975,estimates,5yearly,25_29,147
531,1975,estimates,5yearly,30_34,102.41
531,1975,estimates,5yearly,35_39,49
531,1975,estimates,5yearly,40_44,11.76
531,1975,estimates,5yearly,45_49,0.49
531,1980,estimates,5yearly,15_19,50.85
531,1980,estimates,5yearly,20_24,113.85
531,1980,estimates,5yearly,25_29,135
531,1980,estimates,5yearly,30_34,94.05
531,1980,estimates,5yearly,35_39,45
531,1980,estimates,5yearly,40_44,10.8
531,1980,estimates,5yearly,45_49,0.45
531,1985,estimates,5yearly,15_19,51.98
531,1985,estimates,5yearly,20_24,116.38
531,1985,estimates,5yearly,25_29,138
531,1985,estimates,5yearly,30_34,96.14
531,1985,estimates,5yearly,35_39,46
531,1985,estimates,5yearly,40_44,11.04
531,1985,estimates,5yearly,45_49,0.46
531,1990,estimates,5yearly,15_19,51.528
531,1990,estimates,5yearly,20_24,115.368
531,1990,estimates,5yearly,25_29,136.8
531,1990,estimates,5yearly,30_34,95.304
531,1990,estimates,5yearly,35_39,45.6
531,1990,estimates,5yearly,40_44,10.944
531,1990,estimates,5yearly,45_49,0.456
531,1995,estimates,5yearly,15_19,43.523
531,1995,estimates,5yearly,20_24,107.662
531,1995,estimates,5yearly,25_29,118.182
531,1995,estimates,5yearly,30_34,93.027
531,1995,estimates,5yearly,35_39,47.426
531,1995,estimates,5yearly,40_44,13.744
531,1995,estimates,5yearly,45_49,0.636
531,2000,estimates,5yearly,15_19,36.685
531,2000,estimates,5yearly,20_24,110.431
531,2000,estimates,5yearly,25_29,112.314
531,2000,estimates,5yearly,30_34,92.402
531,2000,estimates,5yearly,35_39,53.082
531,2000,estimates,5yearly,40_44,12.549
531,2000,estimates,5yearly,45_49,0.837
531,2005,estimates,5yearly,15_19,33.737
531,2005,estimates,5yearly,20_24,100.627
531,2005,estimates,5yearly,25_29,108.44
531,2005,estimates,5yearly,30_34,90.208
531,2005,estimates,5yearly,35_39,49.844
531,2005,estimates,5yearly,40_44,12.398
531,2005,estimates,5yearly,45_49,0.586
531,2010,estimates,5yearly,15_19,34.184
531,2010,estimates,5yearly,20_24,100.969
531,2010,estimates,5yearly,25_29,115.419
531,2010,estimates,5yearly,30_34,97.032
531,2010,estimates,5yearly,35_39,51.608
531,2010,estimates,5yearly,40_44,13.487
531,2010,estimates,5yearly,45_49,0.401
531,2015,constant_fertility,5yearly,15_19,34.184
531,2015,constant_mortality,5yearly,15_19,32.038
531,2015,high_variant,5yearly,15_19,36.007
531,2015,instant_replacement,5yearly,15_19,33.059
531,2015,low_variant,5yearly,15_19,28.069
531,2015,medium_variant,5yearly,15_19,32.038
531,2015,momentum,5yearly,15_19,33.114
531,2015,no_change,5yearly,15_19,34.184
531,2015,zero_migration,5yearly,15_19,32.038
531,2015,constant_fertility,5yearly,20_24,100.969
531,2015,constant_mortality,5yearly,20_24,94.488
531,2015,high_variant,5yearly,20_24,106.193
531,2015,instant_replacement,5yearly,20_24,97.499
531,2015,low_variant,5yearly,20_24,82.782
531,2015,medium_variant,5yearly,20_24,94.488
531,2015,momentum,5yearly,20_24,97.662
531,2015,no_change,5yearly,20_24,100.969
531,2015,zero_migration,5yearly,20_24,94.488
531,2015,constant_fertility,5yearly,25_29,115.419
531,2015,constant_mortality,5yearly,25_29,114.942
531,2015,high_variant,5yearly,25_29,129.183
531,2015,instant_replacement,5yearly,25_29,118.605
531,2015,low_variant,5yearly,25_29,100.703
531,2015,medium_variant,5yearly,25_29,114.942
531,2015,momentum,5yearly,25_29,118.803
531,2015,no_change,5yearly,25_29,115.419
531,2015,zero_migration,5yearly,25_29,114.942
531,2015,constant_fertility,5yearly,30_34,97.032
531,2015,constant_mortality,5yearly,30_34,97.959
531,2015,high_variant,5yearly,30_34,110.094
531,2015,instant_replacement,5yearly,30_34,101.08
531,2015,low_variant,5yearly,30_34,85.823
531,2015,medium_variant,5yearly,30_34,97.959
531,2015,momentum,5yearly,30_34,101.25
531,2015,no_change,5yearly,30_34,97.032
