country,year,variant,freq,age1yearinterval,lifeexpectancy
175,1950,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1950,estimates,5yearly,0,47.196026
175,1950,estimates,5yearly,1,53.950817
175,1950,estimates,5yearly,5,55.361232
175,1950,estimates,5yearly,10,51.180416
175,1950,estimates,5yearly,15,46.690883
175,1950,estimates,5yearly,20,42.277704
175,1950,estimates,5yearly,25,38.18932
175,1950,estimates,5yearly,30,34.320834
175,1950,estimates,5yearly,35,30.557483
175,1950,estimates,5yearly,40,26.894857
175,1950,estimates,5yearly,45,23.333988
175,1950,estimates,5yearly,50,19.914943
175,1950,estimates,5yearly,55,16.782122
175,1950,estimates,5yearly,60,13.877166
175,1950,estimates,5yearly,65,11.202385
175,1950,estimates,5yearly,70,8.7945449
175,1950,estimates,5yearly,75,6.8057519
175,1950,estimates,5yearly,80,5.2500905
175,1950,estimates,5yearly,85,4.0637699
175,1950,estimates,5yearly,90,2.9412924
175,1950,estimates,5yearly,95,2.1752339
175,1950,estimates,5yearly,100plus,1.7280776
175,1955,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1955,estimates,5yearly,0,52.771576
175,1955,estimates,5yearly,1,58.212573
175,1955,estimates,5yearly,5,57.144072
175,1955,estimates,5yearly,10,52.710367
175,1955,estimates,5yearly,15,48.082466
175,1955,estimates,5yearly,20,43.573936
175,1955,estimates,5yearly,25,39.339937
175,1955,estimates,5yearly,30,35.286554
175,1955,estimates,5yearly,35,31.404611
175,1955,estimates,5yearly,40,27.681737
175,1955,estimates,5yearly,45,24.093796
175,1955,estimates,5yearly,50,20.59845
175,1955,estimates,5yearly,55,17.358781
175,1955,estimates,5yearly,60,14.447785
175,1955,estimates,5yearly,65,11.806475
175,1955,estimates,5yearly,70,9.3264835
175,1955,estimates,5yearly,75,7.1771682
175,1955,estimates,5yearly,80,5.5736538
175,1955,estimates,5yearly,85,4.3012788
175,1955,estimates,5yearly,90,3.0742498
175,1955,estimates,5yearly,95,2.2769612
175,1955,estimates,5yearly,100plus,1.798065
175,1960,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1960,estimates,5yearly,0,57.027978
175,1960,estimates,5yearly,1,61.101325
175,1960,estimates,5yearly,5,59.148894
175,1960,estimates,5yearly,10,54.595418
175,1960,estimates,5yearly,15,49.897567
175,1960,estimates,5yearly,20,45.330694
175,1960,estimates,5yearly,25,41.00741
175,1960,estimates,5yearly,30,36.826562
175,1960,estimates,5yearly,35,32.795388
175,1960,estimates,5yearly,40,28.938597
175,1960,estimates,5yearly,45,25.195868
175,1960,estimates,5yearly,50,21.583635
175,1960,estimates,5yearly,55,18.231727
175,1960,estimates,5yearly,60,15.204177
175,1960,estimates,5yearly,65,12.475139
175,1960,estimates,5yearly,70,9.9184177
175,1960,estimates,5yearly,75,7.6602234
175,1960,estimates,5yearly,80,5.9241059
175,1960,estimates,5yearly,85,4.5517317
175,1960,estimates,5yearly,90,3.2562925
175,1960,estimates,5yearly,95,2.3922654
175,1960,estimates,5yearly,100plus,1.8685428
175,1965,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1965,estimates,5yearly,0,60.689427
175,1965,estimates,5yearly,1,63.636089
175,1965,estimates,5yearly,5,61.057704
175,1965,estimates,5yearly,10,56.409214
175,1965,estimates,5yearly,15,51.653307
175,1965,estimates,5yearly,20,47.033793
175,1965,estimates,5yearly,25,42.630522
175,1965,estimates,5yearly,30,38.336214
175,1965,estimates,5yearly,35,34.174433
175,1965,estimates,5yearly,40,30.184958
175,1965,estimates,5yearly,45,26.335959
175,1965,estimates,5yearly,50,22.60445
175,1965,estimates,5yearly,55,19.112018
175,1965,estimates,5yearly,60,15.964495
175,1965,estimates,5yearly,65,13.110409
175,1965,estimates,5yearly,70,10.496097
175,1965,estimates,5yearly,75,8.1527467
175,1965,estimates,5yearly,80,6.2831997
175,1965,estimates,5yearly,85,4.7966881
175,1965,estimates,5yearly,90,3.4557641
175,1965,estimates,5yearly,95,2.5196654
175,1965,estimates,5yearly,100plus,1.9567307
175,1970,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1970,estimates,5yearly,0,63.847136
175,1970,estimates,5yearly,1,65.895996
175,1970,estimates,5yearly,5,62.878853
175,1970,estimates,5yearly,10,58.154996
175,1970,estimates,5yearly,15,53.352272
175,1970,estimates,5yearly,20,48.684776
175,1970,estimates,5yearly,25,44.209459
175,1970,estimates,5yearly,30,39.815203
175,1970,estimates,5yearly,35,35.537161
175,1970,estimates,5yearly,40,31.429324
175,1970,estimates,5yearly,45,27.467145
175,1970,estimates,5yearly,50,23.665162
175,1970,estimates,5yearly,55,20.029955
175,1970,estimates,5yearly,60,16.725909
175,1970,estimates,5yearly,65,13.741392
175,1970,estimates,5yearly,70,11.034136
175,1970,estimates,5yearly,75,8.6157447
175,1970,estimates,5yearly,80,6.6410512
175,1970,estimates,5yearly,85,5.0440039
175,1970,estimates,5yearly,90,3.6552554
175,1970,estimates,5yearly,95,2.6405342
175,1970,estimates,5yearly,100plus,2.0434883
175,1975,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1975,estimates,5yearly,0,66.590594
175,1975,estimates,5yearly,1,67.931015
175,1975,estimates,5yearly,5,64.608327
175,1975,estimates,5yearly,10,59.824849
175,1975,estimates,5yearly,15,54.984375
175,1975,estimates,5yearly,20,50.275924
175,1975,estimates,5yearly,25,45.735303
175,1975,estimates,5yearly,30,41.253367
175,1975,estimates,5yearly,35,36.873012
175,1975,estimates,5yearly,40,32.657433
175,1975,estimates,5yearly,45,28.593036
175,1975,estimates,5yearly,50,24.705603
175,1975,estimates,5yearly,55,20.987445
175,1975,estimates,5yearly,60,17.528377
175,1975,estimates,5yearly,65,14.379172
175,1975,estimates,5yearly,70,11.572068
175,1975,estimates,5yearly,75,9.0484355
175,1975,estimates,5yearly,80,6.9807912
175,1975,estimates,5yearly,85,5.2965457
175,1975,estimates,5yearly,90,3.8702155
175,1975,estimates,5yearly,95,2.7821614
175,1975,estimates,5yearly,100plus,2.141794
175,1980,estimates,5yearly,"Region, subregion, country or area *",Mayotte
175,1980,estimates,5yearly,0,68.994697
175,1980,estimates,5yearly,1,69.781689
175,1980,estimates,5yearly,5,66.247295
175,1980,estimates,5yearly,10,61.416809
175,1980,estimates,5yearly,15,56.545994
175,1980,estimates,5yearly,20,51.802926
175,1980,estimates,5yearly,25,47.208232
175,1980,estimates,5yearly,30,42.649948
175,1980,estimates,5yearly,35,38.180971
175,1980,estimates,5yearly,40,33.869964
