country,year,variant,freq,age1yearinterval,lifeexpectancy
404,1950,estimates,5yearly,"Region, subregion, country or area *",Kenya
404,1950,estimates,5yearly,0,42.303865
404,1950,estimates,5yearly,1,48.535118
404,1950,estimates,5yearly,5,50.859941
404,1950,estimates,5yearly,10,48.451072
404,1950,estimates,5yearly,15,44.707998
404,1950,estimates,5yearly,20,40.98841
404,1950,estimates,5yearly,25,37.509092
404,1950,estimates,5yearly,30,34.045246
404,1950,estimates,5yearly,35,30.581805
404,1950,estimates,5yearly,40,27.143336
404,1950,estimates,5yearly,45,23.74887
404,1950,estimates,5yearly,50,20.349322
404,1950,estimates,5yearly,55,17.043133
404,1950,estimates,5yearly,60,13.896085
404,1950,estimates,5yearly,65,11.025524
404,1950,estimates,5yearly,70,8.4997722
404,1950,estimates,5yearly,75,6.4326899
404,1950,estimates,5yearly,80,4.7642757
404,1950,estimates,5yearly,85,3.5334362
404,1950,estimates,5yearly,90,2.6802197
404,1950,estimates,5yearly,95,2.0902476
404,1950,estimates,5yearly,100plus,1.7091744
404,1955,estimates,5yearly,"Region, subregion, country or area *",Kenya
404,1955,estimates,5yearly,0,44.728673
404,1955,estimates,5yearly,1,50.576452
404,1955,estimates,5yearly,5,52.406688
404,1955,estimates,5yearly,10,49.793422
404,1955,estimates,5yearly,15,45.957273
404,1955,estimates,5yearly,20,42.158838
404,1955,estimates,5yearly,25,38.588012
404,1955,estimates,5yearly,30,35.031557
404,1955,estimates,5yearly,35,31.475344
404,1955,estimates,5yearly,40,27.940714
404,1955,estimates,5yearly,45,24.45317
404,1955,estimates,5yearly,50,20.97104
404,1955,estimates,5yearly,55,17.596763
404,1955,estimates,5yearly,60,14.372622
404,1955,estimates,5yearly,65,11.425233
404,1955,estimates,5yearly,70,8.8274463
404,1955,estimates,5yearly,75,6.6861884
404,1955,estimates,5yearly,80,4.9582623
404,1955,estimates,5yearly,85,3.6771294
404,1955,estimates,5yearly,90,2.7783558
404,1955,estimates,5yearly,95,2.1545921
404,1955,estimates,5yearly,100plus,1.7504336
404,1960,estimates,5yearly,"Region, subregion, country or area *",Kenya
404,1960,estimates,5yearly,0,48.021493
404,1960,estimates,5yearly,1,53.337112
404,1960,estimates,5yearly,5,54.421304
404,1960,estimates,5yearly,10,51.506451
404,1960,estimates,5yearly,15,47.544362
404,1960,estimates,5yearly,20,43.643226
404,1960,estimates,5yearly,25,39.962679
404,1960,estimates,5yearly,30,36.289055
404,1960,estimates,5yearly,35,32.61364
404,1960,estimates,5yearly,40,28.957351
404,1960,estimates,5yearly,45,25.352383
404,1960,estimates,5yearly,50,21.758546
404,1960,estimates,5yearly,55,18.294646
404,1960,estimates,5yearly,60,14.972207
404,1960,estimates,5yearly,65,11.926253
404,1960,estimates,5yearly,70,9.233937
404,1960,estimates,5yearly,75,6.9949563
404,1960,estimates,5yearly,80,5.182407
404,1960,estimates,5yearly,85,3.8339963
404,1960,estimates,5yearly,90,2.8857136
404,1960,estimates,5yearly,95,2.2192779
404,1960,estimates,5yearly,100plus,1.7814449
404,1965,estimates,5yearly,"Region, subregion, country or area *",Kenya
404,1965,estimates,5yearly,0,50.748025
404,1965,estimates,5yearly,1,55.623116
404,1965,estimates,5yearly,5,56.036371
404,1965,estimates,5yearly,10,52.861112
404,1965,estimates,5yearly,15,48.7877
404,1965,estimates,5yearly,20,44.796208
404,1965,estimates,5yearly,25,41.016968
404,1965,estimates,5yearly,30,37.241543
404,1965,estimates,5yearly,35,33.461813
404,1965,estimates,5yearly,40,29.699931
404,1965,estimates,5yearly,45,25.995001
404,1965,estimates,5yearly,50,22.310964
404,1965,estimates,5yearly,55,18.770779
404,1965,estimates,5yearly,60,15.37665
404,1965,estimates,5yearly,65,12.265413
404,1965,estimates,5yearly,70,9.5068573
404,1965,estimates,5yearly,75,7.1979597
404,1965,estimates,5yearly,80,5.3242999
404,1965,estimates,5yearly,85,3.9236927
404,1965,estimates,5yearly,90,2.9416208
404,1965,estimates,5yearly,95,2.2539239
404,1965,estimates,5yearly,100plus,1.7984198
