country,year,variant,freq,age1yearinterval,lifeexpectancy
600,1950,estimates,5yearly,"Region, subregion, country or area *",Paraguay
600,1950,estimates,5yearly,0,62.759301
600,1950,estimates,5yearly,1,66.713405
600,1950,estimates,5yearly,5,64.792857
600,1950,estimates,5yearly,10,60.362857
600,1950,estimates,5yearly,15,55.708833
600,1950,estimates,5yearly,20,51.146589
600,1950,estimates,5yearly,25,46.624941
600,1950,estimates,5yearly,30,42.101733
600,1950,estimates,5yearly,35,37.59616
600,1950,estimates,5yearly,40,33.142654
600,1950,estimates,5yearly,45,28.787029
600,1950,estimates,5yearly,50,24.590958
600,1950,estimates,5yearly,55,20.603867
600,1950,estimates,5yearly,60,16.873301
600,1950,estimates,5yearly,65,13.465476
600,1950,estimates,5yearly,70,10.442966
600,1950,estimates,5yearly,75,7.8980135
600,1950,estimates,5yearly,80,5.8891782
600,1950,estimates,5yearly,85,4.4672913
600,1950,estimates,5yearly,90,3.4765044
600,1950,estimates,5yearly,95,2.7974905
600,1950,estimates,5yearly,100plus,2.3331207
600,1955,estimates,5yearly,"Region, subregion, country or area *",Paraguay
600,1955,estimates,5yearly,0,63.328208
600,1955,estimates,5yearly,1,67.055843
600,1955,estimates,5yearly,5,65.019678
600,1955,estimates,5yearly,10,60.560198
600,1955,estimates,5yearly,15,55.891202
600,1955,estimates,5yearly,20,51.312533
600,1955,estimates,5yearly,25,46.773721
600,1955,estimates,5yearly,30,42.233858
600,1955,estimates,5yearly,35,37.711822
600,1955,estimates,5yearly,40,33.242771
600,1955,estimates,5yearly,45,28.873179
600,1955,estimates,5yearly,50,24.664427
600,1955,estimates,5yearly,55,20.665095
600,1955,estimates,5yearly,60,16.92356
600,1955,estimates,5yearly,65,13.506057
600,1955,estimates,5yearly,70,10.476181
600,1955,estimates,5yearly,75,7.9240979
600,1955,estimates,5yearly,80,5.9092656
600,1955,estimates,5yearly,85,4.4806438
600,1955,estimates,5yearly,90,3.4852811
600,1955,estimates,5yearly,95,2.8029742
600,1955,estimates,5yearly,100plus,2.3362016
600,1960,estimates,5yearly,"Region, subregion, country or area *",Paraguay
600,1960,estimates,5yearly,0,64.503383
600,1960,estimates,5yearly,1,67.772726
600,1960,estimates,5yearly,5,65.501499
600,1960,estimates,5yearly,10,60.984314
600,1960,estimates,5yearly,15,56.281033
600,1960,estimates,5yearly,20,51.668896
600,1960,estimates,5yearly,25,47.097732
600,1960,estimates,5yearly,30,42.525511
600,1960,estimates,5yearly,35,37.969658
600,1960,estimates,5yearly,40,33.467129
600,1960,estimates,5yearly,45,29.066768
600,1960,estimates,5yearly,50,24.83096
600,1960,estimates,5yearly,55,20.806307
600,1960,estimates,5yearly,60,17.03957
600,1960,estimates,5yearly,65,13.595512
600,1960,estimates,5yearly,70,10.544782
600,1960,estimates,5yearly,75,7.975369
600,1960,estimates,5yearly,80,5.9468665
600,1960,estimates,5yearly,85,4.5064382
600,1960,estimates,5yearly,90,3.5014898
600,1960,estimates,5yearly,95,2.8123348
600,1960,estimates,5yearly,100plus,2.3413551
600,1965,estimates,5yearly,"Region, subregion, country or area *",Paraguay
600,1965,estimates,5yearly,0,65.080444
600,1965,estimates,5yearly,1,68.114874
600,1965,estimates,5yearly,5,65.697438
600,1965,estimates,5yearly,10,61.145167
600,1965,estimates,5yearly,15,56.423542
600,1965,estimates,5yearly,20,51.792497
600,1965,estimates,5yearly,25,47.20232
600,1965,estimates,5yearly,30,42.609437
600,1965,estimates,5yearly,35,38.033196
600,1965,estimates,5yearly,40,33.509687
600,1965,estimates,5yearly,45,29.088726
600,1965,estimates,5yearly,50,24.834227
600,1965,estimates,5yearly,55,20.796263
600,1965,estimates,5yearly,60,17.012111
600,1965,estimates,5yearly,65,13.545721
600,1965,estimates,5yearly,70,10.467908
600,1965,estimates,5yearly,75,7.8611867
600,1965,estimates,5yearly,80,5.7490355
600,1965,estimates,5yearly,85,4.3094646
600,1965,estimates,5yearly,90,3.3257401
600,1965,estimates,5yearly,95,2.6637859
600,1965,estimates,5yearly,100plus,2.2201834
600,1970,estimates,5yearly,"Region, subregion, country or area *",Paraguay
600,1970,estimates,5yearly,0,65.962324
600,1970,estimates,5yearly,1,68.648754
600,1970,estimates,5yearly,5,66.042075
600,1970,estimates,5yearly,10,61.447464
600,1970,estimates,5yearly,15,56.703525
600,1970,estimates,5yearly,20,52.063779
600,1970,estimates,5yearly,25,47.479494
600,1970,estimates,5yearly,30,42.898133
600,1970,estimates,5yearly,35,38.323836
600,1970,estimates,5yearly,40,33.798139
600,1970,estimates,5yearly,45,29.368493
600,1970,estimates,5yearly,50,25.104858
600,1970,estimates,5yearly,55,21.051933
600,1970,estimates,5yearly,60,17.246696
600,1970,estimates,5yearly,65,13.759798
600,1970,estimates,5yearly,70,10.64591
600,1970,estimates,5yearly,75,7.9754631
600,1970,estimates,5yearly,80,5.7313899
600,1970,estimates,5yearly,85,4.2501462
600,1970,estimates,5yearly,90,3.2538492
600,1970,estimates,5yearly,95,2.594053
600,1970,estimates,5yearly,100plus,2.1587866
