country,year,variant,freq,age1yearinterval,lifeexpectancy
84,1950,estimates,5yearly,0,55.917513
84,1950,estimates,5yearly,1,61.10799
84,1950,estimates,5yearly,5,59.570752
84,1950,estimates,5yearly,10,55.74785
84,1950,estimates,5yearly,15,51.250154
84,1950,estimates,5yearly,20,46.831462
84,1950,estimates,5yearly,25,42.58331
84,1950,estimates,5yearly,30,38.410106
84,1950,estimates,5yearly,35,34.279252
84,1950,estimates,5yearly,40,30.183927
84,1950,estimates,5yearly,45,26.173862
84,1950,estimates,5yearly,50,22.330114
84,1950,estimates,5yearly,55,18.707715
84,1950,estimates,5yearly,60,15.362618
84,1950,estimates,5yearly,65,12.360405
84,1950,estimates,5yearly,70,9.7552285
84,1950,estimates,5yearly,75,7.5605735
84,1950,estimates,5yearly,80,5.7875549
84,1950,estimates,5yearly,85,4.4065108
84,1950,estimates,5yearly,90,3.3704033
84,1950,estimates,5yearly,95,2.6196276
84,1950,estimates,5yearly,100plus,2.0911331
84,1955,estimates,5yearly,0,58.642206
84,1955,estimates,5yearly,1,63.312551
84,1955,estimates,5yearly,5,61.44474
84,1955,estimates,5yearly,10,57.451409
84,1955,estimates,5yearly,15,52.870101
84,1955,estimates,5yearly,20,48.358188
84,1955,estimates,5yearly,25,43.986615
84,1955,estimates,5yearly,30,39.681973
84,1955,estimates,5yearly,35,35.423415
84,1955,estimates,5yearly,40,31.20945
84,1955,estimates,5yearly,45,27.087047
84,1955,estimates,5yearly,50,23.131193
84,1955,estimates,5yearly,55,19.402916
84,1955,estimates,5yearly,60,15.956911
84,1955,estimates,5yearly,65,12.853431
84,1955,estimates,5yearly,70,10.149379
84,1955,estimates,5yearly,75,7.8636271
84,1955,estimates,5yearly,80,6.0099567
84,1955,estimates,5yearly,85,4.5607042
84,1955,estimates,5yearly,90,3.4709538
84,1955,estimates,5yearly,95,2.6819575
84,1955,estimates,5yearly,100plus,2.1283436
84,1960,estimates,5yearly,0,61.34468
84,1960,estimates,5yearly,1,65.527126
84,1960,estimates,5yearly,5,63.362792
84,1960,estimates,5yearly,10,59.212378
84,1960,estimates,5yearly,15,54.552038
84,1960,estimates,5yearly,20,49.953973
84,1960,estimates,5yearly,25,45.468676
84,1960,estimates,5yearly,30,41.041422
84,1960,estimates,5yearly,35,36.660688
84,1960,estimates,5yearly,40,32.3318
84,1960,estimates,5yearly,45,28.099512
84,1960,estimates,5yearly,50,24.030813
84,1960,estimates,5yearly,55,20.186789
84,1960,estimates,5yearly,60,16.63067
84,1960,estimates,5yearly,65,13.419796
84,1960,estimates,5yearly,70,10.607335
84,1960,estimates,5yearly,75,8.2191161
84,1960,estimates,5yearly,80,6.2727836
