country,year,variant,freq,age1yearinterval,lifeexpectancy
328,1950,estimates,5yearly,"Region, subregion, country or area *",Guyana
328,1950,estimates,5yearly,0,58.830318
328,1950,estimates,5yearly,1,62.387193
328,1950,estimates,5yearly,5,60.054229
328,1950,estimates,5yearly,10,55.821902
328,1950,estimates,5yearly,15,51.377891
328,1950,estimates,5yearly,20,47.097021
328,1950,estimates,5yearly,25,42.99397
328,1950,estimates,5yearly,30,38.947331
328,1950,estimates,5yearly,35,34.946718
328,1950,estimates,5yearly,40,30.994704
328,1950,estimates,5yearly,45,27.085542
328,1950,estimates,5yearly,50,23.242853
328,1950,estimates,5yearly,55,19.557067
328,1950,estimates,5yearly,60,16.036133
328,1950,estimates,5yearly,65,12.814123
328,1950,estimates,5yearly,70,9.9085271
328,1950,estimates,5yearly,75,7.4538407
328,1950,estimates,5yearly,80,5.4759582
328,1950,estimates,5yearly,85,4.0327632
328,1950,estimates,5yearly,90,2.9908739
328,1950,estimates,5yearly,95,2.2840882
328,1950,estimates,5yearly,100plus,1.9922739
328,1955,estimates,5yearly,"Region, subregion, country or area *",Guyana
328,1955,estimates,5yearly,0,59.804367
328,1955,estimates,5yearly,1,63.067122
328,1955,estimates,5yearly,5,60.603393
328,1955,estimates,5yearly,10,56.301466
328,1955,estimates,5yearly,15,51.806216
328,1955,estimates,5yearly,20,47.477254
328,1955,estimates,5yearly,25,43.318511
328,1955,estimates,5yearly,30,39.195117
328,1955,estimates,5yearly,35,35.109628
328,1955,estimates,5yearly,40,31.074098
328,1955,estimates,5yearly,45,27.101634
328,1955,estimates,5yearly,50,23.221466
328,1955,estimates,5yearly,55,19.515862
328,1955,estimates,5yearly,60,15.998895
328,1955,estimates,5yearly,65,12.788431
328,1955,estimates,5yearly,70,9.9001569
328,1955,estimates,5yearly,75,7.4495795
328,1955,estimates,5yearly,80,5.4727961
328,1955,estimates,5yearly,85,4.0137196
328,1955,estimates,5yearly,90,2.9738051
328,1955,estimates,5yearly,95,2.2748507
328,1955,estimates,5yearly,100plus,1.974397
328,1960,estimates,5yearly,"Region, subregion, country or area *",Guyana
328,1960,estimates,5yearly,0,60.693084
328,1960,estimates,5yearly,1,63.690169
328,1960,estimates,5yearly,5,61.110919
328,1960,estimates,5yearly,10,56.745544
328,1960,estimates,5yearly,15,52.203496
328,1960,estimates,5yearly,20,47.829447
328,1960,estimates,5yearly,25,43.618922
328,1960,estimates,5yearly,30,39.42545
328,1960,estimates,5yearly,35,35.262865
328,1960,estimates,5yearly,40,31.152296
328,1960,estimates,5yearly,45,27.116981
328,1960,estimates,5yearly,50,23.198846
328,1960,estimates,5yearly,55,19.46981
328,1960,estimates,5yearly,60,15.953192
328,1960,estimates,5yearly,65,12.749659
328,1960,estimates,5yearly,70,9.8763427
328,1960,estimates,5yearly,75,7.4394921
328,1960,estimates,5yearly,80,5.4668713
328,1960,estimates,5yearly,85,4.0008596
328,1960,estimates,5yearly,90,2.9504213
328,1960,estimates,5yearly,95,2.2532991
328,1960,estimates,5yearly,100plus,1.9330965
328,1965,estimates,5yearly,"Region, subregion, country or area *",Guyana
328,1965,estimates,5yearly,0,61.549811
