country,year,variant,freq,age1yearinterval,lifeexpectancy
100,1950,estimates,5yearly,0,62.325771
100,1950,estimates,5yearly,1,67.477521
100,1950,estimates,5yearly,5,65.411234
100,1950,estimates,5yearly,10,60.827026
100,1950,estimates,5yearly,15,56.150534
100,1950,estimates,5yearly,20,51.661022
100,1950,estimates,5yearly,25,47.320029
100,1950,estimates,5yearly,30,42.897138
100,1950,estimates,5yearly,35,38.417161
100,1950,estimates,5yearly,40,33.927377
100,1950,estimates,5yearly,45,29.510564
100,1950,estimates,5yearly,50,25.214455
100,1950,estimates,5yearly,55,21.125391
100,1950,estimates,5yearly,60,17.2751
100,1950,estimates,5yearly,65,13.809091
100,1950,estimates,5yearly,70,10.752422
100,1950,estimates,5yearly,75,8.1526569
100,1950,estimates,5yearly,80,6.3488161
100,1950,estimates,5yearly,85,4.9654652
100,1950,estimates,5yearly,90,4.0351021
100,1950,estimates,5yearly,95,3.3021696
100,1950,estimates,5yearly,100plus,2.7129643
100,1955,estimates,5yearly,0,66.77971
100,1955,estimates,5yearly,1,70.141457
100,1955,estimates,5yearly,5,67.403224
100,1955,estimates,5yearly,10,62.662622
100,1955,estimates,5yearly,15,57.853874
100,1955,estimates,5yearly,20,53.127998
100,1955,estimates,5yearly,25,48.460683
100,1955,estimates,5yearly,30,43.800404
100,1955,estimates,5yearly,35,39.146926
100,1955,estimates,5yearly,40,34.536434
100,1955,estimates,5yearly,45,30.000389
100,1955,estimates,5yearly,50,25.594536
100,1955,estimates,5yearly,55,21.398951
100,1955,estimates,5yearly,60,17.490162
100,1955,estimates,5yearly,65,13.963714
100,1955,estimates,5yearly,70,10.873998
100,1955,estimates,5yearly,75,8.3688102
100,1955,estimates,5yearly,80,6.3214199
100,1955,estimates,5yearly,85,4.9587454
100,1955,estimates,5yearly,90,3.9202476
100,1955,estimates,5yearly,95,3.2864449
100,1955,estimates,5yearly,100plus,2.7062416
100,1960,estimates,5yearly,0,70.275696
100,1960,estimates,5yearly,1,71.879466
100,1960,estimates,5yearly,5,68.454796
100,1960,estimates,5yearly,10,63.659014
100,1960,estimates,5yearly,15,58.820687
100,1960,estimates,5yearly,20,54.057171
100,1960,estimates,5yearly,25,49.318998
100,1960,estimates,5yearly,30,44.590366
100,1960,estimates,5yearly,35,39.886358
100,1960,estimates,5yearly,40,35.23244
100,1960,estimates,5yearly,45,30.654042
100,1960,estimates,5yearly,50,26.202132
100,1960,estimates,5yearly,55,21.932437
100,1960,estimates,5yearly,60,17.935059
100,1960,estimates,5yearly,65,14.317902
100,1960,estimates,5yearly,70,11.137241
100,1960,estimates,5yearly,75,8.498294
100,1960,estimates,5yearly,80,6.4683565
100,1960,estimates,5yearly,85,5.0322575
100,1960,estimates,5yearly,90,4.0687478
100,1960,estimates,5yearly,95,3.233031
