country,year,variant,freq,age1yearinterval,lifeexpectancy
231,1950,estimates,5yearly,"Region, subregion, country or area *",Ethiopia
231,1950,estimates,5yearly,0,34.079243
231,1950,estimates,5yearly,1,41.479438
231,1950,estimates,5yearly,5,45.50579
231,1950,estimates,5yearly,10,43.814235
231,1950,estimates,5yearly,15,40.400065
231,1950,estimates,5yearly,20,36.958261
231,1950,estimates,5yearly,25,33.782407
231,1950,estimates,5yearly,30,30.626347
231,1950,estimates,5yearly,35,27.480208
231,1950,estimates,5yearly,40,24.372026
231,1950,estimates,5yearly,45,21.28551
231,1950,estimates,5yearly,50,18.17418
231,1950,estimates,5yearly,55,15.114781
231,1950,estimates,5yearly,60,12.222646
231,1950,estimates,5yearly,65,9.596367
231,1950,estimates,5yearly,70,7.3024074
231,1950,estimates,5yearly,75,5.4741766
231,1950,estimates,5yearly,80,4.0261196
231,1950,estimates,5yearly,85,2.9919227
231,1950,estimates,5yearly,90,2.3038937
231,1950,estimates,5yearly,95,1.8418143
231,1950,estimates,5yearly,100plus,1.5493749
231,1955,estimates,5yearly,"Region, subregion, country or area *",Ethiopia
231,1955,estimates,5yearly,0,36.676043
231,1955,estimates,5yearly,1,43.731316
231,1955,estimates,5yearly,5,47.218884
231,1955,estimates,5yearly,10,45.298178
231,1955,estimates,5yearly,15,41.779048
231,1955,estimates,5yearly,20,38.248772
231,1955,estimates,5yearly,25,34.974677
231,1955,estimates,5yearly,30,31.718742
231,1955,estimates,5yearly,35,28.470146
231,1955,estimates,5yearly,40,25.255046
231,1955,estimates,5yearly,45,22.06653
231,1955,estimates,5yearly,50,18.860201
231,1955,estimates,5yearly,55,15.727087
231,1955,estimates,5yearly,60,12.758726
231,1955,estimates,5yearly,65,10.052625
231,1955,estimates,5yearly,70,7.684974
231,1955,estimates,5yearly,75,5.7796853
231,1955,estimates,5yearly,80,4.2620293
231,1955,estimates,5yearly,85,3.1657638
231,1955,estimates,5yearly,90,2.421551
231,1955,estimates,5yearly,95,1.9193666
231,1955,estimates,5yearly,100plus,1.601265
231,1960,estimates,5yearly,"Region, subregion, country or area *",Ethiopia
231,1960,estimates,5yearly,0,40.080275
231,1960,estimates,5yearly,1,46.652498
231,1960,estimates,5yearly,5,49.438737
231,1960,estimates,5yearly,10,47.222842
231,1960,estimates,5yearly,15,43.568457
231,1960,estimates,5yearly,20,39.92416
231,1960,estimates,5yearly,25,36.523673
231,1960,estimates,5yearly,30,33.138864
231,1960,estimates,5yearly,35,29.758301
231,1960,estimates,5yearly,40,26.405758
231,1960,estimates,5yearly,45,23.086215
231,1960,estimates,5yearly,50,19.756328
231,1960,estimates,5yearly,55,16.517272
231,1960,estimates,5yearly,60,13.44458
231,1960,estimates,5yearly,65,10.640169
231,1960,estimates,5yearly,70,8.1727201
231,1960,estimates,5yearly,75,6.1662094
231,1960,estimates,5yearly,80,4.5557347
231,1960,estimates,5yearly,85,3.3803695
