country,year,variant,freq,age1yearinterval,lifeexpectancy
192,1950,estimates,5yearly,0,59.440177
192,1950,estimates,5yearly,1,63.624369
192,1950,estimates,5yearly,5,61.870821
192,1950,estimates,5yearly,10,57.461995
192,1950,estimates,5yearly,15,52.828591
192,1950,estimates,5yearly,20,48.405429
192,1950,estimates,5yearly,25,44.169639
192,1950,estimates,5yearly,30,39.932358
192,1950,estimates,5yearly,35,35.720145
192,1950,estimates,5yearly,40,31.585141
192,1950,estimates,5yearly,45,27.530812
192,1950,estimates,5yearly,50,23.565187
192,1950,estimates,5yearly,55,19.74556
192,1950,estimates,5yearly,60,16.069941
192,1950,estimates,5yearly,65,12.564193
192,1950,estimates,5yearly,70,9.3662239
192,1950,estimates,5yearly,75,6.7998646
192,1950,estimates,5yearly,80,5.4496086
192,1950,estimates,5yearly,85,4.2582232
192,1950,estimates,5yearly,90,3.4217367
192,1950,estimates,5yearly,95,2.8396495
192,1950,estimates,5yearly,100plus,2.4299646
192,1955,estimates,5yearly,0,62.389429
192,1955,estimates,5yearly,1,66.053722
192,1955,estimates,5yearly,5,63.786613
192,1955,estimates,5yearly,10,59.256126
192,1955,estimates,5yearly,15,54.569024
192,1955,estimates,5yearly,20,50.070286
192,1955,estimates,5yearly,25,45.714196
192,1955,estimates,5yearly,30,41.357197
192,1955,estimates,5yearly,35,37.02337
192,1955,estimates,5yearly,40,32.759008
192,1955,estimates,5yearly,45,28.573483
192,1955,estimates,5yearly,50,24.478821
192,1955,estimates,5yearly,55,20.531825
192,1955,estimates,5yearly,60,16.749555
192,1955,estimates,5yearly,65,13.172456
192,1955,estimates,5yearly,70,9.9267631
192,1955,estimates,5yearly,75,7.2727391
192,1955,estimates,5yearly,80,5.6405874
192,1955,estimates,5yearly,85,4.3385954
192,1955,estimates,5yearly,90,3.4389185
192,1955,estimates,5yearly,95,2.8234701
192,1955,estimates,5yearly,100plus,2.3981097
192,1960,estimates,5yearly,0,65.391341
192,1960,estimates,5yearly,1,68.506617
192,1960,estimates,5yearly,5,65.72229
192,1960,estimates,5yearly,10,61.06971
192,1960,estimates,5yearly,15,56.329327
192,1960,estimates,5yearly,20,51.754376
192,1960,estimates,5yearly,25,47.278138
192,1960,estimates,5yearly,30,42.800646
192,1960,estimates,5yearly,35,38.343592
192,1960,estimates,5yearly,40,33.949337
192,1960,estimates,5yearly,45,29.631716
192,1960,estimates,5yearly,50,25.411589
192,1960,estimates,5yearly,55,21.33869
192,1960,estimates,5yearly,60,17.446375
192,1960,estimates,5yearly,65,13.793436
192,1960,estimates,5yearly,70,10.497359
192,1960,estimates,5yearly,75,7.7457761
192,1960,estimates,5yearly,80,5.8386843
192,1960,estimates,5yearly,85,4.4231594
192,1960,estimates,5yearly,90,3.4569305
192,1960,estimates,5yearly,95,2.807533
192,1960,estimates,5yearly,100plus,2.3657083
192,1965,estimates,5yearly,0,68.530915
192,1965,estimates,5yearly,1,71.101399
192,1965,estimates,5yearly,5,67.774425
192,1965,estimates,5yearly,10,62.993745
192,1965,estimates,5yearly,15,58.195038
192,1965,estimates,5yearly,20,53.538333
192,1965,estimates,5yearly,25,48.934596
192,1965,estimates,5yearly,30,44.330123
192,1965,estimates,5yearly,35,39.742809
192,1965,estimates,5yearly,40,35.212095
192,1965,estimates,5yearly,45,30.757024
192,1965,estimates,5yearly,50,26.406583
192,1965,estimates,5yearly,55,22.204776
192,1965,estimates,5yearly,60,18.198697
192,1965,estimates,5yearly,65,14.463261
192,1965,estimates,5yearly,70,11.108705
192,1965,estimates,5yearly,75,8.2482105
192,1965,estimates,5yearly,80,6.0568183
192,1965,estimates,5yearly,85,4.518288
192,1965,estimates,5yearly,90,3.4782787
192,1965,estimates,5yearly,95,2.7888448
192,1965,estimates,5yearly,100plus,2.3296117
192,1970,estimates,5yearly,0,71.024648
192,1970,estimates,5yearly,1,72.859568
192,1970,estimates,5yearly,5,69.253458
192,1970,estimates,5yearly,10,64.410919
192,1970,estimates,5yearly,15,59.57978
192,1970,estimates,5yearly,20,54.885612
192,1970,estimates,5yearly,25,50.232933
192,1970,estimates,5yearly,30,45.564143
192,1970,estimates,5yearly,35,40.907998
192,1970,estimates,5yearly,40,36.299158
192,1970,estimates,5yearly,45,31.776688
192,1970,estimates,5yearly,50,27.374958
192,1970,estimates,5yearly,55,23.126874
192,1970,estimates,5yearly,60,19.08606
192,1970,estimates,5yearly,65,15.354958
192,1970,estimates,5yearly,70,11.993123
192,1970,estimates,5yearly,75,9.0281521
192,1970,estimates,5yearly,80,6.5824116
192,1970,estimates,5yearly,85,4.8849436
192,1970,estimates,5yearly,90,3.7187928
192,1970,estimates,5yearly,95,2.9377794
192,1970,estimates,5yearly,100plus,2.4165998
192,1975,estimates,5yearly,0,73.141398
192,1975,estimates,5yearly,1,73.809249
192,1975,estimates,5yearly,5,70.164543
192,1975,estimates,5yearly,10,65.322517
192,1975,estimates,5yearly,15,60.48147
192,1975,estimates,5yearly,20,55.789048
192,1975,estimates,5yearly,25,51.154281
192,1975,estimates,5yearly,30,46.478456
192,1975,estimates,5yearly,35,41.80897
192,1975,estimates,5yearly,40,37.180984
192,1975,estimates,5yearly,45,32.653697
192,1975,estimates,5yearly,50,28.265646
192,1975,estimates,5yearly,55,24.038382
192,1975,estimates,5yearly,60,20.023291
192,1975,estimates,5yearly,65,16.361601
192,1975,estimates,5yearly,70,13.040287
192,1975,estimates,5yearly,75,10.009648
192,1975,estimates,5yearly,80,7.4151391
192,1975,estimates,5yearly,85,5.5596373
192,1975,estimates,5yearly,90,4.2345255
192,1975,estimates,5yearly,95,3.3154041
192,1975,estimates,5yearly,100plus,2.6858299
192,1980,estimates,5yearly,0,74.289573
