country,year,variant,freq,age1yearinterval,lifeexpectancy
807,1950,estimates,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1950,estimates,5yearly,0,54.901289
807,1950,estimates,5yearly,1,62.512389
807,1950,estimates,5yearly,5,59.896244
807,1950,estimates,5yearly,10,55.674537
807,1950,estimates,5yearly,15,51.056936
807,1950,estimates,5yearly,20,46.562125
807,1950,estimates,5yearly,25,42.200092
807,1950,estimates,5yearly,30,37.841508
807,1950,estimates,5yearly,35,33.542317
807,1950,estimates,5yearly,40,29.362267
807,1950,estimates,5yearly,45,25.32237
807,1950,estimates,5yearly,50,21.462031
807,1950,estimates,5yearly,55,17.829312
807,1950,estimates,5yearly,60,14.480891
807,1950,estimates,5yearly,65,11.474499
807,1950,estimates,5yearly,70,8.8682357
807,1950,estimates,5yearly,75,6.6691805
807,1950,estimates,5yearly,80,4.7773766
807,1950,estimates,5yearly,85,3.4813298
807,1950,estimates,5yearly,90,2.5316585
807,1950,estimates,5yearly,95,1.9495613
807,1950,estimates,5yearly,100plus,1.6269508
807,1955,estimates,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1955,estimates,5yearly,0,58.959511
807,1955,estimates,5yearly,1,65.395103
807,1955,estimates,5yearly,5,62.411548
807,1955,estimates,5yearly,10,57.990714
807,1955,estimates,5yearly,15,53.273424
807,1955,estimates,5yearly,20,48.654595
807,1955,estimates,5yearly,25,44.135127
807,1955,estimates,5yearly,30,39.623013
807,1955,estimates,5yearly,35,35.167363
807,1955,estimates,5yearly,40,30.823335
807,1955,estimates,5yearly,45,26.618737
807,1955,estimates,5yearly,50,22.596389
807,1955,estimates,5yearly,55,18.805817
807,1955,estimates,5yearly,60,15.303051
807,1955,estimates,5yearly,65,12.144159
807,1955,estimates,5yearly,70,9.3937843
807,1955,estimates,5yearly,75,7.0688279
807,1955,estimates,5yearly,80,5.0904288
807,1955,estimates,5yearly,85,3.6726723
807,1955,estimates,5yearly,90,2.6920232
807,1955,estimates,5yearly,95,2.0275997
807,1955,estimates,5yearly,100plus,1.6835518
807,1960,estimates,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1960,estimates,5yearly,0,62.121161
807,1960,estimates,5yearly,1,67.59369
807,1960,estimates,5yearly,5,64.364889
807,1960,estimates,5yearly,10,59.808897
807,1960,estimates,5yearly,15,55.026366
807,1960,estimates,5yearly,20,50.323421
807,1960,estimates,5yearly,25,45.698094
807,1960,estimates,5yearly,30,41.081381
807,1960,estimates,5yearly,35,36.516071
807,1960,estimates,5yearly,40,32.053249
807,1960,estimates,5yearly,45,27.724379
807,1960,estimates,5yearly,50,23.573938
807,1960,estimates,5yearly,55,19.654961
807,1960,estimates,5yearly,60,16.025414
807,1960,estimates,5yearly,65,12.743485
807,1960,estimates,5yearly,70,9.8711291
807,1960,estimates,5yearly,75,7.4335436
807,1960,estimates,5yearly,80,5.3726589
807,1960,estimates,5yearly,85,3.8754081
807,1960,estimates,5yearly,90,2.8109395
807,1960,estimates,5yearly,95,2.1185037
807,1960,estimates,5yearly,100plus,1.7379946
807,1965,estimates,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1965,estimates,5yearly,0,65.017754
807,1965,estimates,5yearly,1,69.802262
807,1965,estimates,5yearly,5,66.39288
807,1965,estimates,5yearly,10,61.726679
807,1965,estimates,5yearly,15,56.88733
807,1965,estimates,5yearly,20,52.105173
807,1965,estimates,5yearly,25,47.378256
807,1965,estimates,5yearly,30,42.662386
807,1965,estimates,5yearly,35,37.995924
807,1965,estimates,5yearly,40,33.426455
807,1965,estimates,5yearly,45,28.989072
807,1965,estimates,5yearly,50,24.72498
807,1965,estimates,5yearly,55,20.681821
807,1965,estimates,5yearly,60,16.917453
807,1965,estimates,5yearly,65,13.498706
807,1965,estimates,5yearly,70,10.502447
807,1965,estimates,5yearly,75,7.9480094
807,1965,estimates,5yearly,80,5.8059532
807,1965,estimates,5yearly,85,4.2095912
807,1965,estimates,5yearly,90,3.0753926
807,1965,estimates,5yearly,95,2.2790333
807,1965,estimates,5yearly,100plus,1.8558262
807,1970,estimates,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1970,estimates,5yearly,0,67.308676
807,1970,estimates,5yearly,1,71.257197
807,1970,estimates,5yearly,5,67.717819
807,1970,estimates,5yearly,10,62.964973
