country,variant,freq,year,lifeexpectancyatbirth
108,estimates,5yearly,1950,39.027
108,estimates,5yearly,1955,40.525
108,estimates,5yearly,1960,42.033
108,estimates,5yearly,1965,43.529
108,estimates,5yearly,1970,44.232
108,estimates,5yearly,1975,46.429
108,estimates,5yearly,1980,48.026
108,estimates,5yearly,1985,49.164
108,estimates,5yearly,1990,47.296
108,estimates,5yearly,1995,50.866
108,estimates,5yearly,2000,51.976
108,estimates,5yearly,2005,53.674
108,estimates,5yearly,2010,56.087
108,medium_variant,5yearly,2015,58.022
108,medium_variant,5yearly,2020,59.89
108,medium_variant,5yearly,2025,61.653
108,medium_variant,5yearly,2030,63.313
108,medium_variant,5yearly,2035,64.809
108,medium_variant,5yearly,2040,66.185
108,medium_variant,5yearly,2045,67.413
108,medium_variant,5yearly,2050,68.527
108,medium_variant,5yearly,2055,69.529
108,medium_variant,5yearly,2060,70.441
108,medium_variant,5yearly,2065,71.297
108,medium_variant,5yearly,2070,72.089
108,medium_variant,5yearly,2075,72.875
108,medium_variant,5yearly,2080,73.636
108,medium_variant,5yearly,2085,74.382
108,medium_variant,5yearly,2090,75.121
108,medium_variant,5yearly,2095,75.844
108,estimates,5yearly,Regi,Burundi
108,medium_variant,5yearly,Regi,Burundi
