country,variant,freq,year,lifeexpectancyatbirth
268,estimates,5yearly,1950,60.649
268,estimates,5yearly,1955,62.647
268,estimates,5yearly,1960,64.653
268,estimates,5yearly,1965,66.657
268,estimates,5yearly,1970,68.158
268,estimates,5yearly,1975,69.642
268,estimates,5yearly,1980,69.648
268,estimates,5yearly,1985,70.462
268,estimates,5yearly,1990,70.108
268,estimates,5yearly,1995,71.085
268,estimates,5yearly,2000,72.597
268,estimates,5yearly,2005,72.654
268,estimates,5yearly,2010,72.75
268,medium_variant,5yearly,2015,73.553
268,medium_variant,5yearly,2020,74.371
268,medium_variant,5yearly,2025,75.16
268,medium_variant,5yearly,2030,75.932
268,medium_variant,5yearly,2035,76.712
268,medium_variant,5yearly,2040,77.485
268,medium_variant,5yearly,2045,78.247
268,medium_variant,5yearly,2050,79.018
268,medium_variant,5yearly,2055,79.794
268,medium_variant,5yearly,2060,80.572
268,medium_variant,5yearly,2065,81.353
268,medium_variant,5yearly,2070,82.099
268,medium_variant,5yearly,2075,82.801
268,medium_variant,5yearly,2080,83.48
268,medium_variant,5yearly,2085,84.103
268,medium_variant,5yearly,2090,84.714
268,medium_variant,5yearly,2095,85.291
268,estimates,5yearly,Regi,Georgia
268,medium_variant,5yearly,Regi,Georgia
