country,variant,freq,year,lifeexpectancyatbirth
328,estimates,5yearly,1950,58.829
328,estimates,5yearly,1955,59.805
328,estimates,5yearly,1960,60.693
328,estimates,5yearly,1965,61.546
328,estimates,5yearly,1970,61.956
328,estimates,5yearly,1975,62.314
328,estimates,5yearly,1980,62.676
328,estimates,5yearly,1985,62.98
328,estimates,5yearly,1990,63.685
328,estimates,5yearly,1995,64.559
328,estimates,5yearly,2000,65.25
328,estimates,5yearly,2005,65.791
328,estimates,5yearly,2010,66.257
328,medium_variant,5yearly,2015,66.828
328,medium_variant,5yearly,2020,67.379
328,medium_variant,5yearly,2025,67.916
328,medium_variant,5yearly,2030,68.47
328,medium_variant,5yearly,2035,68.978
328,medium_variant,5yearly,2040,69.514
328,medium_variant,5yearly,2045,70.022
328,medium_variant,5yearly,2050,70.519
328,medium_variant,5yearly,2055,71.024
328,medium_variant,5yearly,2060,71.534
328,medium_variant,5yearly,2065,72.073
328,medium_variant,5yearly,2070,72.611
328,medium_variant,5yearly,2075,73.163
328,medium_variant,5yearly,2080,73.749
328,medium_variant,5yearly,2085,74.356
328,medium_variant,5yearly,2090,74.983
328,medium_variant,5yearly,2095,75.61
328,estimates,5yearly,Regi,Guyana
328,medium_variant,5yearly,Regi,Guyana
