country,variant,freq,year,lifeexpectancyatbirth
887,estimates,5yearly,1950,34.698
887,estimates,5yearly,1955,34.702
887,estimates,5yearly,1960,34.706
887,estimates,5yearly,1965,39.128
887,estimates,5yearly,1970,43.28
887,estimates,5yearly,1975,48.073
887,estimates,5yearly,1980,53.027
887,estimates,5yearly,1985,56.758
887,estimates,5yearly,1990,58.604
887,estimates,5yearly,1995,59.833
887,estimates,5yearly,2000,61.004
887,estimates,5yearly,2005,62.747
887,estimates,5yearly,2010,64.17
887,medium_variant,5yearly,2015,65.243
887,medium_variant,5yearly,2020,66.214
887,medium_variant,5yearly,2025,67.076
887,medium_variant,5yearly,2030,67.878
887,medium_variant,5yearly,2035,68.632
887,medium_variant,5yearly,2040,69.349
887,medium_variant,5yearly,2045,70.044
887,medium_variant,5yearly,2050,70.68
887,medium_variant,5yearly,2055,71.333
887,medium_variant,5yearly,2060,71.973
887,medium_variant,5yearly,2065,72.588
887,medium_variant,5yearly,2070,73.231
887,medium_variant,5yearly,2075,73.911
887,medium_variant,5yearly,2080,74.575
887,medium_variant,5yearly,2085,75.264
887,medium_variant,5yearly,2090,75.981
887,medium_variant,5yearly,2095,76.707
887,estimates,5yearly,Regi,Yemen
887,medium_variant,5yearly,Regi,Yemen
