country,variant,freq,year,lifeexpectancyatbirth
705,estimates,5yearly,1950,65.607
705,estimates,5yearly,1955,67.889
705,estimates,5yearly,1960,69.152
705,estimates,5yearly,1965,69.191
705,estimates,5yearly,1970,69.818
705,estimates,5yearly,1975,70.979
705,estimates,5yearly,1980,71.229
705,estimates,5yearly,1985,72.681
705,estimates,5yearly,1990,73.742
705,estimates,5yearly,1995,75.257
705,estimates,5yearly,2000,76.655
705,estimates,5yearly,2005,78.554
705,estimates,5yearly,2010,80.306
705,medium_variant,5yearly,2015,81.152
705,medium_variant,5yearly,2020,82.012
705,medium_variant,5yearly,2025,82.871
705,medium_variant,5yearly,2030,83.633
705,medium_variant,5yearly,2035,84.301
705,medium_variant,5yearly,2040,84.943
705,medium_variant,5yearly,2045,85.571
705,medium_variant,5yearly,2050,86.165
705,medium_variant,5yearly,2055,86.765
705,medium_variant,5yearly,2060,87.365
705,medium_variant,5yearly,2065,87.961
705,medium_variant,5yearly,2070,88.563
705,medium_variant,5yearly,2075,89.154
705,medium_variant,5yearly,2080,89.74
705,medium_variant,5yearly,2085,90.338
705,medium_variant,5yearly,2090,90.922
705,medium_variant,5yearly,2095,91.504
705,estimates,5yearly,Regi,Slovenia
705,medium_variant,5yearly,Regi,Slovenia
