country,variant,freq,year,lifeexpectancyatbirth
678,estimates,5yearly,1950,46.401
678,estimates,5yearly,1955,48.893
678,estimates,5yearly,1960,51.848
678,estimates,5yearly,1965,54.392
678,estimates,5yearly,1970,57.354
678,estimates,5yearly,1975,60.209
678,estimates,5yearly,1980,60.586
678,estimates,5yearly,1985,61.402
678,estimates,5yearly,1990,62.214
678,estimates,5yearly,1995,63.009
678,estimates,5yearly,2000,63.795
678,estimates,5yearly,2005,65.469
678,estimates,5yearly,2010,66.137
678,medium_variant,5yearly,2015,66.831
678,medium_variant,5yearly,2020,67.487
678,medium_variant,5yearly,2025,68.088
678,medium_variant,5yearly,2030,68.669
678,medium_variant,5yearly,2035,69.213
678,medium_variant,5yearly,2040,69.769
678,medium_variant,5yearly,2045,70.289
678,medium_variant,5yearly,2050,70.801
678,medium_variant,5yearly,2055,71.284
678,medium_variant,5yearly,2060,71.787
678,medium_variant,5yearly,2065,72.314
678,medium_variant,5yearly,2070,72.851
678,medium_variant,5yearly,2075,73.396
678,medium_variant,5yearly,2080,73.944
678,medium_variant,5yearly,2085,74.509
678,medium_variant,5yearly,2090,75.086
678,medium_variant,5yearly,2095,75.694
678,estimates,5yearly,Regi,Sao Tome and Principe
678,medium_variant,5yearly,Regi,Sao Tome and Principe
