country,variant,freq,year,lifeexpectancyatbirth
688,estimates,5yearly,1950,59.118
688,estimates,5yearly,1955,61.596
688,estimates,5yearly,1960,64.255
688,estimates,5yearly,1965,66.72
688,estimates,5yearly,1970,68.528
688,estimates,5yearly,1975,69.535
688,estimates,5yearly,1980,70.202
688,estimates,5yearly,1985,71.141
688,estimates,5yearly,1990,71.743
688,estimates,5yearly,1995,71.91
688,estimates,5yearly,2000,72.363
688,estimates,5yearly,2005,73.334
688,estimates,5yearly,2010,74.65
688,medium_variant,5yearly,2015,75.374
688,medium_variant,5yearly,2020,76.094
688,medium_variant,5yearly,2025,76.812
688,medium_variant,5yearly,2030,77.532
688,medium_variant,5yearly,2035,78.247
688,medium_variant,5yearly,2040,78.962
688,medium_variant,5yearly,2045,79.675
688,medium_variant,5yearly,2050,80.393
688,medium_variant,5yearly,2055,81.127
688,medium_variant,5yearly,2060,81.852
688,medium_variant,5yearly,2065,82.574
688,medium_variant,5yearly,2070,83.277
688,medium_variant,5yearly,2075,83.932
688,medium_variant,5yearly,2080,84.562
688,medium_variant,5yearly,2085,85.153
688,medium_variant,5yearly,2090,85.708
688,medium_variant,5yearly,2095,86.253
688,estimates,5yearly,Regi,Serbia
688,medium_variant,5yearly,Regi,Serbia
