country,variant,freq,year,lifeexpectancyatbirth
804,estimates,5yearly,1950,61.824
804,estimates,5yearly,1955,67.095
804,estimates,5yearly,1960,69.689
804,estimates,5yearly,1965,70.671
804,estimates,5yearly,1970,70.584
804,estimates,5yearly,1975,69.665
804,estimates,5yearly,1980,69.165
804,estimates,5yearly,1985,70.551
804,estimates,5yearly,1990,68.717
804,estimates,5yearly,1995,67.352
804,estimates,5yearly,2000,67.458
804,estimates,5yearly,2005,67.886
804,estimates,5yearly,2010,71.113
804,medium_variant,5yearly,2015,72.084
804,medium_variant,5yearly,2020,72.99
804,medium_variant,5yearly,2025,73.852
804,medium_variant,5yearly,2030,74.689
804,medium_variant,5yearly,2035,75.498
804,medium_variant,5yearly,2040,76.27
804,medium_variant,5yearly,2045,77.041
804,medium_variant,5yearly,2050,77.804
804,medium_variant,5yearly,2055,78.572
804,medium_variant,5yearly,2060,79.337
804,medium_variant,5yearly,2065,80.112
804,medium_variant,5yearly,2070,80.9
804,medium_variant,5yearly,2075,81.636
804,medium_variant,5yearly,2080,82.317
804,medium_variant,5yearly,2085,82.975
804,medium_variant,5yearly,2090,83.586
804,medium_variant,5yearly,2095,84.159
804,estimates,5yearly,Regi,Ukraine
804,medium_variant,5yearly,Regi,Ukraine
