country,variant,freq,year,lifeexpectancyatbirth
372,estimates,5yearly,1950,66.879
372,estimates,5yearly,1955,69.139
372,estimates,5yearly,1960,70.122
372,estimates,5yearly,1965,70.751
372,estimates,5yearly,1970,71.226
372,estimates,5yearly,1975,71.998
372,estimates,5yearly,1980,73.18
372,estimates,5yearly,1985,74.219
372,estimates,5yearly,1990,75.348
372,estimates,5yearly,1995,76.035
372,estimates,5yearly,2000,77.832
372,estimates,5yearly,2005,79.679
372,estimates,5yearly,2010,80.85
372,medium_variant,5yearly,2015,81.713
372,medium_variant,5yearly,2020,82.583
372,medium_variant,5yearly,2025,83.468
372,medium_variant,5yearly,2030,84.261
372,medium_variant,5yearly,2035,84.954
372,medium_variant,5yearly,2040,85.605
372,medium_variant,5yearly,2045,86.236
372,medium_variant,5yearly,2050,86.836
372,medium_variant,5yearly,2055,87.432
372,medium_variant,5yearly,2060,88.032
372,medium_variant,5yearly,2065,88.621
372,medium_variant,5yearly,2070,89.215
372,medium_variant,5yearly,2075,89.792
372,medium_variant,5yearly,2080,90.367
372,medium_variant,5yearly,2085,90.933
372,medium_variant,5yearly,2090,91.518
372,medium_variant,5yearly,2095,92.102
372,estimates,5yearly,Regi,Ireland
372,medium_variant,5yearly,Regi,Ireland
