country,variant,year,medianageofpopulation
710,estimates,1950,21.105
710,estimates,1955,20.314
710,estimates,1960,19.575
710,estimates,1965,19.124
710,estimates,1970,19.01
710,estimates,1975,19.182
710,estimates,1980,19.295
710,estimates,1985,19.58
710,estimates,1990,20.092
710,estimates,1995,21.603
710,estimates,2000,22.826
710,estimates,2005,23.832
710,estimates,2010,24.826
710,constant_fertility,2015,26.094
710,constant_mortality,2015,26.094
710,estimates,2015,26.094
710,high_variant,2015,26.094
710,instant_replacement,2015,26.094
710,low_variant,2015,26.094
710,medium_variant,2015,26.094
710,momentum,2015,26.094
710,no_change,2015,26.094
710,zero_migration,2015,26.094
710,constant_fertility,2020,27.184
710,constant_mortality,2020,27.147
710,high_variant,2020,27.052
710,instant_replacement,2020,27.585
710,low_variant,2020,27.62
710,medium_variant,2020,27.336
710,momentum,2020,27.302
710,no_change,2020,26.996
710,zero_migration,2020,27.321
710,constant_fertility,2025,28.05
710,constant_mortality,2025,28.105
710,high_variant,2025,27.743
710,instant_replacement,2025,28.898
710,low_variant,2025,29.257
710,medium_variant,2025,28.5
710,momentum,2025,28.28
710,no_change,2025,27.66
710,zero_migration,2025,28.47
710,constant_fertility,2030,28.722
710,constant_mortality,2030,28.984
710,high_variant,2030,28.242
710,instant_replacement,2030,30.049
710,low_variant,2030,30.97
710,medium_variant,2030,29.598
710,momentum,2030,29.058
710,no_change,2030,28.123
710,zero_migration,2030,29.55
710,constant_fertility,2035,29.237
710,constant_mortality,2035,29.799
710,high_variant,2035,28.707
710,instant_replacement,2035,31.078
710,low_variant,2035,32.653
710,medium_variant,2035,30.651
710,momentum,2035,29.689
710,no_change,2035,28.442
710,zero_migration,2035,30.596
710,constant_fertility,2040,29.688
710,constant_mortality,2040,30.671
710,high_variant,2040,29.189
710,instant_replacement,2040,32.09
710,low_variant,2040,34.335
710,medium_variant,2040,31.752
710,momentum,2040,30.317
710,no_change,2040,28.701
710,zero_migration,2040,31.705
710,constant_fertility,2045,30.145
710,constant_mortality,2045,31.631
710,high_variant,2045,29.709
710,instant_replacement,2045,33.157
710,low_variant,2045,36.144
710,medium_variant,2045,32.923
710,momentum,2045,31.016
710,no_change,2045,28.94
710,zero_migration,2045,32.893
710,constant_fertility,2050,30.64
710,constant_mortality,2050,32.534
710,high_variant,2050,30.455
710,instant_replacement,2050,34.19
710,low_variant,2050,38.112
710,medium_variant,2050,34.147
710,momentum,2050,31.323
710,no_change,2050,29.144
710,zero_migration,2050,34.135
710,constant_fertility,2055,31.096
710,constant_mortality,2055,33.335
710,high_variant,2055,31.24
710,instant_replacement,2055,34.85
710,low_variant,2055,40.194
710,medium_variant,2055,35.363
710,momentum,2055,31.496
710,no_change,2055,29.263
710,zero_migration,2055,35.364
710,constant_fertility,2060,31.49
710,constant_mortality,2060,34.02
710,high_variant,2060,32.016
710,instant_replacement,2060,35.53
710,low_variant,2060,42.043
710,medium_variant,2060,36.526
710,momentum,2060,31.626
710,no_change,2060,29.294
710,zero_migration,2060,36.529
710,constant_fertility,2065,31.825
710,constant_mortality,2065,34.588
710,high_variant,2065,32.718
710,instant_replacement,2065,36.179
710,low_variant,2065,43.76
710,medium_variant,2065,37.612
710,momentum,2065,31.728
710,no_change,2065,29.276
710,zero_migration,2065,37.615
710,constant_fertility,2070,32.122
710,constant_mortality,2070,35.072
710,high_variant,2070,33.328
710,instant_replacement,2070,36.799
710,low_variant,2070,45.275
710,medium_variant,2070,38.612
710,momentum,2070,31.814
710,no_change,2070,29.254
710,zero_migration,2070,38.616
710,constant_fertility,2075,32.407
710,constant_mortality,2075,35.528
710,high_variant,2075,33.888
710,instant_replacement,2075,37.389
710,low_variant,2075,46.534
710,medium_variant,2075,39.536
710,momentum,2075,31.864
710,no_change,2075,29.249
710,zero_migration,2075,39.547
710,constant_fertility,2080,32.691
710,constant_mortality,2080,35.941
710,high_variant,2080,34.442
710,instant_replacement,2080,37.93
710,low_variant,2080,47.733
710,medium_variant,2080,40.41
710,momentum,2080,31.871
710,no_change,2080,29.254
710,zero_migration,2080,40.435
710,constant_fertility,2085,32.97
710,constant_mortality,2085,36.291
710,high_variant,2085,35.007
710,instant_replacement,2085,38.407
710,low_variant,2085,48.9
710,medium_variant,2085,41.24
710,momentum,2085,31.851
710,no_change,2085,29.258
710,zero_migration,2085,41.28
710,constant_fertility,2090,33.239
710,constant_mortality,2090,36.56
710,high_variant,2090,35.583
710,instant_replacement,2090,38.822
710,low_variant,2090,50.037
710,medium_variant,2090,42.011
710,momentum,2090,31.831
710,no_change,2090,29.255
710,zero_migration,2090,42.06
710,constant_fertility,2095,33.492
710,constant_mortality,2095,36.742
710,high_variant,2095,36.106
710,instant_replacement,2095,39.197
710,low_variant,2095,51.043
710,medium_variant,2095,42.704
710,momentum,2095,31.828
710,no_change,2095,29.249
710,zero_migration,2095,42.758
710,constant_fertility,2100,33.729
710,constant_mortality,2100,36.859
710,high_variant,2100,36.557
710,instant_replacement,2100,39.564
710,low_variant,2100,51.893
710,medium_variant,2100,43.308
710,momentum,2100,31.839
710,no_change,2100,29.245
710,zero_migration,2100,43.36
