country,variant,year,medianageofpopulation
462,estimates,1950,18.556
462,estimates,1955,19.758
462,estimates,1960,20.259
462,estimates,1965,19.807
462,estimates,1970,17.363
462,estimates,1975,17.095
462,estimates,1980,17.132
462,estimates,1985,16.764
462,estimates,1990,16.217
462,estimates,1995,16.693
462,estimates,2000,18.637
462,estimates,2005,22.12
462,estimates,2010,25.013
462,constant_fertility,2015,27.928
462,constant_mortality,2015,27.928
462,estimates,2015,27.928
462,high_variant,2015,27.928
462,instant_replacement,2015,27.928
462,low_variant,2015,27.928
462,medium_variant,2015,27.928
462,momentum,2015,27.928
462,no_change,2015,27.928
462,zero_migration,2015,27.928
462,constant_fertility,2020,30.492
462,constant_mortality,2020,30.598
462,high_variant,2020,30.436
462,instant_replacement,2020,30.573
462,low_variant,2020,30.813
462,medium_variant,2020,30.625
462,momentum,2020,30.952
462,no_change,2020,30.465
462,zero_migration,2020,31.042
462,constant_fertility,2025,32.919
462,constant_mortality,2025,33.245
462,high_variant,2025,32.8
462,instant_replacement,2025,33.103
462,low_variant,2025,33.871
462,medium_variant,2025,33.335
462,momentum,2025,33.763
462,no_change,2025,32.83
462,zero_migration,2025,34.16
462,constant_fertility,2030,35.508
462,constant_mortality,2030,36.086
462,high_variant,2030,35.362
462,instant_replacement,2030,35.807
462,low_variant,2030,37.193
462,medium_variant,2030,36.277
462,momentum,2030,36.411
462,no_change,2030,35.319
462,zero_migration,2030,37.206
462,constant_fertility,2035,37.541
462,constant_mortality,2035,38.651
462,high_variant,2035,37.399
462,instant_replacement,2035,38.122
462,low_variant,2035,40.623
462,medium_variant,2035,39.109
462,momentum,2035,38.468
462,no_change,2035,37.089
462,zero_migration,2035,40.26
462,constant_fertility,2040,39.013
462,constant_mortality,2040,40.608
462,high_variant,2040,38.912
462,instant_replacement,2040,39.941
462,low_variant,2040,43.67
462,medium_variant,2040,41.377
462,momentum,2040,39.334
462,no_change,2040,38.126
462,zero_migration,2040,42.263
462,constant_fertility,2045,39.632
462,constant_mortality,2045,41.681
462,high_variant,2045,39.533
462,instant_replacement,2045,40.805
462,low_variant,2045,46.359
462,medium_variant,2045,43.095
462,momentum,2045,39.231
462,no_change,2045,38.358
462,zero_migration,2045,43.651
462,constant_fertility,2050,40.199
462,constant_mortality,2050,42.437
462,high_variant,2050,40.014
462,instant_replacement,2050,41.593
462,low_variant,2050,48.75
462,medium_variant,2050,44.35
462,momentum,2050,39.455
462,no_change,2050,38.583
462,zero_migration,2050,44.554
462,constant_fertility,2055,41.202
462,constant_mortality,2055,43.343
462,high_variant,2055,40.96
462,instant_replacement,2055,42.654
462,low_variant,2055,50.809
462,medium_variant,2055,45.71
462,momentum,2055,40.119
462,no_change,2055,39.062
462,zero_migration,2055,45.897
462,constant_fertility,2060,42.268
462,constant_mortality,2060,44.399
462,high_variant,2060,42.098
462,instant_replacement,2060,43.844
462,low_variant,2060,52.911
462,medium_variant,2060,47.41
462,momentum,2060,40.582
462,no_change,2060,39.517
462,zero_migration,2060,47.586
462,constant_fertility,2065,43.13
462,constant_mortality,2065,45.23
462,high_variant,2065,43.091
462,instant_replacement,2065,44.902
462,low_variant,2065,54.874
462,medium_variant,2065,49.032
462,momentum,2065,40.554
462,no_change,2065,39.545
462,zero_migration,2065,49.199
462,constant_fertility,2070,43.508
462,constant_mortality,2070,45.452
462,high_variant,2070,43.589
462,instant_replacement,2070,45.533
462,low_variant,2070,57.039
462,medium_variant,2070,50.383
462,momentum,2070,39.839
462,no_change,2070,38.989
462,zero_migration,2070,50.455
462,constant_fertility,2075,43.276
462,constant_mortality,2075,44.968
462,high_variant,2075,43.309
462,instant_replacement,2075,45.463
462,low_variant,2075,58.824
462,medium_variant,2075,51.078
462,momentum,2075,38.95
462,no_change,2075,38.286
462,zero_migration,2075,50.937
462,constant_fertility,2080,42.806
462,constant_mortality,2080,44.204
462,high_variant,2080,42.573
462,instant_replacement,2080,44.904
462,low_variant,2080,60.175
462,medium_variant,2080,51.029
462,momentum,2080,38.582
462,no_change,2080,37.924
462,zero_migration,2080,50.604
462,constant_fertility,2085,42.572
462,constant_mortality,2085,43.878
462,high_variant,2085,42.146
462,instant_replacement,2085,44.548
462,low_variant,2085,60.783
462,medium_variant,2085,50.523
462,momentum,2085,38.688
462,no_change,2085,37.923
462,zero_migration,2085,49.953
462,constant_fertility,2090,42.676
462,constant_mortality,2090,43.982
462,high_variant,2090,42.21
462,instant_replacement,2090,44.663
462,low_variant,2090,60.783
462,medium_variant,2090,50.313
462,momentum,2090,38.938
462,no_change,2090,38.051
462,zero_migration,2090,49.863
462,constant_fertility,2095,42.981
462,constant_mortality,2095,44.185
462,high_variant,2095,42.537
462,instant_replacement,2095,45.103
462,low_variant,2095,60.702
462,medium_variant,2095,50.67
462,momentum,2095,39.03
462,no_change,2095,38.091
462,zero_migration,2095,50.38
462,constant_fertility,2100,43.289
462,constant_mortality,2100,44.173
462,high_variant,2100,42.823
462,instant_replacement,2100,45.553
462,low_variant,2100,60.956
462,medium_variant,2100,51.247
462,momentum,2100,38.87
462,no_change,2100,37.986
462,zero_migration,2100,51.021
