country,variant,year,medianageofpopulation
670,estimates,1950,15.356
670,estimates,1955,14.855
670,estimates,1960,15.219
670,estimates,1965,14.816
670,estimates,1970,15.123
670,estimates,1975,16.041
670,estimates,1980,17.44
670,estimates,1985,19.059
670,estimates,1990,20.387
670,estimates,1995,22.305
670,estimates,2000,24.188
670,estimates,2005,26.323
670,estimates,2010,27.855
670,constant_fertility,2015,29.829
670,constant_mortality,2015,29.829
670,estimates,2015,29.829
670,high_variant,2015,29.829
670,instant_replacement,2015,29.829
670,low_variant,2015,29.829
670,medium_variant,2015,29.829
670,momentum,2015,29.829
670,no_change,2015,29.829
670,zero_migration,2015,29.829
670,constant_fertility,2020,31.64
670,constant_mortality,2020,31.747
670,high_variant,2020,31.455
670,instant_replacement,2020,31.54
670,low_variant,2020,32.095
670,medium_variant,2020,31.775
670,momentum,2020,31.197
670,no_change,2020,31.611
670,zero_migration,2020,31.461
670,constant_fertility,2025,33.37
670,constant_mortality,2025,33.657
670,high_variant,2025,32.935
670,instant_replacement,2025,33.182
670,low_variant,2025,34.551
670,medium_variant,2025,33.744
670,momentum,2025,32.534
670,no_change,2025,33.284
670,zero_migration,2025,33.167
670,constant_fertility,2030,35.003
670,constant_mortality,2030,35.529
670,high_variant,2030,34.265
670,instant_replacement,2030,34.729
670,low_variant,2030,37.158
670,medium_variant,2030,35.707
670,momentum,2030,33.824
670,no_change,2030,34.828
670,zero_migration,2030,34.916
670,constant_fertility,2035,36.51
670,constant_mortality,2035,37.286
670,high_variant,2035,35.499
670,instant_replacement,2035,36.147
670,low_variant,2035,39.673
670,medium_variant,2035,37.59
670,momentum,2035,35.04
670,no_change,2035,36.208
670,zero_migration,2035,36.707
670,constant_fertility,2040,37.667
670,constant_mortality,2040,38.769
670,high_variant,2040,36.315
670,instant_replacement,2040,37.186
670,low_variant,2040,42.049
670,medium_variant,2040,39.257
670,momentum,2040,35.901
670,no_change,2040,37.182
670,zero_migration,2040,38.335
670,constant_fertility,2045,38.64
670,constant_mortality,2045,40.027
670,high_variant,2045,36.982
670,instant_replacement,2045,38.053
670,low_variant,2045,44.379
670,medium_variant,2045,40.711
670,momentum,2045,36.518
670,no_change,2045,37.979
670,zero_migration,2045,39.777
670,constant_fertility,2050,39.552
670,constant_mortality,2050,41.332
670,high_variant,2050,37.364
670,instant_replacement,2050,38.786
670,low_variant,2050,46.639
670,medium_variant,2050,42.195
670,momentum,2050,36.715
670,no_change,2050,38.652
670,zero_migration,2050,41.087
670,constant_fertility,2055,40.225
670,constant_mortality,2055,42.505
670,high_variant,2055,37.743
670,instant_replacement,2055,39.336
670,low_variant,2055,48.974
670,medium_variant,2055,43.621
670,momentum,2055,36.913
670,no_change,2055,39.125
670,zero_migration,2055,42.15
670,constant_fertility,2060,40.966
670,constant_mortality,2060,43.565
670,high_variant,2060,38.331
670,instant_replacement,2060,40.104
670,low_variant,2060,51.399
670,medium_variant,2060,44.962
670,momentum,2060,37.207
670,no_change,2060,39.632
670,zero_migration,2060,43.093
670,constant_fertility,2065,41.681
670,constant_mortality,2065,44.495
670,high_variant,2065,38.951
670,instant_replacement,2065,40.828
670,low_variant,2065,53.794
670,medium_variant,2065,46.19
670,momentum,2065,37.464
670,no_change,2065,40.078
670,zero_migration,2065,43.973
670,constant_fertility,2070,42.303
670,constant_mortality,2070,45.212
670,high_variant,2070,39.482
670,instant_replacement,2070,41.427
670,low_variant,2070,56.132
670,medium_variant,2070,47.265
670,momentum,2070,37.61
670,no_change,2070,40.384
670,zero_migration,2070,44.748
670,constant_fertility,2075,42.814
670,constant_mortality,2075,45.682
670,high_variant,2075,39.771
670,instant_replacement,2075,41.9
670,low_variant,2075,58.148
670,medium_variant,2075,48.166
670,momentum,2075,37.612
670,no_change,2075,40.57
670,zero_migration,2075,45.366
670,constant_fertility,2080,43.254
670,constant_mortality,2080,46
670,high_variant,2080,39.925
670,instant_replacement,2080,42.297
670,low_variant,2080,59.961
670,medium_variant,2080,48.912
670,momentum,2080,37.526
670,no_change,2080,40.697
670,zero_migration,2080,45.812
670,constant_fertility,2085,43.669
670,constant_mortality,2085,46.23
670,high_variant,2085,40.089
670,instant_replacement,2085,42.686
670,low_variant,2085,61.273
670,medium_variant,2085,49.55
670,momentum,2085,37.455
670,no_change,2085,40.813
670,zero_migration,2085,46.113
670,constant_fertility,2090,44.093
670,constant_mortality,2090,46.407
670,high_variant,2090,40.353
670,instant_replacement,2090,43.112
670,low_variant,2090,62.331
670,medium_variant,2090,50.136
670,momentum,2090,37.453
670,no_change,2090,40.923
670,zero_migration,2090,46.325
670,constant_fertility,2095,44.524
670,constant_mortality,2095,46.521
670,high_variant,2095,40.685
670,instant_replacement,2095,43.576
670,low_variant,2095,63.256
670,medium_variant,2095,50.66
670,momentum,2095,37.498
670,no_change,2095,41.018
670,zero_migration,2095,46.511
670,constant_fertility,2100,44.943
670,constant_mortality,2100,46.566
670,high_variant,2100,40.985
670,instant_replacement,2100,44.031
670,low_variant,2100,64.24
670,medium_variant,2100,51.125
670,momentum,2100,37.539
670,no_change,2100,41.079
670,zero_migration,2100,46.708
