country,variant,year,medianageofpopulation
408,estimates,1950,18.015
408,estimates,1955,19.111
408,estimates,1960,19.861
408,estimates,1965,21.143
408,estimates,1970,20.975
408,estimates,1975,19.568
408,estimates,1980,21.766
408,estimates,1985,23.492
408,estimates,1990,24.959
408,estimates,1995,27.291
408,estimates,2000,29.389
408,estimates,2005,31.457
408,estimates,2010,32.977
408,constant_fertility,2015,34.04
408,constant_mortality,2015,34.04
408,estimates,2015,34.04
408,high_variant,2015,34.04
408,instant_replacement,2015,34.04
408,low_variant,2015,34.04
408,medium_variant,2015,34.04
408,momentum,2015,34.04
408,no_change,2015,34.04
408,zero_migration,2015,34.04
408,constant_fertility,2020,35.19
408,constant_mortality,2020,35.212
408,high_variant,2020,34.949
408,instant_replacement,2020,34.963
408,low_variant,2020,35.585
408,medium_variant,2020,35.266
408,momentum,2020,34.884
408,no_change,2020,35.137
408,zero_migration,2020,35.256
408,constant_fertility,2025,36.246
408,constant_mortality,2025,36.279
408,high_variant,2025,35.621
408,instant_replacement,2025,35.808
408,low_variant,2025,37.259
408,medium_variant,2025,36.44
408,momentum,2025,35.584
408,no_change,2025,36.086
408,zero_migration,2025,36.423
408,constant_fertility,2030,37.408
408,constant_mortality,2030,37.402
408,high_variant,2030,36.368
408,instant_replacement,2030,36.798
408,low_variant,2030,39.082
408,medium_variant,2030,37.725
408,momentum,2030,36.374
408,no_change,2030,37.087
408,zero_migration,2030,37.705
408,constant_fertility,2035,38.594
408,constant_mortality,2035,38.491
408,high_variant,2035,37.092
408,instant_replacement,2035,37.767
408,low_variant,2035,41.026
408,medium_variant,2035,39.07
408,momentum,2035,37.039
408,no_change,2035,38.018
408,zero_migration,2035,39.046
408,constant_fertility,2040,39.674
408,constant_mortality,2040,39.418
408,high_variant,2040,37.692
408,instant_replacement,2040,38.615
408,low_variant,2040,42.888
408,medium_variant,2040,40.327
408,momentum,2040,37.488
408,no_change,2040,38.76
408,zero_migration,2040,40.3
408,constant_fertility,2045,40.506
408,constant_mortality,2045,40.106
408,high_variant,2045,37.89
408,instant_replacement,2045,39.145
408,low_variant,2045,44.675
408,medium_variant,2045,41.391
408,momentum,2045,37.464
408,no_change,2045,39.167
408,zero_migration,2045,41.361
408,constant_fertility,2050,40.824
408,constant_mortality,2050,40.295
408,high_variant,2050,37.476
408,instant_replacement,2050,39.075
408,low_variant,2050,46.352
408,medium_variant,2050,42.084
408,momentum,2050,36.886
408,no_change,2050,39.04
408,zero_migration,2050,42.049
408,constant_fertility,2055,40.92
408,constant_mortality,2055,40.365
408,high_variant,2055,37.156
408,instant_replacement,2055,38.92
408,low_variant,2055,47.883
408,medium_variant,2055,42.535
408,momentum,2055,36.618
408,no_change,2055,38.829
408,zero_migration,2055,42.496
408,constant_fertility,2060,41.212
408,constant_mortality,2060,40.559
408,high_variant,2060,37.3
408,instant_replacement,2060,39.298
408,low_variant,2060,49.362
408,medium_variant,2060,43.015
408,momentum,2060,36.692
408,no_change,2060,38.875
408,zero_migration,2060,42.975
408,constant_fertility,2065,41.725
408,constant_mortality,2065,40.882
408,high_variant,2065,37.714
408,instant_replacement,2065,39.833
408,low_variant,2065,50.908
408,medium_variant,2065,43.647
408,momentum,2065,36.849
408,no_change,2065,39.096
408,zero_migration,2065,43.608
408,constant_fertility,2070,42.319
408,constant_mortality,2070,41.201
408,high_variant,2070,38.164
408,instant_replacement,2070,40.393
408,low_variant,2070,52.232
408,medium_variant,2070,44.392
408,momentum,2070,36.926
408,no_change,2070,39.3
408,zero_migration,2070,44.352
408,constant_fertility,2075,42.814
408,constant_mortality,2075,41.372
408,high_variant,2075,38.388
408,instant_replacement,2075,40.785
408,low_variant,2075,53.381
408,medium_variant,2075,45.11
408,momentum,2075,36.791
408,no_change,2075,39.304
408,zero_migration,2075,45.071
408,constant_fertility,2080,43.101
408,constant_mortality,2080,41.345
408,high_variant,2080,38.356
408,instant_replacement,2080,40.935
408,low_variant,2080,54.331
408,medium_variant,2080,45.635
408,momentum,2080,36.545
408,no_change,2080,39.115
408,zero_migration,2080,45.595
408,constant_fertility,2085,43.253
408,constant_mortality,2085,41.218
408,high_variant,2085,38.325
408,instant_replacement,2085,41.019
408,low_variant,2085,55.032
408,medium_variant,2085,45.965
408,momentum,2085,36.455
408,no_change,2085,38.966
408,zero_migration,2085,45.924
408,constant_fertility,2090,43.483
408,constant_mortality,2090,41.15
408,high_variant,2090,38.537
408,instant_replacement,2090,41.301
408,low_variant,2090,55.647
408,medium_variant,2090,46.218
408,momentum,2090,36.563
408,no_change,2090,38.997
408,zero_migration,2090,46.176
408,constant_fertility,2095,43.882
408,constant_mortality,2095,41.183
408,high_variant,2095,38.964
408,instant_replacement,2095,41.78
408,low_variant,2095,56.208
408,medium_variant,2095,46.533
408,momentum,2095,36.723
408,no_change,2095,39.139
408,zero_migration,2095,46.492
408,constant_fertility,2100,44.368
408,constant_mortality,2100,41.244
408,high_variant,2100,39.439
408,instant_replacement,2100,42.311
408,low_variant,2100,56.725
408,medium_variant,2100,46.939
408,momentum,2100,36.799
408,no_change,2100,39.245
408,zero_migration,2100,46.9
