country,variant,year,medianageofpopulation
288,estimates,1950,17.357
288,estimates,1955,17.625
288,estimates,1960,17.676
288,estimates,1965,17.604
288,estimates,1970,17.259
288,estimates,1975,16.944
288,estimates,1980,17.021
288,estimates,1985,17.359
288,estimates,1990,17.833
288,estimates,1995,18.366
288,estimates,2000,18.788
288,estimates,2005,19.339
288,estimates,2010,19.893
288,constant_fertility,2015,20.413
288,constant_mortality,2015,20.413
288,estimates,2015,20.413
288,high_variant,2015,20.413
288,instant_replacement,2015,20.413
288,low_variant,2015,20.413
288,medium_variant,2015,20.413
288,momentum,2015,20.413
288,no_change,2015,20.413
288,zero_migration,2015,20.413
288,constant_fertility,2020,20.837
288,constant_mortality,2020,21.114
288,high_variant,2020,20.864
288,instant_replacement,2020,22.598
288,low_variant,2020,21.34
288,medium_variant,2020,21.102
288,momentum,2020,22.603
288,no_change,2020,20.851
288,zero_migration,2020,21.151
288,constant_fertility,2025,21.123
288,constant_mortality,2025,21.917
288,high_variant,2025,21.277
288,instant_replacement,2025,24.576
288,low_variant,2025,22.494
288,medium_variant,2025,21.886
288,momentum,2025,24.535
288,no_change,2025,21.163
288,zero_migration,2025,21.969
288,constant_fertility,2030,21.414
288,constant_mortality,2030,22.858
288,high_variant,2030,21.792
288,instant_replacement,2030,26.482
288,low_variant,2030,23.821
288,medium_variant,2030,22.807
288,momentum,2030,26.341
288,no_change,2030,21.488
288,zero_migration,2030,22.907
288,constant_fertility,2035,21.681
288,constant_mortality,2035,23.904
288,high_variant,2035,22.441
288,instant_replacement,2035,28.326
288,low_variant,2035,25.241
288,medium_variant,2035,23.828
288,momentum,2035,28.071
288,no_change,2035,21.8
288,zero_migration,2035,23.934
288,constant_fertility,2040,21.904
288,constant_mortality,2040,25.019
288,high_variant,2040,23.157
288,instant_replacement,2040,30.157
288,low_variant,2040,26.874
288,medium_variant,2040,24.91
288,momentum,2040,29.759
288,no_change,2040,22.061
288,zero_migration,2040,25.023
288,constant_fertility,2045,22.057
288,constant_mortality,2045,26.076
288,high_variant,2045,23.88
288,instant_replacement,2045,32.256
288,low_variant,2045,28.364
288,medium_variant,2045,25.948
288,momentum,2045,31.668
288,no_change,2045,22.24
288,zero_migration,2045,26.072
288,constant_fertility,2050,22.133
288,constant_mortality,2050,27.034
288,high_variant,2050,24.558
288,instant_replacement,2050,33.967
288,low_variant,2050,29.736
288,medium_variant,2050,26.905
288,momentum,2050,32.671
288,no_change,2050,22.337
288,zero_migration,2050,27.037
288,constant_fertility,2055,22.166
288,constant_mortality,2055,27.945
288,high_variant,2055,25.235
288,instant_replacement,2055,34.312
288,low_variant,2055,31.039
288,medium_variant,2055,27.829
288,momentum,2055,32.832
288,no_change,2055,22.385
288,zero_migration,2055,27.966
288,constant_fertility,2060,22.187
288,constant_mortality,2060,28.835
288,high_variant,2060,25.905
288,instant_replacement,2060,34.786
288,low_variant,2060,32.297
288,medium_variant,2060,28.746
288,momentum,2060,33.146
288,no_change,2060,22.416
288,zero_migration,2060,28.883
288,constant_fertility,2065,22.215
288,constant_mortality,2065,29.712
288,high_variant,2065,26.577
288,instant_replacement,2065,35.361
288,low_variant,2065,33.534
288,medium_variant,2065,29.666
288,momentum,2065,33.514
288,no_change,2065,22.446
288,zero_migration,2065,29.797
288,constant_fertility,2070,22.253
288,constant_mortality,2070,30.612
288,high_variant,2070,27.279
288,instant_replacement,2070,36.031
288,low_variant,2070,34.794
288,medium_variant,2070,30.635
288,momentum,2070,33.908
288,no_change,2070,22.475
288,zero_migration,2070,30.762
288,constant_fertility,2075,22.295
288,constant_mortality,2075,31.513
288,high_variant,2075,28.01
288,instant_replacement,2075,36.713
288,low_variant,2075,36.122
288,medium_variant,2075,31.636
288,momentum,2075,34.256
288,no_change,2075,22.497
288,zero_migration,2075,31.748
288,constant_fertility,2080,22.339
288,constant_mortality,2080,32.378
288,high_variant,2080,28.753
288,instant_replacement,2080,37.332
288,low_variant,2080,37.466
288,medium_variant,2080,32.635
288,momentum,2080,34.456
288,no_change,2080,22.51
288,zero_migration,2080,32.734
288,constant_fertility,2085,22.385
288,constant_mortality,2085,33.191
288,high_variant,2085,29.49
288,instant_replacement,2085,37.758
288,low_variant,2085,38.803
288,medium_variant,2085,33.617
288,momentum,2085,34.362
288,no_change,2085,22.518
288,zero_migration,2085,33.704
288,constant_fertility,2090,22.434
288,constant_mortality,2090,33.945
288,high_variant,2090,30.223
288,instant_replacement,2090,37.876
288,low_variant,2090,40.108
288,medium_variant,2090,34.57
288,momentum,2090,34.074
288,no_change,2090,22.524
288,zero_migration,2090,34.647
288,constant_fertility,2095,22.49
288,constant_mortality,2095,34.643
288,high_variant,2095,30.962
288,instant_replacement,2095,37.852
288,low_variant,2095,41.319
288,medium_variant,2095,35.503
288,momentum,2095,33.924
288,no_change,2095,22.531
288,zero_migration,2095,35.574
288,constant_fertility,2100,22.551
288,constant_mortality,2100,35.311
288,high_variant,2100,31.673
288,instant_replacement,2100,37.981
288,low_variant,2100,42.475
288,medium_variant,2100,36.424
288,momentum,2100,33.99
288,no_change,2100,22.539
288,zero_migration,2100,36.487
