country,variant,year,medianageofpopulation
442,estimates,1950,35
442,estimates,1955,35.658
442,estimates,1960,35.153
442,estimates,1965,35.256
442,estimates,1970,35.374
442,estimates,1975,35.008
442,estimates,1980,34.971
442,estimates,1985,35.843
442,estimates,1990,36.413
442,estimates,1995,36.704
442,estimates,2000,37.291
442,estimates,2005,38.518
442,estimates,2010,38.914
442,constant_fertility,2015,39.274
442,constant_mortality,2015,39.274
442,estimates,2015,39.274
442,high_variant,2015,39.274
442,instant_replacement,2015,39.274
442,low_variant,2015,39.274
442,medium_variant,2015,39.274
442,momentum,2015,39.274
442,no_change,2015,39.274
442,zero_migration,2015,39.274
442,constant_fertility,2020,39.72
442,constant_mortality,2020,39.579
442,high_variant,2020,39.376
442,instant_replacement,2020,39.134
442,low_variant,2020,39.933
442,medium_variant,2020,39.654
442,momentum,2020,40.534
442,no_change,2020,39.645
442,zero_migration,2020,41.176
442,constant_fertility,2025,40.491
442,constant_mortality,2025,40.106
442,high_variant,2025,39.577
442,instant_replacement,2025,39.295
442,low_variant,2025,41.035
442,medium_variant,2025,40.314
442,momentum,2025,41.996
442,no_change,2025,40.282
442,zero_migration,2025,43.201
442,constant_fertility,2030,41.36
442,constant_mortality,2030,40.613
442,high_variant,2030,39.706
442,instant_replacement,2030,39.547
442,low_variant,2030,42.348
442,medium_variant,2030,41.026
442,momentum,2030,43.334
442,no_change,2030,40.947
442,zero_migration,2030,45.327
442,constant_fertility,2035,42.16
442,constant_mortality,2035,40.992
442,high_variant,2035,39.777
442,instant_replacement,2035,39.765
442,low_variant,2035,43.528
442,medium_variant,2035,41.651
442,momentum,2035,44.309
442,no_change,2035,41.502
442,zero_migration,2035,47.116
442,constant_fertility,2040,42.916
442,constant_mortality,2040,41.301
442,high_variant,2040,39.831
442,instant_replacement,2040,39.977
442,low_variant,2040,44.608
442,medium_variant,2040,42.226
442,momentum,2040,44.744
442,no_change,2040,41.992
442,zero_migration,2040,48.62
442,constant_fertility,2045,43.555
442,constant_mortality,2045,41.373
442,high_variant,2045,39.56
442,instant_replacement,2045,39.872
442,low_variant,2045,45.647
442,medium_variant,2045,42.631
442,momentum,2045,44.545
442,no_change,2045,42.298
442,zero_migration,2045,49.677
442,constant_fertility,2050,43.959
442,constant_mortality,2050,41.149
442,high_variant,2050,38.911
442,instant_replacement,2050,39.369
442,low_variant,2050,46.494
442,medium_variant,2050,42.757
442,momentum,2050,43.446
442,no_change,2050,42.352
442,zero_migration,2050,50.264
442,constant_fertility,2055,44.24
442,constant_mortality,2055,40.907
442,high_variant,2055,38.343
442,instant_replacement,2055,38.991
442,low_variant,2055,47.248
442,medium_variant,2055,42.768
442,momentum,2055,41.975
442,no_change,2055,42.381
442,zero_migration,2055,50.297
442,constant_fertility,2060,44.623
442,constant_mortality,2060,40.863
442,high_variant,2060,38.223
442,instant_replacement,2060,39.358
442,low_variant,2060,48.051
442,medium_variant,2060,42.895
442,momentum,2060,41.692
442,no_change,2060,42.546
442,zero_migration,2060,50.054
442,constant_fertility,2065,45.148
442,constant_mortality,2065,40.925
442,high_variant,2065,38.307
442,instant_replacement,2065,39.734
442,low_variant,2065,48.915
442,medium_variant,2065,43.178
442,momentum,2065,41.808
442,no_change,2065,42.808
442,zero_migration,2065,50.084
442,constant_fertility,2070,45.725
442,constant_mortality,2070,41.027
442,high_variant,2070,38.496
442,instant_replacement,2070,40.112
442,low_variant,2070,49.665
442,medium_variant,2070,43.536
442,momentum,2070,41.703
442,no_change,2070,43.089
442,zero_migration,2070,50.311
442,constant_fertility,2075,46.31
442,constant_mortality,2075,41.136
442,high_variant,2075,38.658
442,instant_replacement,2075,40.448
442,low_variant,2075,50.258
442,medium_variant,2075,43.923
442,momentum,2075,41.335
442,no_change,2075,43.356
442,zero_migration,2075,50.424
442,constant_fertility,2080,46.879
442,constant_mortality,2080,41.232
442,high_variant,2080,38.762
442,instant_replacement,2080,40.709
442,low_variant,2080,50.704
442,medium_variant,2080,44.304
442,momentum,2080,40.806
442,no_change,2080,43.605
442,zero_migration,2080,50.35
442,constant_fertility,2085,47.443
442,constant_mortality,2085,41.328
442,high_variant,2085,38.87
442,instant_replacement,2085,40.966
442,low_variant,2085,51.203
442,medium_variant,2085,44.673
442,momentum,2085,40.406
442,no_change,2085,43.847
442,zero_migration,2085,50.204
442,constant_fertility,2090,48.024
442,constant_mortality,2090,41.465
442,high_variant,2090,39.09
442,instant_replacement,2090,41.357
442,low_variant,2090,51.759
442,medium_variant,2090,45.061
442,momentum,2090,40.421
442,no_change,2090,44.107
442,zero_migration,2090,50.142
442,constant_fertility,2095,48.641
442,constant_mortality,2095,41.661
442,high_variant,2095,39.462
442,instant_replacement,2095,41.921
442,low_variant,2095,52.354
442,medium_variant,2095,45.516
442,momentum,2095,40.755
442,no_change,2095,44.406
442,zero_migration,2095,50.279
442,constant_fertility,2100,49.312
442,constant_mortality,2100,41.893
442,high_variant,2100,39.951
442,instant_replacement,2100,42.593
442,low_variant,2100,52.974
442,medium_variant,2100,46.052
442,momentum,2100,41.088
442,no_change,2100,44.725
442,zero_migration,2100,50.624
