country,variant,year,medianageofpopulation
732,estimates,1950,18.665
732,estimates,1955,20.051
732,estimates,1960,20.832
732,estimates,1965,21.064
732,estimates,1970,20.182
732,estimates,1975,16.746
732,estimates,1980,21.224
732,estimates,1985,21.417
732,estimates,1990,21.14
732,estimates,1995,21.159
732,estimates,2000,22.299
732,estimates,2005,24.241
732,estimates,2010,25.538
732,constant_fertility,2015,26.759
732,constant_mortality,2015,26.759
732,estimates,2015,26.759
732,high_variant,2015,26.759
732,instant_replacement,2015,26.759
732,low_variant,2015,26.759
732,medium_variant,2015,26.759
732,momentum,2015,26.759
732,no_change,2015,26.759
732,zero_migration,2015,26.759
732,constant_fertility,2020,28.231
732,constant_mortality,2020,28.414
732,high_variant,2020,28.163
732,instant_replacement,2020,28.71
732,low_variant,2020,28.685
732,medium_variant,2020,28.424
732,momentum,2020,28.915
732,no_change,2020,28.222
732,zero_migration,2020,28.652
732,constant_fertility,2025,29.432
732,constant_mortality,2025,29.955
732,high_variant,2025,29.29
732,instant_replacement,2025,30.409
732,low_variant,2025,30.661
732,medium_variant,2025,29.998
732,momentum,2025,30.782
732,no_change,2025,29.394
732,zero_migration,2025,30.449
732,constant_fertility,2030,30.295
732,constant_mortality,2030,31.227
732,high_variant,2030,30.117
732,instant_replacement,2030,31.764
732,low_variant,2030,32.541
732,medium_variant,2030,31.329
732,momentum,2030,32.225
732,no_change,2030,30.205
732,zero_migration,2030,31.986
732,constant_fertility,2035,30.954
732,constant_mortality,2035,32.388
732,high_variant,2035,30.858
732,instant_replacement,2035,32.928
732,low_variant,2035,34.311
732,medium_variant,2035,32.586
732,momentum,2035,33.352
732,no_change,2035,30.778
732,zero_migration,2035,33.414
732,constant_fertility,2040,31.423
732,constant_mortality,2040,33.428
732,high_variant,2040,31.508
732,instant_replacement,2040,33.934
732,low_variant,2040,35.994
732,medium_variant,2040,33.753
732,momentum,2040,34.242
732,no_change,2040,31.135
732,zero_migration,2040,34.717
732,constant_fertility,2045,31.861
732,constant_mortality,2045,34.375
732,high_variant,2045,32.17
732,instant_replacement,2045,34.825
732,low_variant,2045,37.607
732,medium_variant,2045,34.833
732,momentum,2045,35
732,no_change,2045,31.458
732,zero_migration,2045,35.989
732,constant_fertility,2050,32.265
732,constant_mortality,2050,35.39
732,high_variant,2050,32.859
732,instant_replacement,2050,35.828
732,low_variant,2050,39.218
732,medium_variant,2050,36.033
732,momentum,2050,35.971
732,no_change,2050,31.713
732,zero_migration,2050,37.391
732,constant_fertility,2055,32.634
732,constant_mortality,2055,36.263
732,high_variant,2055,33.568
732,instant_replacement,2055,36.425
732,low_variant,2055,40.996
732,medium_variant,2055,37.141
732,momentum,2055,36.274
732,no_change,2055,31.906
732,zero_migration,2055,38.756
732,constant_fertility,2060,32.945
732,constant_mortality,2060,37.026
732,high_variant,2060,34.27
732,instant_replacement,2060,36.929
732,low_variant,2060,42.585
732,medium_variant,2060,38.175
732,momentum,2060,36.331
732,no_change,2060,32.016
732,zero_migration,2060,39.987
732,constant_fertility,2065,33.183
732,constant_mortality,2065,37.669
732,high_variant,2065,34.933
732,instant_replacement,2065,37.411
732,low_variant,2065,44.013
732,medium_variant,2065,39.133
732,momentum,2065,36.297
732,no_change,2065,32.04
732,zero_migration,2065,41.022
732,constant_fertility,2070,33.362
732,constant_mortality,2070,38.192
732,high_variant,2070,35.462
732,instant_replacement,2070,37.858
732,low_variant,2070,45.265
732,medium_variant,2070,39.998
732,momentum,2070,36.226
732,no_change,2070,32.017
732,zero_migration,2070,41.876
732,constant_fertility,2075,33.529
732,constant_mortality,2075,38.614
732,high_variant,2075,35.91
732,instant_replacement,2075,38.29
732,low_variant,2075,46.312
732,medium_variant,2075,40.769
732,momentum,2075,36.205
732,no_change,2075,31.995
732,zero_migration,2075,42.602
732,constant_fertility,2080,33.72
732,constant_mortality,2080,38.965
732,high_variant,2080,36.329
732,instant_replacement,2080,38.718
732,low_variant,2080,47.285
732,medium_variant,2080,41.478
732,momentum,2080,36.253
732,no_change,2080,32.004
732,zero_migration,2080,43.267
732,constant_fertility,2085,33.948
732,constant_mortality,2085,39.275
732,high_variant,2085,36.761
732,instant_replacement,2085,39.141
732,low_variant,2085,48.218
732,medium_variant,2085,42.159
732,momentum,2085,36.311
732,no_change,2085,32.039
732,zero_migration,2085,43.947
732,constant_fertility,2090,34.204
732,constant_mortality,2090,39.541
732,high_variant,2090,37.22
732,instant_replacement,2090,39.555
732,low_variant,2090,49.121
732,medium_variant,2090,42.826
732,momentum,2090,36.315
732,no_change,2090,32.076
732,zero_migration,2090,44.671
732,constant_fertility,2095,34.464
732,constant_mortality,2095,39.749
732,high_variant,2095,37.68
732,instant_replacement,2095,39.95
732,low_variant,2095,49.989
732,medium_variant,2095,43.467
732,momentum,2095,36.266
732,no_change,2095,32.097
732,zero_migration,2095,45.376
732,constant_fertility,2100,34.709
732,constant_mortality,2100,39.884
732,high_variant,2100,38.1
732,instant_replacement,2100,40.344
732,low_variant,2100,50.759
732,medium_variant,2100,44.059
732,momentum,2100,36.22
732,no_change,2100,32.099
732,zero_migration,2100,45.967
