country,variant,year,medianageofpopulation
678,estimates,1950,24.535
678,estimates,1955,24.536
678,estimates,1960,24.554
678,estimates,1965,20.239
678,estimates,1970,16.305
678,estimates,1975,16.125
678,estimates,1980,16.312
678,estimates,1985,16.112
678,estimates,1990,16.007
678,estimates,1995,16.627
678,estimates,2000,17.285
678,estimates,2005,17.489
678,estimates,2010,17.789
678,constant_fertility,2015,18.068
678,constant_mortality,2015,18.068
678,estimates,2015,18.068
678,high_variant,2015,18.068
678,instant_replacement,2015,18.068
678,low_variant,2015,18.068
678,medium_variant,2015,18.068
678,momentum,2015,18.068
678,no_change,2015,18.068
678,zero_migration,2015,18.068
678,constant_fertility,2020,18.438
678,constant_mortality,2020,18.688
678,high_variant,2020,18.492
678,instant_replacement,2020,20.363
678,low_variant,2020,18.869
678,medium_variant,2020,18.681
678,momentum,2020,20.624
678,no_change,2020,18.447
678,zero_migration,2020,18.909
678,constant_fertility,2025,18.927
678,constant_mortality,2025,19.639
678,high_variant,2025,19.142
678,instant_replacement,2025,22.887
678,low_variant,2025,20.108
678,medium_variant,2025,19.617
678,momentum,2025,23.175
678,no_change,2025,18.952
678,zero_migration,2025,19.95
678,constant_fertility,2030,19.264
678,constant_mortality,2030,20.748
678,high_variant,2030,19.783
678,instant_replacement,2030,25.177
678,low_variant,2030,21.648
678,medium_variant,2030,20.703
678,momentum,2030,25.47
678,no_change,2030,19.315
678,zero_migration,2030,21.051
678,constant_fertility,2035,19.373
678,constant_mortality,2035,21.851
678,high_variant,2035,20.419
678,instant_replacement,2035,27.595
678,low_variant,2035,23.143
678,medium_variant,2035,21.783
678,momentum,2035,27.725
678,no_change,2035,19.45
678,zero_migration,2035,22.059
678,constant_fertility,2040,19.464
678,constant_mortality,2040,22.877
678,high_variant,2040,21.158
678,instant_replacement,2040,29.979
678,low_variant,2040,24.61
678,medium_variant,2040,22.79
678,momentum,2040,29.914
678,no_change,2040,19.558
678,zero_migration,2040,23.019
678,constant_fertility,2045,19.563
678,constant_mortality,2045,23.845
678,high_variant,2045,21.926
678,instant_replacement,2045,32.638
678,low_variant,2045,25.965
678,medium_variant,2045,23.746
678,momentum,2045,32.246
678,no_change,2045,19.671
678,zero_migration,2045,23.962
678,constant_fertility,2050,19.673
678,constant_mortality,2050,24.807
678,high_variant,2050,22.724
678,instant_replacement,2050,35.255
678,low_variant,2050,27.306
678,medium_variant,2050,24.703
678,momentum,2050,34.014
678,no_change,2050,19.796
678,zero_migration,2050,24.938
678,constant_fertility,2055,19.754
678,constant_mortality,2055,25.872
678,high_variant,2055,23.524
678,instant_replacement,2055,35.392
678,low_variant,2055,28.633
678,medium_variant,2055,25.76
678,momentum,2055,33.925
678,no_change,2055,19.893
678,zero_migration,2055,26.016
678,constant_fertility,2060,19.794
678,constant_mortality,2060,26.952
678,high_variant,2060,24.289
678,instant_replacement,2060,35.798
678,low_variant,2060,29.966
678,medium_variant,2060,26.85
678,momentum,2060,34.301
678,no_change,2060,19.945
678,zero_migration,2060,27.074
678,constant_fertility,2065,19.81
678,constant_mortality,2065,28.008
678,high_variant,2065,25.03
678,instant_replacement,2065,36.614
678,low_variant,2065,31.438
678,medium_variant,2065,27.92
678,momentum,2065,34.949
678,no_change,2065,19.971
678,zero_migration,2065,28.094
678,constant_fertility,2070,19.823
678,constant_mortality,2070,29.03
678,high_variant,2070,25.836
678,instant_replacement,2070,37.547
678,low_variant,2070,32.89
678,medium_variant,2070,28.966
678,momentum,2070,35.695
678,no_change,2070,19.989
678,zero_migration,2070,29.082
678,constant_fertility,2075,19.841
678,constant_mortality,2075,30.014
678,high_variant,2075,26.63
678,instant_replacement,2075,38.432
678,low_variant,2075,34.317
678,medium_variant,2075,29.99
678,momentum,2075,36.212
678,no_change,2075,20.01
678,zero_migration,2075,30.049
678,constant_fertility,2080,19.869
678,constant_mortality,2080,30.992
678,high_variant,2080,27.41
678,instant_replacement,2080,39.099
678,low_variant,2080,35.722
678,medium_variant,2080,31.035
678,momentum,2080,36.432
678,no_change,2080,20.038
678,zero_migration,2080,31.036
678,constant_fertility,2085,19.899
678,constant_mortality,2085,31.904
678,high_variant,2085,28.164
678,instant_replacement,2085,39.422
678,low_variant,2085,37.065
678,medium_variant,2085,32.035
678,momentum,2085,36.418
678,no_change,2085,20.063
678,zero_migration,2085,31.987
678,constant_fertility,2090,19.927
678,constant_mortality,2090,32.759
678,high_variant,2090,28.897
678,instant_replacement,2090,39.491
678,low_variant,2090,38.343
678,medium_variant,2090,32.998
678,momentum,2090,36.266
678,no_change,2090,20.082
678,zero_migration,2090,32.913
678,constant_fertility,2095,19.954
678,constant_mortality,2095,33.568
678,high_variant,2095,29.614
678,instant_replacement,2095,39.401
678,low_variant,2095,39.566
678,medium_variant,2095,33.928
678,momentum,2095,36.072
678,no_change,2095,20.095
678,zero_migration,2095,33.821
678,constant_fertility,2100,19.984
678,constant_mortality,2100,34.347
678,high_variant,2100,30.34
678,instant_replacement,2100,39.289
678,low_variant,2100,40.755
678,medium_variant,2100,34.847
678,momentum,2100,35.978
678,no_change,2100,20.106
678,zero_migration,2100,34.726
