country,variant,year,medianageofpopulation
818,estimates,1950,20.609
818,estimates,1955,20.749
818,estimates,1960,19.883
818,estimates,1965,18.969
818,estimates,1970,19.011
818,estimates,1975,19.159
818,estimates,1980,19.353
818,estimates,1985,19.472
818,estimates,1990,19.627
818,estimates,1995,20.066
818,estimates,2000,21.248
818,estimates,2005,22.562
818,estimates,2010,23.856
818,constant_fertility,2015,24.678
818,constant_mortality,2015,24.678
818,estimates,2015,24.678
818,high_variant,2015,24.678
818,instant_replacement,2015,24.678
818,low_variant,2015,24.678
818,medium_variant,2015,24.678
818,momentum,2015,24.678
818,no_change,2015,24.678
818,zero_migration,2015,24.678
818,constant_fertility,2020,25.033
818,constant_mortality,2020,25.291
818,high_variant,2020,25.002
818,instant_replacement,2020,26.553
818,low_variant,2020,25.605
818,medium_variant,2020,25.304
818,momentum,2020,26.419
818,no_change,2020,25.021
818,zero_migration,2020,25.23
818,constant_fertility,2025,25.068
818,constant_mortality,2025,25.814
818,high_variant,2025,25.056
818,instant_replacement,2025,28.241
818,low_variant,2025,26.694
818,medium_variant,2025,25.875
818,momentum,2025,27.926
818,no_change,2025,25.012
818,zero_migration,2025,25.749
818,constant_fertility,2030,25.202
818,constant_mortality,2030,26.499
818,high_variant,2030,25.275
818,instant_replacement,2030,29.64
818,low_variant,2030,27.99
818,medium_variant,2030,26.632
818,momentum,2030,29.194
818,no_change,2030,25.078
818,zero_migration,2030,26.476
818,constant_fertility,2035,25.283
818,constant_mortality,2035,27.216
818,high_variant,2035,25.582
818,instant_replacement,2035,31.01
818,low_variant,2035,29.293
818,medium_variant,2035,27.44
818,momentum,2035,30.339
818,no_change,2035,25.077
818,zero_migration,2035,27.25
818,constant_fertility,2040,25.859
818,constant_mortality,2040,28.215
818,high_variant,2040,26.417
818,instant_replacement,2040,32.469
818,low_variant,2040,30.706
818,medium_variant,2040,28.498
818,momentum,2040,31.601
818,no_change,2040,25.599
818,zero_migration,2040,28.302
818,constant_fertility,2045,26.214
818,constant_mortality,2045,29.505
818,high_variant,2045,27.24
818,instant_replacement,2045,34.241
818,low_variant,2045,32.721
818,medium_variant,2045,29.936
818,momentum,2045,33.296
818,no_change,2045,25.838
818,zero_migration,2045,29.675
818,constant_fertility,2050,26.33
818,constant_mortality,2050,30.612
818,high_variant,2050,27.963
818,instant_replacement,2050,36.501
818,low_variant,2050,34.911
818,medium_variant,2050,31.232
818,momentum,2050,35.245
818,no_change,2050,25.809
818,zero_migration,2050,30.919
818,constant_fertility,2055,26.294
818,constant_mortality,2055,31.505
818,high_variant,2055,28.596
818,instant_replacement,2055,37.922
818,low_variant,2055,36.809
818,medium_variant,2055,32.377
818,momentum,2055,35.572
818,no_change,2055,25.625
818,zero_migration,2055,32.031
818,constant_fertility,2060,26.274
818,constant_mortality,2060,32.25
818,high_variant,2060,29.201
818,instant_replacement,2060,38.323
818,low_variant,2060,38.555
818,medium_variant,2060,33.386
818,momentum,2060,35.659
818,no_change,2060,25.49
818,zero_migration,2060,33.042
818,constant_fertility,2065,26.357
818,constant_mortality,2065,32.963
818,high_variant,2065,29.835
818,instant_replacement,2065,38.667
818,low_variant,2065,40.068
818,medium_variant,2065,34.317
818,momentum,2065,35.768
818,no_change,2065,25.481
818,zero_migration,2065,34.003
818,constant_fertility,2070,26.486
818,constant_mortality,2070,33.765
818,high_variant,2070,30.634
818,instant_replacement,2070,39.148
818,low_variant,2070,41.377
818,medium_variant,2070,35.341
818,momentum,2070,36.118
818,no_change,2070,25.511
818,zero_migration,2070,35.032
818,constant_fertility,2075,26.599
818,constant_mortality,2075,34.682
818,high_variant,2075,31.489
818,instant_replacement,2075,39.889
818,low_variant,2075,42.803
818,medium_variant,2075,36.533
818,momentum,2075,36.538
818,no_change,2075,25.51
818,zero_migration,2075,36.236
818,constant_fertility,2080,26.689
818,constant_mortality,2080,35.607
818,high_variant,2080,32.358
818,instant_replacement,2080,40.686
818,low_variant,2080,44.362
818,medium_variant,2080,37.769
818,momentum,2080,36.778
818,no_change,2080,25.475
818,zero_migration,2080,37.464
818,constant_fertility,2085,26.786
818,constant_mortality,2085,36.428
818,high_variant,2085,33.212
818,instant_replacement,2085,41.24
818,low_variant,2085,46.05
818,medium_variant,2085,39.006
818,momentum,2085,36.77
818,no_change,2085,25.443
818,zero_migration,2085,38.684
818,constant_fertility,2090,26.916
818,constant_mortality,2090,37.101
818,high_variant,2090,34.026
818,instant_replacement,2090,41.561
818,low_variant,2090,47.68
818,medium_variant,2090,40.181
818,momentum,2090,36.602
818,no_change,2090,25.44
818,zero_migration,2090,39.849
818,constant_fertility,2095,27.067
818,constant_mortality,2095,37.639
818,high_variant,2095,34.784
818,instant_replacement,2095,41.723
818,low_variant,2095,49.213
818,medium_variant,2095,41.229
818,momentum,2095,36.472
818,no_change,2095,25.453
818,zero_migration,2095,40.903
818,constant_fertility,2100,27.216
818,constant_mortality,2100,38.107
818,high_variant,2100,35.527
818,instant_replacement,2100,41.896
818,low_variant,2100,50.549
818,medium_variant,2100,42.179
818,momentum,2100,36.485
818,no_change,2100,25.458
818,zero_migration,2100,41.866
