variant,country,year,birthper1000population
estimates,512,1950,48.786
estimates,512,1951,48.877
estimates,512,1952,49.045
estimates,512,1953,49.183
estimates,512,1954,49.292
estimates,512,1955,49.37
estimates,512,1956,49.42
estimates,512,1957,49.44
estimates,512,1958,49.434
estimates,512,1959,49.401
estimates,512,1960,49.347
estimates,512,1961,49.272
estimates,512,1962,49.183
estimates,512,1963,49.082
estimates,512,1964,48.975
estimates,512,1965,48.855
estimates,512,1966,48.713
estimates,512,1967,48.55
estimates,512,1968,48.376
estimates,512,1969,48.209
estimates,512,1970,48.094
estimates,512,1971,48.085
estimates,512,1972,48.202
estimates,512,1973,48.443
estimates,512,1974,48.782
estimates,512,1975,49.173
estimates,512,1976,49.553
estimates,512,1977,49.85
estimates,512,1978,50.003
estimates,512,1979,49.973
estimates,512,1980,49.744
estimates,512,1981,49.322
estimates,512,1982,48.742
estimates,512,1983,48.027
estimates,512,1984,47.177
estimates,512,1985,46.163
estimates,512,1986,44.949
estimates,512,1987,43.525
estimates,512,1988,41.91
estimates,512,1989,40.143
estimates,512,1990,38.282
estimates,512,1991,36.395
estimates,512,1992,34.549
estimates,512,1993,32.803
estimates,512,1994,31.196
estimates,512,1995,29.743
estimates,512,1996,28.432
estimates,512,1997,27.225
estimates,512,1998,26.1
estimates,512,1999,25.063
estimates,512,2000,24.139
estimates,512,2001,23.358
estimates,512,2002,22.74
estimates,512,2003,22.287
estimates,512,2004,21.987
estimates,512,2005,21.829
estimates,512,2006,21.798
estimates,512,2007,21.849
estimates,512,2008,21.932
estimates,512,2009,21.996
estimates,512,2010,21.978
estimates,512,2011,21.818
estimates,512,2012,21.496
estimates,512,2013,21.009
estimates,512,2014,20.365
estimates,512,2015,19.591
medium_variant,512,2015,19.591
medium_variant,512,2016,18.732
medium_variant,512,2017,17.854
medium_variant,512,2018,17.01
medium_variant,512,2019,16.231
medium_variant,512,2020,15.533
medium_variant,512,2021,14.914
medium_variant,512,2022,14.35
medium_variant,512,2023,13.822
medium_variant,512,2024,13.329
medium_variant,512,2025,12.871
medium_variant,512,2026,12.448
medium_variant,512,2027,12.063
medium_variant,512,2028,11.716
medium_variant,512,2029,11.409
medium_variant,512,2030,11.143
medium_variant,512,2031,10.918
medium_variant,512,2032,10.735
medium_variant,512,2033,10.589
medium_variant,512,2034,10.478
medium_variant,512,2035,10.399
medium_variant,512,2036,10.349
medium_variant,512,2037,10.325
medium_variant,512,2038,10.32
medium_variant,512,2039,10.327
medium_variant,512,2040,10.34
medium_variant,512,2041,10.355
medium_variant,512,2042,10.367
medium_variant,512,2043,10.374
medium_variant,512,2044,10.371
medium_variant,512,2045,10.352
medium_variant,512,2046,10.316
medium_variant,512,2047,10.263
medium_variant,512,2048,10.194
medium_variant,512,2049,10.11
medium_variant,512,2050,10.011
medium_variant,512,2051,9.898
medium_variant,512,2052,9.772
medium_variant,512,2053,9.639
medium_variant,512,2054,9.502
medium_variant,512,2055,9.362
medium_variant,512,2056,9.224
medium_variant,512,2057,9.089
medium_variant,512,2058,8.958
medium_variant,512,2059,8.836
medium_variant,512,2060,8.725
medium_variant,512,2061,8.628
medium_variant,512,2062,8.543
medium_variant,512,2063,8.472
medium_variant,512,2064,8.415
medium_variant,512,2065,8.373
medium_variant,512,2066,8.345
medium_variant,512,2067,8.33
medium_variant,512,2068,8.327
medium_variant,512,2069,8.333
medium_variant,512,2070,8.346
medium_variant,512,2071,8.367
medium_variant,512,2072,8.392
medium_variant,512,2073,8.42
medium_variant,512,2074,8.449
medium_variant,512,2075,8.477
medium_variant,512,2076,8.501
medium_variant,512,2077,8.521
medium_variant,512,2078,8.536
medium_variant,512,2079,8.545
medium_variant,512,2080,8.548
medium_variant,512,2081,8.543
medium_variant,512,2082,8.532
medium_variant,512,2083,8.515
medium_variant,512,2084,8.494
medium_variant,512,2085,8.468
medium_variant,512,2086,8.439
medium_variant,512,2087,8.408
medium_variant,512,2088,8.376
medium_variant,512,2089,8.345
medium_variant,512,2090,8.317
medium_variant,512,2091,8.291
medium_variant,512,2092,8.27
medium_variant,512,2093,8.253
medium_variant,512,2094,8.241
medium_variant,512,2095,8.235
medium_variant,512,2096,8.234
medium_variant,512,2097,8.239
medium_variant,512,2098,8.249
medium_variant,512,2099,8.265
