variant,country,year,birthper1000population
estimates,442,1950,14.14
estimates,442,1951,14.305
estimates,442,1952,14.628
estimates,442,1953,14.935
estimates,442,1954,15.227
estimates,442,1955,15.501
estimates,442,1956,15.756
estimates,442,1957,15.989
estimates,442,1958,16.191
estimates,442,1959,16.351
estimates,442,1960,16.454
estimates,442,1961,16.486
estimates,442,1962,16.434
estimates,442,1963,16.288
estimates,442,1964,16.048
estimates,442,1965,15.713
estimates,442,1966,15.282
estimates,442,1967,14.776
estimates,442,1968,14.222
estimates,442,1969,13.647
estimates,442,1970,13.082
estimates,442,1971,12.554
estimates,442,1972,12.081
estimates,442,1973,11.68
estimates,442,1974,11.365
estimates,442,1975,11.146
estimates,442,1976,11.024
estimates,442,1977,10.984
estimates,442,1978,11.004
estimates,442,1979,11.07
estimates,442,1980,11.164
estimates,442,1981,11.264
estimates,442,1982,11.36
estimates,442,1983,11.445
estimates,442,1984,11.518
estimates,442,1985,11.59
estimates,442,1986,11.683
estimates,442,1987,11.814
estimates,442,1988,11.992
estimates,442,1989,12.209
estimates,442,1990,12.451
estimates,442,1991,12.697
estimates,442,1992,12.919
estimates,442,1993,13.095
estimates,442,1994,13.21
estimates,442,1995,13.25
estimates,442,1996,13.206
estimates,442,1997,13.09
estimates,442,1998,12.919
estimates,442,1999,12.705
estimates,442,2000,12.467
estimates,442,2001,12.227
estimates,442,2002,12.003
estimates,442,2003,11.808
estimates,442,2004,11.651
estimates,442,2005,11.534
estimates,442,2006,11.449
estimates,442,2007,11.382
estimates,442,2008,11.323
estimates,442,2009,11.269
estimates,442,2010,11.224
estimates,442,2011,11.196
estimates,442,2012,11.189
estimates,442,2013,11.206
estimates,442,2014,11.243
estimates,442,2015,11.292
medium_variant,442,2015,11.292
medium_variant,442,2016,11.344
medium_variant,442,2017,11.388
medium_variant,442,2018,11.416
medium_variant,442,2019,11.426
medium_variant,442,2020,11.417
medium_variant,442,2021,11.39
medium_variant,442,2022,11.354
medium_variant,442,2023,11.315
medium_variant,442,2024,11.275
medium_variant,442,2025,11.235
medium_variant,442,2026,11.196
medium_variant,442,2027,11.156
medium_variant,442,2028,11.116
medium_variant,442,2029,11.074
medium_variant,442,2030,11.031
medium_variant,442,2031,10.987
medium_variant,442,2032,10.942
medium_variant,442,2033,10.896
medium_variant,442,2034,10.851
medium_variant,442,2035,10.807
medium_variant,442,2036,10.765
medium_variant,442,2037,10.727
medium_variant,442,2038,10.693
medium_variant,442,2039,10.664
medium_variant,442,2040,10.641
medium_variant,442,2041,10.627
medium_variant,442,2042,10.62
medium_variant,442,2043,10.62
medium_variant,442,2044,10.626
medium_variant,442,2045,10.638
medium_variant,442,2046,10.656
medium_variant,442,2047,10.678
medium_variant,442,2048,10.702
medium_variant,442,2049,10.726
medium_variant,442,2050,10.749
medium_variant,442,2051,10.77
medium_variant,442,2052,10.787
medium_variant,442,2053,10.8
medium_variant,442,2054,10.809
medium_variant,442,2055,10.812
medium_variant,442,2056,10.81
medium_variant,442,2057,10.803
medium_variant,442,2058,10.793
medium_variant,442,2059,10.78
medium_variant,442,2060,10.764
medium_variant,442,2061,10.745
medium_variant,442,2062,10.724
medium_variant,442,2063,10.701
medium_variant,442,2064,10.677
medium_variant,442,2065,10.651
medium_variant,442,2066,10.625
medium_variant,442,2067,10.598
medium_variant,442,2068,10.571
medium_variant,442,2069,10.545
medium_variant,442,2070,10.52
medium_variant,442,2071,10.496
medium_variant,442,2072,10.473
medium_variant,442,2073,10.452
medium_variant,442,2074,10.432
medium_variant,442,2075,10.415
medium_variant,442,2076,10.399
medium_variant,442,2077,10.386
medium_variant,442,2078,10.375
medium_variant,442,2079,10.365
medium_variant,442,2080,10.356
medium_variant,442,2081,10.347
medium_variant,442,2082,10.338
medium_variant,442,2083,10.329
medium_variant,442,2084,10.318
medium_variant,442,2085,10.305
medium_variant,442,2086,10.292
medium_variant,442,2087,10.276
medium_variant,442,2088,10.26
medium_variant,442,2089,10.242
medium_variant,442,2090,10.223
medium_variant,442,2091,10.202
medium_variant,442,2092,10.179
medium_variant,442,2093,10.154
medium_variant,442,2094,10.128
medium_variant,442,2095,10.1
medium_variant,442,2096,10.069
medium_variant,442,2097,10.037
medium_variant,442,2098,10.002
medium_variant,442,2099,9.966
