variant,country,year,birthper1000population
estimates,591,1950,41.09
estimates,591,1951,41.186
estimates,591,1952,41.361
estimates,591,1953,41.501
estimates,591,1954,41.606
estimates,591,1955,41.675
estimates,591,1956,41.708
estimates,591,1957,41.704
estimates,591,1958,41.66
estimates,591,1959,41.573
estimates,591,1960,41.439
estimates,591,1961,41.253
estimates,591,1962,41.013
estimates,591,1963,40.718
estimates,591,1964,40.371
estimates,591,1965,39.979
estimates,591,1966,39.552
estimates,591,1967,39.096
estimates,591,1968,38.619
estimates,591,1969,38.121
estimates,591,1970,37.596
estimates,591,1971,37.034
estimates,591,1972,36.426
estimates,591,1973,35.773
estimates,591,1974,35.081
estimates,591,1975,34.363
estimates,591,1976,33.632
estimates,591,1977,32.906
estimates,591,1978,32.201
estimates,591,1979,31.529
estimates,591,1980,30.898
estimates,591,1981,30.314
estimates,591,1982,29.77
estimates,591,1983,29.261
estimates,591,1984,28.783
estimates,591,1985,28.331
estimates,591,1986,27.895
estimates,591,1987,27.471
estimates,591,1988,27.054
estimates,591,1989,26.645
estimates,591,1990,26.253
estimates,591,1991,25.889
estimates,591,1992,25.56
estimates,591,1993,25.27
estimates,591,1994,25.014
estimates,591,1995,24.779
estimates,591,1996,24.548
estimates,591,1997,24.306
estimates,591,1998,24.043
estimates,591,1999,23.756
estimates,591,2000,23.451
estimates,591,2001,23.137
estimates,591,2002,22.83
estimates,591,2003,22.542
estimates,591,2004,22.277
estimates,591,2005,22.039
estimates,591,2006,21.828
estimates,591,2007,21.638
estimates,591,2008,21.459
estimates,591,2009,21.284
estimates,591,2010,21.102
estimates,591,2011,20.901
estimates,591,2012,20.676
estimates,591,2013,20.424
estimates,591,2014,20.146
estimates,591,2015,19.846
medium_variant,591,2015,19.846
medium_variant,591,2016,19.533
medium_variant,591,2017,19.218
medium_variant,591,2018,18.912
medium_variant,591,2019,18.619
medium_variant,591,2020,18.344
medium_variant,591,2021,18.085
medium_variant,591,2022,17.84
medium_variant,591,2023,17.604
medium_variant,591,2024,17.376
medium_variant,591,2025,17.156
medium_variant,591,2026,16.942
medium_variant,591,2027,16.733
medium_variant,591,2028,16.529
medium_variant,591,2029,16.33
medium_variant,591,2030,16.133
medium_variant,591,2031,15.939
medium_variant,591,2032,15.748
medium_variant,591,2033,15.56
medium_variant,591,2034,15.376
medium_variant,591,2035,15.195
medium_variant,591,2036,15.018
medium_variant,591,2037,14.845
medium_variant,591,2038,14.677
medium_variant,591,2039,14.513
medium_variant,591,2040,14.352
medium_variant,591,2041,14.196
medium_variant,591,2042,14.042
medium_variant,591,2043,13.891
medium_variant,591,2044,13.742
medium_variant,591,2045,13.596
medium_variant,591,2046,13.452
medium_variant,591,2047,13.311
medium_variant,591,2048,13.172
medium_variant,591,2049,13.037
medium_variant,591,2050,12.905
medium_variant,591,2051,12.777
medium_variant,591,2052,12.653
medium_variant,591,2053,12.533
medium_variant,591,2054,12.417
medium_variant,591,2055,12.305
medium_variant,591,2056,12.198
medium_variant,591,2057,12.096
medium_variant,591,2058,11.997
medium_variant,591,2059,11.902
medium_variant,591,2060,11.811
medium_variant,591,2061,11.722
medium_variant,591,2062,11.636
medium_variant,591,2063,11.552
medium_variant,591,2064,11.469
medium_variant,591,2065,11.388
medium_variant,591,2066,11.308
medium_variant,591,2067,11.231
medium_variant,591,2068,11.156
medium_variant,591,2069,11.083
medium_variant,591,2070,11.013
medium_variant,591,2071,10.944
medium_variant,591,2072,10.878
medium_variant,591,2073,10.813
medium_variant,591,2074,10.75
medium_variant,591,2075,10.688
medium_variant,591,2076,10.628
medium_variant,591,2077,10.569
medium_variant,591,2078,10.512
medium_variant,591,2079,10.456
medium_variant,591,2080,10.401
medium_variant,591,2081,10.347
medium_variant,591,2082,10.295
medium_variant,591,2083,10.245
medium_variant,591,2084,10.196
medium_variant,591,2085,10.148
medium_variant,591,2086,10.102
medium_variant,591,2087,10.058
medium_variant,591,2088,10.014
medium_variant,591,2089,9.972
medium_variant,591,2090,9.932
medium_variant,591,2091,9.892
medium_variant,591,2092,9.854
medium_variant,591,2093,9.816
medium_variant,591,2094,9.78
medium_variant,591,2095,9.745
medium_variant,591,2096,9.711
medium_variant,591,2097,9.678
medium_variant,591,2098,9.646
medium_variant,591,2099,9.616
