variant,country,year,birthper1000population
estimates,446,1950,35.583
estimates,446,1951,35.964
estimates,446,1952,36.571
estimates,446,1953,36.871
estimates,446,1954,36.863
estimates,446,1955,36.546
estimates,446,1956,35.919
estimates,446,1957,34.988
estimates,446,1958,33.761
estimates,446,1959,32.245
estimates,446,1960,30.459
estimates,446,1961,28.435
estimates,446,1962,26.221
estimates,446,1963,23.892
estimates,446,1964,21.537
estimates,446,1965,19.265
estimates,446,1966,17.175
estimates,446,1967,15.325
estimates,446,1968,13.76
estimates,446,1969,12.513
estimates,446,1970,11.569
estimates,446,1971,10.868
estimates,446,1972,10.34
estimates,446,1973,9.95
estimates,446,1974,9.714
estimates,446,1975,9.735
estimates,446,1976,10.152
estimates,446,1977,11.032
estimates,446,1978,12.369
estimates,446,1979,14.078
estimates,446,1980,16.016
estimates,446,1981,18.004
estimates,446,1982,19.837
estimates,446,1983,21.339
estimates,446,1984,22.4
estimates,446,1985,22.923
estimates,446,1986,22.874
estimates,446,1987,22.353
estimates,446,1988,21.477
estimates,446,1989,20.324
estimates,446,1990,18.995
estimates,446,1991,17.598
estimates,446,1992,16.221
estimates,446,1993,14.938
estimates,446,1994,13.802
estimates,446,1995,12.818
estimates,446,1996,11.952
estimates,446,1997,11.138
estimates,446,1998,10.335
estimates,446,1999,9.556
estimates,446,2000,8.833
estimates,446,2001,8.215
estimates,446,2002,7.749
estimates,446,2003,7.465
estimates,446,2004,7.371
estimates,446,2005,7.471
estimates,446,2006,7.757
estimates,446,2007,8.185
estimates,446,2008,8.705
estimates,446,2009,9.277
estimates,446,2010,9.858
estimates,446,2011,10.416
estimates,446,2012,10.928
estimates,446,2013,11.374
estimates,446,2014,11.734
estimates,446,2015,11.992
medium_variant,446,2015,11.992
medium_variant,446,2016,12.146
medium_variant,446,2017,12.213
medium_variant,446,2018,12.211
medium_variant,446,2019,12.149
medium_variant,446,2020,12.032
medium_variant,446,2021,11.867
medium_variant,446,2022,11.662
medium_variant,446,2023,11.426
medium_variant,446,2024,11.17
medium_variant,446,2025,10.902
medium_variant,446,2026,10.626
medium_variant,446,2027,10.344
medium_variant,446,2028,10.061
medium_variant,446,2029,9.788
medium_variant,446,2030,9.532
medium_variant,446,2031,9.301
medium_variant,446,2032,9.098
medium_variant,446,2033,8.926
medium_variant,446,2034,8.789
medium_variant,446,2035,8.692
medium_variant,446,2036,8.637
medium_variant,446,2037,8.62
medium_variant,446,2038,8.636
medium_variant,446,2039,8.683
medium_variant,446,2040,8.756
medium_variant,446,2041,8.855
medium_variant,446,2042,8.973
medium_variant,446,2043,9.105
medium_variant,446,2044,9.245
medium_variant,446,2045,9.386
medium_variant,446,2046,9.525
medium_variant,446,2047,9.659
medium_variant,446,2048,9.785
medium_variant,446,2049,9.898
medium_variant,446,2050,9.994
medium_variant,446,2051,10.071
medium_variant,446,2052,10.128
medium_variant,446,2053,10.167
medium_variant,446,2054,10.189
medium_variant,446,2055,10.192
medium_variant,446,2056,10.178
medium_variant,446,2057,10.149
medium_variant,446,2058,10.109
medium_variant,446,2059,10.06
medium_variant,446,2060,10.006
medium_variant,446,2061,9.948
medium_variant,446,2062,9.889
medium_variant,446,2063,9.831
medium_variant,446,2064,9.777
medium_variant,446,2065,9.729
medium_variant,446,2066,9.69
medium_variant,446,2067,9.659
medium_variant,446,2068,9.637
medium_variant,446,2069,9.625
medium_variant,446,2070,9.623
medium_variant,446,2071,9.632
medium_variant,446,2072,9.651
medium_variant,446,2073,9.677
medium_variant,446,2074,9.71
medium_variant,446,2075,9.749
medium_variant,446,2076,9.793
medium_variant,446,2077,9.84
medium_variant,446,2078,9.888
medium_variant,446,2079,9.936
medium_variant,446,2080,9.981
medium_variant,446,2081,10.023
medium_variant,446,2082,10.06
medium_variant,446,2083,10.093
medium_variant,446,2084,10.12
medium_variant,446,2085,10.139
medium_variant,446,2086,10.152
medium_variant,446,2087,10.157
medium_variant,446,2088,10.156
medium_variant,446,2089,10.149
medium_variant,446,2090,10.136
medium_variant,446,2091,10.118
medium_variant,446,2092,10.095
medium_variant,446,2093,10.068
medium_variant,446,2094,10.036
medium_variant,446,2095,10.001
medium_variant,446,2096,9.962
medium_variant,446,2097,9.92
medium_variant,446,2098,9.874
medium_variant,446,2099,9.824
