variant,country,year,birthper1000population
estimates,480,1950,44.332
estimates,480,1951,44.021
estimates,480,1952,43.491
estimates,480,1953,43.144
estimates,480,1954,42.981
estimates,480,1955,42.994
estimates,480,1956,43.16
estimates,480,1957,43.447
estimates,480,1958,43.792
estimates,480,1959,44.087
estimates,480,1960,44.208
estimates,480,1961,44.032
estimates,480,1962,43.445
estimates,480,1963,42.389
estimates,480,1964,40.885
estimates,480,1965,39.006
estimates,480,1966,36.881
estimates,480,1967,34.701
estimates,480,1968,32.638
estimates,480,1969,30.801
estimates,480,1970,29.302
estimates,480,1971,28.211
estimates,480,1972,27.479
estimates,480,1973,27.024
estimates,480,1974,26.785
estimates,480,1975,26.629
estimates,480,1976,26.395
estimates,480,1977,25.969
estimates,480,1978,25.297
estimates,480,1979,24.383
estimates,480,1980,23.314
estimates,480,1981,22.239
estimates,480,1982,21.32
estimates,480,1983,20.67
estimates,480,1984,20.32
estimates,480,1985,20.25
estimates,480,1986,20.394
estimates,480,1987,20.622
estimates,480,1988,20.824
estimates,480,1989,20.943
estimates,480,1990,20.936
estimates,480,1991,20.784
estimates,480,1992,20.515
estimates,480,1993,20.162
estimates,480,1994,19.735
estimates,480,1995,19.261
estimates,480,1996,18.767
estimates,480,1997,18.279
estimates,480,1998,17.817
estimates,480,1999,17.385
estimates,480,2000,16.977
estimates,480,2001,16.572
estimates,480,2002,16.147
estimates,480,2003,15.685
estimates,480,2004,15.187
estimates,480,2005,14.656
estimates,480,2006,14.102
estimates,480,2007,13.544
estimates,480,2008,13.004
estimates,480,2009,12.497
estimates,480,2010,12.039
estimates,480,2011,11.644
estimates,480,2012,11.314
estimates,480,2013,11.047
estimates,480,2014,10.843
estimates,480,2015,10.696
medium_variant,480,2015,10.696
medium_variant,480,2016,10.601
medium_variant,480,2017,10.541
medium_variant,480,2018,10.506
medium_variant,480,2019,10.485
medium_variant,480,2020,10.472
medium_variant,480,2021,10.465
medium_variant,480,2022,10.466
medium_variant,480,2023,10.472
medium_variant,480,2024,10.48
medium_variant,480,2025,10.483
medium_variant,480,2026,10.477
medium_variant,480,2027,10.461
medium_variant,480,2028,10.432
medium_variant,480,2029,10.389
medium_variant,480,2030,10.331
medium_variant,480,2031,10.255
medium_variant,480,2032,10.166
medium_variant,480,2033,10.067
medium_variant,480,2034,9.958
medium_variant,480,2035,9.843
medium_variant,480,2036,9.723
medium_variant,480,2037,9.599
medium_variant,480,2038,9.475
medium_variant,480,2039,9.354
medium_variant,480,2040,9.238
medium_variant,480,2041,9.131
medium_variant,480,2042,9.034
medium_variant,480,2043,8.948
medium_variant,480,2044,8.875
medium_variant,480,2045,8.816
medium_variant,480,2046,8.775
medium_variant,480,2047,8.748
medium_variant,480,2048,8.737
medium_variant,480,2049,8.737
medium_variant,480,2050,8.75
medium_variant,480,2051,8.774
medium_variant,480,2052,8.806
medium_variant,480,2053,8.844
medium_variant,480,2054,8.884
medium_variant,480,2055,8.924
medium_variant,480,2056,8.962
medium_variant,480,2057,8.997
medium_variant,480,2058,9.028
medium_variant,480,2059,9.053
medium_variant,480,2060,9.07
medium_variant,480,2061,9.079
medium_variant,480,2062,9.081
medium_variant,480,2063,9.075
medium_variant,480,2064,9.063
medium_variant,480,2065,9.045
medium_variant,480,2066,9.021
medium_variant,480,2067,8.992
medium_variant,480,2068,8.959
medium_variant,480,2069,8.926
medium_variant,480,2070,8.892
medium_variant,480,2071,8.859
medium_variant,480,2072,8.829
medium_variant,480,2073,8.802
medium_variant,480,2074,8.78
medium_variant,480,2075,8.764
medium_variant,480,2076,8.755
medium_variant,480,2077,8.753
medium_variant,480,2078,8.757
medium_variant,480,2079,8.768
medium_variant,480,2080,8.785
medium_variant,480,2081,8.809
medium_variant,480,2082,8.838
medium_variant,480,2083,8.871
medium_variant,480,2084,8.907
medium_variant,480,2085,8.945
medium_variant,480,2086,8.984
medium_variant,480,2087,9.022
medium_variant,480,2088,9.059
medium_variant,480,2089,9.093
medium_variant,480,2090,9.124
medium_variant,480,2091,9.152
medium_variant,480,2092,9.175
medium_variant,480,2093,9.194
medium_variant,480,2094,9.209
medium_variant,480,2095,9.22
medium_variant,480,2096,9.227
medium_variant,480,2097,9.229
medium_variant,480,2098,9.227
medium_variant,480,2099,9.221
