variant,country,year,birthper1000population
estimates,583,1950,49.426
estimates,583,1951,49.029
estimates,583,1952,48.255
estimates,583,1953,47.52
estimates,583,1954,46.824
estimates,583,1955,46.167
estimates,583,1956,45.552
estimates,583,1957,44.98
estimates,583,1958,44.454
estimates,583,1959,43.981
estimates,583,1960,43.567
estimates,583,1961,43.218
estimates,583,1962,42.933
estimates,583,1963,42.706
estimates,583,1964,42.523
estimates,583,1965,42.357
estimates,583,1966,42.18
estimates,583,1967,41.968
estimates,583,1968,41.707
estimates,583,1969,41.391
estimates,583,1970,41.016
estimates,583,1971,40.585
estimates,583,1972,40.123
estimates,583,1973,39.66
estimates,583,1974,39.222
estimates,583,1975,38.861
estimates,583,1976,38.63
estimates,583,1977,38.543
estimates,583,1978,38.588
estimates,583,1979,38.732
estimates,583,1980,38.902
estimates,583,1981,39.005
estimates,583,1982,38.963
estimates,583,1983,38.728
estimates,583,1984,38.289
estimates,583,1985,37.666
estimates,583,1986,36.91
estimates,583,1987,36.106
estimates,583,1988,35.329
estimates,583,1989,34.617
estimates,583,1990,34.004
estimates,583,1991,33.505
estimates,583,1992,33.096
estimates,583,1993,32.748
estimates,583,1994,32.443
estimates,583,1995,32.149
estimates,583,1996,31.834
estimates,583,1997,31.468
estimates,583,1998,31.031
estimates,583,1999,30.513
estimates,583,2000,29.906
estimates,583,2001,29.21
estimates,583,2002,28.454
estimates,583,2003,27.67
estimates,583,2004,26.886
estimates,583,2005,26.139
estimates,583,2006,25.459
estimates,583,2007,24.869
estimates,583,2008,24.38
estimates,583,2009,24.004
estimates,583,2010,23.745
estimates,583,2011,23.598
estimates,583,2012,23.539
estimates,583,2013,23.539
estimates,583,2014,23.579
estimates,583,2015,23.64
medium_variant,583,2015,23.64
medium_variant,583,2016,23.708
medium_variant,583,2017,23.774
medium_variant,583,2018,23.827
medium_variant,583,2019,23.851
medium_variant,583,2020,23.839
medium_variant,583,2021,23.784
medium_variant,583,2022,23.691
medium_variant,583,2023,23.562
medium_variant,583,2024,23.394
medium_variant,583,2025,23.182
medium_variant,583,2026,22.924
medium_variant,583,2027,22.621
medium_variant,583,2028,22.277
medium_variant,583,2029,21.897
medium_variant,583,2030,21.486
medium_variant,583,2031,21.045
medium_variant,583,2032,20.583
medium_variant,583,2033,20.108
medium_variant,583,2034,19.633
medium_variant,583,2035,19.166
medium_variant,583,2036,18.715
medium_variant,583,2037,18.286
medium_variant,583,2038,17.884
medium_variant,583,2039,17.515
medium_variant,583,2040,17.186
medium_variant,583,2041,16.902
medium_variant,583,2042,16.658
medium_variant,583,2043,16.453
medium_variant,583,2044,16.282
medium_variant,583,2045,16.145
medium_variant,583,2046,16.038
medium_variant,583,2047,15.955
medium_variant,583,2048,15.89
medium_variant,583,2049,15.835
medium_variant,583,2050,15.783
medium_variant,583,2051,15.73
medium_variant,583,2052,15.672
medium_variant,583,2053,15.605
medium_variant,583,2054,15.524
medium_variant,583,2055,15.426
medium_variant,583,2056,15.307
medium_variant,583,2057,15.169
medium_variant,583,2058,15.012
medium_variant,583,2059,14.838
medium_variant,583,2060,14.647
medium_variant,583,2061,14.439
medium_variant,583,2062,14.218
medium_variant,583,2063,13.988
medium_variant,583,2064,13.754
medium_variant,583,2065,13.519
medium_variant,583,2066,13.288
medium_variant,583,2067,13.063
medium_variant,583,2068,12.848
medium_variant,583,2069,12.647
medium_variant,583,2070,12.464
medium_variant,583,2071,12.302
medium_variant,583,2072,12.161
medium_variant,583,2073,12.041
medium_variant,583,2074,11.941
medium_variant,583,2075,11.862
medium_variant,583,2076,11.804
medium_variant,583,2077,11.764
medium_variant,583,2078,11.739
medium_variant,583,2079,11.725
medium_variant,583,2080,11.72
medium_variant,583,2081,11.721
medium_variant,583,2082,11.725
medium_variant,583,2083,11.73
medium_variant,583,2084,11.732
medium_variant,583,2085,11.727
medium_variant,583,2086,11.714
medium_variant,583,2087,11.691
medium_variant,583,2088,11.658
medium_variant,583,2089,11.614
medium_variant,583,2090,11.558
medium_variant,583,2091,11.492
medium_variant,583,2092,11.415
medium_variant,583,2093,11.328
medium_variant,583,2094,11.233
medium_variant,583,2095,11.13
medium_variant,583,2096,11.018
medium_variant,583,2097,10.899
medium_variant,583,2098,10.771
medium_variant,583,2099,10.636
