variant,country,year,birthper1000population
estimates,296,1950,44.35
estimates,296,1951,44.868
estimates,296,1952,45.824
estimates,296,1953,46.619
estimates,296,1954,47.254
estimates,296,1955,47.727
estimates,296,1956,48.034
estimates,296,1957,48.171
estimates,296,1958,48.13
estimates,296,1959,47.896
estimates,296,1960,47.453
estimates,296,1961,46.791
estimates,296,1962,45.908
estimates,296,1963,44.82
estimates,296,1964,43.562
estimates,296,1965,42.156
estimates,296,1966,40.623
estimates,296,1967,39.019
estimates,296,1968,37.421
estimates,296,1969,35.914
estimates,296,1970,34.614
estimates,296,1971,33.635
estimates,296,1972,33.018
estimates,296,1973,32.768
estimates,296,1974,32.869
estimates,296,1975,33.266
estimates,296,1976,33.868
estimates,296,1977,34.55
estimates,296,1978,35.207
estimates,296,1979,35.775
estimates,296,1980,36.222
estimates,296,1981,36.552
estimates,296,1982,36.81
estimates,296,1983,37.026
estimates,296,1984,37.196
estimates,296,1985,37.311
estimates,296,1986,37.36
estimates,296,1987,37.333
estimates,296,1988,37.221
estimates,296,1989,37.019
estimates,296,1990,36.714
estimates,296,1991,36.289
estimates,296,1992,35.754
estimates,296,1993,35.127
estimates,296,1994,34.431
estimates,296,1995,33.7
estimates,296,1996,32.965
estimates,296,1997,32.26
estimates,296,1998,31.613
estimates,296,1999,31.048
estimates,296,2000,30.584
estimates,296,2001,30.228
estimates,296,2002,29.965
estimates,296,2003,29.775
estimates,296,2004,29.647
estimates,296,2005,29.571
estimates,296,2006,29.536
estimates,296,2007,29.526
estimates,296,2008,29.523
estimates,296,2009,29.508
estimates,296,2010,29.463
estimates,296,2011,29.375
estimates,296,2012,29.24
estimates,296,2013,29.058
estimates,296,2014,28.827
estimates,296,2015,28.547
medium_variant,296,2015,28.547
medium_variant,296,2016,28.224
medium_variant,296,2017,27.871
medium_variant,296,2018,27.498
medium_variant,296,2019,27.113
medium_variant,296,2020,26.719
medium_variant,296,2021,26.314
medium_variant,296,2022,25.9
medium_variant,296,2023,25.477
medium_variant,296,2024,25.053
medium_variant,296,2025,24.631
medium_variant,296,2026,24.217
medium_variant,296,2027,23.814
medium_variant,296,2028,23.43
medium_variant,296,2029,23.073
medium_variant,296,2030,22.752
medium_variant,296,2031,22.475
medium_variant,296,2032,22.243
medium_variant,296,2033,22.057
medium_variant,296,2034,21.914
medium_variant,296,2035,21.815
medium_variant,296,2036,21.758
medium_variant,296,2037,21.732
medium_variant,296,2038,21.727
medium_variant,296,2039,21.731
medium_variant,296,2040,21.735
medium_variant,296,2041,21.727
medium_variant,296,2042,21.702
medium_variant,296,2043,21.655
medium_variant,296,2044,21.581
medium_variant,296,2045,21.474
medium_variant,296,2046,21.333
medium_variant,296,2047,21.165
medium_variant,296,2048,20.974
medium_variant,296,2049,20.764
medium_variant,296,2050,20.537
medium_variant,296,2051,20.294
medium_variant,296,2052,20.04
medium_variant,296,2053,19.778
medium_variant,296,2054,19.514
medium_variant,296,2055,19.251
medium_variant,296,2056,18.993
medium_variant,296,2057,18.741
medium_variant,296,2058,18.499
medium_variant,296,2059,18.269
medium_variant,296,2060,18.055
medium_variant,296,2061,17.86
medium_variant,296,2062,17.684
medium_variant,296,2063,17.527
medium_variant,296,2064,17.387
medium_variant,296,2065,17.266
medium_variant,296,2066,17.164
medium_variant,296,2067,17.077
medium_variant,296,2068,17.002
medium_variant,296,2069,16.936
medium_variant,296,2070,16.876
medium_variant,296,2071,16.819
medium_variant,296,2072,16.763
medium_variant,296,2073,16.705
medium_variant,296,2074,16.641
medium_variant,296,2075,16.567
medium_variant,296,2076,16.482
medium_variant,296,2077,16.385
medium_variant,296,2078,16.275
medium_variant,296,2079,16.152
medium_variant,296,2080,16.017
medium_variant,296,2081,15.868
medium_variant,296,2082,15.71
medium_variant,296,2083,15.543
medium_variant,296,2084,15.372
medium_variant,296,2085,15.199
medium_variant,296,2086,15.025
medium_variant,296,2087,14.853
medium_variant,296,2088,14.684
medium_variant,296,2089,14.522
medium_variant,296,2090,14.368
medium_variant,296,2091,14.223
medium_variant,296,2092,14.088
medium_variant,296,2093,13.964
medium_variant,296,2094,13.85
medium_variant,296,2095,13.746
medium_variant,296,2096,13.653
medium_variant,296,2097,13.571
medium_variant,296,2098,13.499
medium_variant,296,2099,13.438
