variant,country,year,birthper1000population
estimates,762,1950,39.455
estimates,762,1951,40.373
estimates,762,1952,42.11
estimates,762,1953,43.647
estimates,762,1954,44.985
estimates,762,1955,46.122
estimates,762,1956,47.054
estimates,762,1957,47.78
estimates,762,1958,48.294
estimates,762,1959,48.586
estimates,762,1960,48.646
estimates,762,1961,48.472
estimates,762,1962,48.073
estimates,762,1963,47.477
estimates,762,1964,46.729
estimates,762,1965,45.895
estimates,762,1966,45.044
estimates,762,1967,44.232
estimates,762,1968,43.501
estimates,762,1969,42.88
estimates,762,1970,42.362
estimates,762,1971,41.914
estimates,762,1972,41.488
estimates,762,1973,41.061
estimates,762,1974,40.644
estimates,762,1975,40.279
estimates,762,1976,40.026
estimates,762,1977,39.927
estimates,762,1978,40.001
estimates,762,1979,40.239
estimates,762,1980,40.626
estimates,762,1981,41.134
estimates,762,1982,41.695
estimates,762,1983,42.232
estimates,762,1984,42.68
estimates,762,1985,42.956
estimates,762,1986,42.986
estimates,762,1987,42.751
estimates,762,1988,42.255
estimates,762,1989,41.511
estimates,762,1990,40.559
estimates,762,1991,39.46
estimates,762,1992,38.298
estimates,762,1993,37.145
estimates,762,1994,36.042
estimates,762,1995,34.998
estimates,762,1996,33.992
estimates,762,1997,32.994
estimates,762,1998,31.997
estimates,762,1999,31.03
estimates,762,2000,30.151
estimates,762,2001,29.427
estimates,762,2002,28.901
estimates,762,2003,28.593
estimates,762,2004,28.499
estimates,762,2005,28.598
estimates,762,2006,28.854
estimates,762,2007,29.193
estimates,762,2008,29.545
estimates,762,2009,29.857
estimates,762,2010,30.079
estimates,762,2011,30.175
estimates,762,2012,30.147
estimates,762,2013,29.998
estimates,762,2014,29.727
estimates,762,2015,29.337
medium_variant,762,2015,29.337
medium_variant,762,2016,28.842
medium_variant,762,2017,28.275
medium_variant,762,2018,27.668
medium_variant,762,2019,27.043
medium_variant,762,2020,26.417
medium_variant,762,2021,25.798
medium_variant,762,2022,25.188
medium_variant,762,2023,24.593
medium_variant,762,2024,24.027
medium_variant,762,2025,23.503
medium_variant,762,2026,23.031
medium_variant,762,2027,22.612
medium_variant,762,2028,22.248
medium_variant,762,2029,21.938
medium_variant,762,2030,21.684
medium_variant,762,2031,21.486
medium_variant,762,2032,21.335
medium_variant,762,2033,21.217
medium_variant,762,2034,21.125
medium_variant,762,2035,21.047
medium_variant,762,2036,20.976
medium_variant,762,2037,20.906
medium_variant,762,2038,20.828
medium_variant,762,2039,20.733
medium_variant,762,2040,20.613
medium_variant,762,2041,20.463
medium_variant,762,2042,20.282
medium_variant,762,2043,20.075
medium_variant,762,2044,19.84
medium_variant,762,2045,19.58
medium_variant,762,2046,19.297
medium_variant,762,2047,18.996
medium_variant,762,2048,18.686
medium_variant,762,2049,18.372
medium_variant,762,2050,18.061
medium_variant,762,2051,17.756
medium_variant,762,2052,17.46
medium_variant,762,2053,17.177
medium_variant,762,2054,16.91
medium_variant,762,2055,16.663
medium_variant,762,2056,16.438
medium_variant,762,2057,16.235
medium_variant,762,2058,16.052
medium_variant,762,2059,15.887
medium_variant,762,2060,15.74
medium_variant,762,2061,15.609
medium_variant,762,2062,15.49
medium_variant,762,2063,15.379
medium_variant,762,2064,15.274
medium_variant,762,2065,15.171
medium_variant,762,2066,15.068
medium_variant,762,2067,14.964
medium_variant,762,2068,14.856
medium_variant,762,2069,14.744
medium_variant,762,2070,14.625
medium_variant,762,2071,14.496
medium_variant,762,2072,14.359
medium_variant,762,2073,14.214
medium_variant,762,2074,14.062
medium_variant,762,2075,13.905
medium_variant,762,2076,13.743
medium_variant,762,2077,13.58
medium_variant,762,2078,13.417
medium_variant,762,2079,13.257
medium_variant,762,2080,13.101
medium_variant,762,2081,12.951
medium_variant,762,2082,12.806
medium_variant,762,2083,12.668
medium_variant,762,2084,12.536
medium_variant,762,2085,12.412
medium_variant,762,2086,12.297
medium_variant,762,2087,12.19
medium_variant,762,2088,12.091
medium_variant,762,2089,11.999
medium_variant,762,2090,11.914
medium_variant,762,2091,11.835
medium_variant,762,2092,11.76
medium_variant,762,2093,11.689
medium_variant,762,2094,11.622
medium_variant,762,2095,11.557
medium_variant,762,2096,11.495
medium_variant,762,2097,11.436
medium_variant,762,2098,11.379
medium_variant,762,2099,11.324
