variant,country,year,birthper1000population
estimates,705,1950,22.175
estimates,705,1951,21.829
estimates,705,1952,21.168
estimates,705,1953,20.574
estimates,705,1954,20.047
estimates,705,1955,19.585
estimates,705,1956,19.188
estimates,705,1957,18.852
estimates,705,1958,18.573
estimates,705,1959,18.342
estimates,705,1960,18.147
estimates,705,1961,17.978
estimates,705,1962,17.823
estimates,705,1963,17.672
estimates,705,1964,17.52
estimates,705,1965,17.368
estimates,705,1966,17.219
estimates,705,1967,17.085
estimates,705,1968,16.973
estimates,705,1969,16.883
estimates,705,1970,16.823
estimates,705,1971,16.799
estimates,705,1972,16.806
estimates,705,1973,16.832
estimates,705,1974,16.862
estimates,705,1975,16.875
estimates,705,1976,16.846
estimates,705,1977,16.757
estimates,705,1978,16.598
estimates,705,1979,16.364
estimates,705,1980,16.056
estimates,705,1981,15.687
estimates,705,1982,15.277
estimates,705,1983,14.842
estimates,705,1984,14.393
estimates,705,1985,13.926
estimates,705,1986,13.433
estimates,705,1987,12.911
estimates,705,1988,12.363
estimates,705,1989,11.804
estimates,705,1990,11.258
estimates,705,1991,10.751
estimates,705,1992,10.302
estimates,705,1993,9.926
estimates,705,1994,9.627
estimates,705,1995,9.4
estimates,705,1996,9.227
estimates,705,1997,9.087
estimates,705,1998,8.967
estimates,705,1999,8.866
estimates,705,2000,8.797
estimates,705,2001,8.784
estimates,705,2002,8.844
estimates,705,2003,8.978
estimates,705,2004,9.179
estimates,705,2005,9.427
estimates,705,2006,9.696
estimates,705,2007,9.956
estimates,705,2008,10.181
estimates,705,2009,10.354
estimates,705,2010,10.465
estimates,705,2011,10.514
estimates,705,2012,10.515
estimates,705,2013,10.481
estimates,705,2014,10.416
estimates,705,2015,10.324
medium_variant,705,2015,10.324
medium_variant,705,2016,10.209
medium_variant,705,2017,10.074
medium_variant,705,2018,9.924
medium_variant,705,2019,9.765
medium_variant,705,2020,9.603
medium_variant,705,2021,9.438
medium_variant,705,2022,9.273
medium_variant,705,2023,9.111
medium_variant,705,2024,8.957
medium_variant,705,2025,8.817
medium_variant,705,2026,8.692
medium_variant,705,2027,8.586
medium_variant,705,2028,8.5
medium_variant,705,2029,8.435
medium_variant,705,2030,8.396
medium_variant,705,2031,8.385
medium_variant,705,2032,8.399
medium_variant,705,2033,8.437
medium_variant,705,2034,8.495
medium_variant,705,2035,8.571
medium_variant,705,2036,8.664
medium_variant,705,2037,8.77
medium_variant,705,2038,8.883
medium_variant,705,2039,8.997
medium_variant,705,2040,9.108
medium_variant,705,2041,9.212
medium_variant,705,2042,9.306
medium_variant,705,2043,9.387
medium_variant,705,2044,9.453
medium_variant,705,2045,9.502
medium_variant,705,2046,9.53
medium_variant,705,2047,9.54
medium_variant,705,2048,9.535
medium_variant,705,2049,9.515
medium_variant,705,2050,9.482
medium_variant,705,2051,9.438
medium_variant,705,2052,9.384
medium_variant,705,2053,9.326
medium_variant,705,2054,9.265
medium_variant,705,2055,9.206
medium_variant,705,2056,9.151
medium_variant,705,2057,9.101
medium_variant,705,2058,9.058
medium_variant,705,2059,9.025
medium_variant,705,2060,9.004
medium_variant,705,2061,8.997
medium_variant,705,2062,9.003
medium_variant,705,2063,9.021
medium_variant,705,2064,9.051
medium_variant,705,2065,9.092
medium_variant,705,2066,9.145
medium_variant,705,2067,9.206
medium_variant,705,2068,9.274
medium_variant,705,2069,9.346
medium_variant,705,2070,9.42
medium_variant,705,2071,9.495
medium_variant,705,2072,9.568
medium_variant,705,2073,9.638
medium_variant,705,2074,9.702
medium_variant,705,2075,9.759
medium_variant,705,2076,9.805
medium_variant,705,2077,9.84
medium_variant,705,2078,9.865
medium_variant,705,2079,9.879
medium_variant,705,2080,9.88
medium_variant,705,2081,9.87
medium_variant,705,2082,9.85
medium_variant,705,2083,9.821
medium_variant,705,2084,9.785
medium_variant,705,2085,9.744
medium_variant,705,2086,9.698
medium_variant,705,2087,9.65
medium_variant,705,2088,9.602
medium_variant,705,2089,9.554
medium_variant,705,2090,9.509
medium_variant,705,2091,9.469
medium_variant,705,2092,9.433
medium_variant,705,2093,9.404
medium_variant,705,2094,9.381
medium_variant,705,2095,9.364
medium_variant,705,2096,9.354
medium_variant,705,2097,9.35
medium_variant,705,2098,9.354
medium_variant,705,2099,9.363
