variant,country,year,birthper1000population
estimates,388,1950,31.573
estimates,388,1951,32.328
estimates,388,1952,33.775
estimates,388,1953,35.093
estimates,388,1954,36.284
estimates,388,1955,37.346
estimates,388,1956,38.277
estimates,388,1957,39.075
estimates,388,1958,39.735
estimates,388,1959,40.249
estimates,388,1960,40.608
estimates,388,1961,40.802
estimates,388,1962,40.825
estimates,388,1963,40.673
estimates,388,1964,40.353
estimates,388,1965,39.856
estimates,388,1966,39.177
estimates,388,1967,38.334
estimates,388,1968,37.359
estimates,388,1969,36.295
estimates,388,1970,35.184
estimates,388,1971,34.067
estimates,388,1972,32.983
estimates,388,1973,31.971
estimates,388,1974,31.065
estimates,388,1975,30.307
estimates,388,1976,29.726
estimates,388,1977,29.307
estimates,388,1978,29.023
estimates,388,1979,28.846
estimates,388,1980,28.732
estimates,388,1981,28.626
estimates,388,1982,28.48
estimates,388,1983,28.26
estimates,388,1984,27.951
estimates,388,1985,27.554
estimates,388,1986,27.093
estimates,388,1987,26.609
estimates,388,1988,26.138
estimates,388,1989,25.694
estimates,388,1990,25.288
estimates,388,1991,24.927
estimates,388,1992,24.595
estimates,388,1993,24.279
estimates,388,1994,23.968
estimates,388,1995,23.641
estimates,388,1996,23.276
estimates,388,1997,22.861
estimates,388,1998,22.396
estimates,388,1999,21.886
estimates,388,2000,21.349
estimates,388,2001,20.813
estimates,388,2002,20.305
estimates,388,2003,19.845
estimates,388,2004,19.444
estimates,388,2005,19.1
estimates,388,2006,18.805
estimates,388,2007,18.538
estimates,388,2008,18.283
estimates,388,2009,18.035
estimates,388,2010,17.794
estimates,388,2011,17.566
estimates,388,2012,17.355
estimates,388,2013,17.162
estimates,388,2014,16.983
estimates,388,2015,16.809
medium_variant,388,2015,16.809
medium_variant,388,2016,16.629
medium_variant,388,2017,16.434
medium_variant,388,2018,16.217
medium_variant,388,2019,15.975
medium_variant,388,2020,15.707
medium_variant,388,2021,15.417
medium_variant,388,2022,15.112
medium_variant,388,2023,14.801
medium_variant,388,2024,14.487
medium_variant,388,2025,14.175
medium_variant,388,2026,13.866
medium_variant,388,2027,13.56
medium_variant,388,2028,13.258
medium_variant,388,2029,12.965
medium_variant,388,2030,12.681
medium_variant,388,2031,12.41
medium_variant,388,2032,12.15
medium_variant,388,2033,11.904
medium_variant,388,2034,11.673
medium_variant,388,2035,11.461
medium_variant,388,2036,11.268
medium_variant,388,2037,11.096
medium_variant,388,2038,10.943
medium_variant,388,2039,10.809
medium_variant,388,2040,10.693
medium_variant,388,2041,10.595
medium_variant,388,2042,10.513
medium_variant,388,2043,10.442
medium_variant,388,2044,10.38
medium_variant,388,2045,10.323
medium_variant,388,2046,10.271
medium_variant,388,2047,10.22
medium_variant,388,2048,10.17
medium_variant,388,2049,10.116
medium_variant,388,2050,10.057
medium_variant,388,2051,9.991
medium_variant,388,2052,9.918
medium_variant,388,2053,9.837
medium_variant,388,2054,9.749
medium_variant,388,2055,9.651
medium_variant,388,2056,9.544
medium_variant,388,2057,9.428
medium_variant,388,2058,9.306
medium_variant,388,2059,9.18
medium_variant,388,2060,9.052
medium_variant,388,2061,8.924
medium_variant,388,2062,8.799
medium_variant,388,2063,8.68
medium_variant,388,2064,8.568
medium_variant,388,2065,8.466
medium_variant,388,2066,8.374
medium_variant,388,2067,8.292
medium_variant,388,2068,8.218
medium_variant,388,2069,8.155
medium_variant,388,2070,8.101
medium_variant,388,2071,8.056
medium_variant,388,2072,8.022
medium_variant,388,2073,7.995
medium_variant,388,2074,7.975
medium_variant,388,2075,7.961
medium_variant,388,2076,7.951
medium_variant,388,2077,7.946
medium_variant,388,2078,7.942
medium_variant,388,2079,7.939
medium_variant,388,2080,7.934
medium_variant,388,2081,7.926
medium_variant,388,2082,7.916
medium_variant,388,2083,7.901
medium_variant,388,2084,7.883
medium_variant,388,2085,7.859
medium_variant,388,2086,7.829
medium_variant,388,2087,7.794
medium_variant,388,2088,7.755
medium_variant,388,2089,7.712
medium_variant,388,2090,7.667
medium_variant,388,2091,7.619
medium_variant,388,2092,7.57
medium_variant,388,2093,7.521
medium_variant,388,2094,7.471
medium_variant,388,2095,7.423
medium_variant,388,2096,7.374
medium_variant,388,2097,7.327
medium_variant,388,2098,7.28
medium_variant,388,2099,7.234
