variant,country,year,birthper1000population
estimates,854,1950,46.946
estimates,854,1951,47.013
estimates,854,1952,47.133
estimates,854,1953,47.226
estimates,854,1954,47.291
estimates,854,1955,47.33
estimates,854,1956,47.344
estimates,854,1957,47.336
estimates,854,1958,47.31
estimates,854,1959,47.275
estimates,854,1960,47.24
estimates,854,1961,47.215
estimates,854,1962,47.21
estimates,854,1963,47.229
estimates,854,1964,47.273
estimates,854,1965,47.332
estimates,854,1966,47.388
estimates,854,1967,47.429
estimates,854,1968,47.45
estimates,854,1969,47.456
estimates,854,1970,47.464
estimates,854,1971,47.502
estimates,854,1972,47.59
estimates,854,1973,47.734
estimates,854,1974,47.932
estimates,854,1975,48.169
estimates,854,1976,48.424
estimates,854,1977,48.668
estimates,854,1978,48.873
estimates,854,1979,49.022
estimates,854,1980,49.099
estimates,854,1981,49.092
estimates,854,1982,49.011
estimates,854,1983,48.871
estimates,854,1984,48.68
estimates,854,1985,48.457
estimates,854,1986,48.218
estimates,854,1987,47.982
estimates,854,1988,47.764
estimates,854,1989,47.574
estimates,854,1990,47.417
estimates,854,1991,47.296
estimates,854,1992,47.197
estimates,854,1993,47.109
estimates,854,1994,47.026
estimates,854,1995,46.939
estimates,854,1996,46.843
estimates,854,1997,46.732
estimates,854,1998,46.601
estimates,854,1999,46.442
estimates,854,2000,46.253
estimates,854,2001,46.031
estimates,854,2002,45.778
estimates,854,2003,45.495
estimates,854,2004,45.176
estimates,854,2005,44.817
estimates,854,2006,44.407
estimates,854,2007,43.946
estimates,854,2008,43.438
estimates,854,2009,42.89
estimates,854,2010,42.314
estimates,854,2011,41.721
estimates,854,2012,41.127
estimates,854,2013,40.543
estimates,854,2014,39.977
estimates,854,2015,39.436
medium_variant,854,2015,39.436
medium_variant,854,2016,38.92
medium_variant,854,2017,38.42
medium_variant,854,2018,37.934
medium_variant,854,2019,37.461
medium_variant,854,2020,37
medium_variant,854,2021,36.554
medium_variant,854,2022,36.122
medium_variant,854,2023,35.703
medium_variant,854,2024,35.296
medium_variant,854,2025,34.899
medium_variant,854,2026,34.51
medium_variant,854,2027,34.127
medium_variant,854,2028,33.747
medium_variant,854,2029,33.368
medium_variant,854,2030,32.99
medium_variant,854,2031,32.61
medium_variant,854,2032,32.231
medium_variant,854,2033,31.851
medium_variant,854,2034,31.471
medium_variant,854,2035,31.089
medium_variant,854,2036,30.707
medium_variant,854,2037,30.323
medium_variant,854,2038,29.939
medium_variant,854,2039,29.555
medium_variant,854,2040,29.172
medium_variant,854,2041,28.791
medium_variant,854,2042,28.412
medium_variant,854,2043,28.037
medium_variant,854,2044,27.667
medium_variant,854,2045,27.304
medium_variant,854,2046,26.949
medium_variant,854,2047,26.603
medium_variant,854,2048,26.266
medium_variant,854,2049,25.937
medium_variant,854,2050,25.617
medium_variant,854,2051,25.305
medium_variant,854,2052,24.998
medium_variant,854,2053,24.696
medium_variant,854,2054,24.398
medium_variant,854,2055,24.105
medium_variant,854,2056,23.819
medium_variant,854,2057,23.539
medium_variant,854,2058,23.266
medium_variant,854,2059,23
medium_variant,854,2060,22.741
medium_variant,854,2061,22.487
medium_variant,854,2062,22.238
medium_variant,854,2063,21.993
medium_variant,854,2064,21.751
medium_variant,854,2065,21.511
medium_variant,854,2066,21.273
medium_variant,854,2067,21.037
medium_variant,854,2068,20.803
medium_variant,854,2069,20.571
medium_variant,854,2070,20.34
medium_variant,854,2071,20.113
medium_variant,854,2072,19.887
medium_variant,854,2073,19.665
medium_variant,854,2074,19.447
medium_variant,854,2075,19.231
medium_variant,854,2076,19.02
medium_variant,854,2077,18.812
medium_variant,854,2078,18.609
medium_variant,854,2079,18.408
medium_variant,854,2080,18.211
medium_variant,854,2081,18.015
medium_variant,854,2082,17.822
medium_variant,854,2083,17.63
medium_variant,854,2084,17.441
medium_variant,854,2085,17.253
medium_variant,854,2086,17.069
medium_variant,854,2087,16.889
medium_variant,854,2088,16.713
medium_variant,854,2089,16.542
medium_variant,854,2090,16.375
medium_variant,854,2091,16.212
medium_variant,854,2092,16.053
medium_variant,854,2093,15.897
medium_variant,854,2094,15.745
medium_variant,854,2095,15.595
medium_variant,854,2096,15.448
medium_variant,854,2097,15.304
medium_variant,854,2098,15.162
medium_variant,854,2099,15.023
