variant,country,year,birthper1000population
estimates,268,1950,21.121
estimates,268,1951,21.573
estimates,268,1952,22.422
estimates,268,1953,23.158
estimates,268,1954,23.783
estimates,268,1955,24.294
estimates,268,1956,24.69
estimates,268,1957,24.97
estimates,268,1958,25.132
estimates,268,1959,25.169
estimates,268,1960,25.078
estimates,268,1961,24.858
estimates,268,1962,24.511
estimates,268,1963,24.053
estimates,268,1964,23.507
estimates,268,1965,22.898
estimates,268,1966,22.253
estimates,268,1967,21.6
estimates,268,1968,20.969
estimates,268,1969,20.386
estimates,268,1970,19.874
estimates,268,1971,19.448
estimates,268,1972,19.101
estimates,268,1973,18.826
estimates,268,1974,18.624
estimates,268,1975,18.493
estimates,268,1976,18.432
estimates,268,1977,18.427
estimates,268,1978,18.462
estimates,268,1979,18.519
estimates,268,1980,18.589
estimates,268,1981,18.664
estimates,268,1982,18.734
estimates,268,1983,18.786
estimates,268,1984,18.798
estimates,268,1985,18.747
estimates,268,1986,18.609
estimates,268,1987,18.377
estimates,268,1988,18.05
estimates,268,1989,17.634
estimates,268,1990,17.131
estimates,268,1991,16.553
estimates,268,1992,15.925
estimates,268,1993,15.279
estimates,268,1994,14.64
estimates,268,1995,14.032
estimates,268,1996,13.472
estimates,268,1997,12.97
estimates,268,1998,12.539
estimates,268,1999,12.196
estimates,268,2000,11.967
estimates,268,2001,11.873
estimates,268,2002,11.91
estimates,268,2003,12.064
estimates,268,2004,12.314
estimates,268,2005,12.638
estimates,268,2006,13.007
estimates,268,2007,13.384
estimates,268,2008,13.734
estimates,268,2009,14.026
estimates,268,2010,14.231
estimates,268,2011,14.327
estimates,268,2012,14.32
estimates,268,2013,14.223
estimates,268,2014,14.043
estimates,268,2015,13.795
medium_variant,268,2015,13.795
medium_variant,268,2016,13.499
medium_variant,268,2017,13.18
medium_variant,268,2018,12.863
medium_variant,268,2019,12.563
medium_variant,268,2020,12.291
medium_variant,268,2021,12.049
medium_variant,268,2022,11.828
medium_variant,268,2023,11.623
medium_variant,268,2024,11.438
medium_variant,268,2025,11.276
medium_variant,268,2026,11.139
medium_variant,268,2027,11.03
medium_variant,268,2028,10.948
medium_variant,268,2029,10.894
medium_variant,268,2030,10.867
medium_variant,268,2031,10.868
medium_variant,268,2032,10.893
medium_variant,268,2033,10.938
medium_variant,268,2034,10.997
medium_variant,268,2035,11.066
medium_variant,268,2036,11.143
medium_variant,268,2037,11.223
medium_variant,268,2038,11.302
medium_variant,268,2039,11.373
medium_variant,268,2040,11.431
medium_variant,268,2041,11.472
medium_variant,268,2042,11.494
medium_variant,268,2043,11.496
medium_variant,268,2044,11.479
medium_variant,268,2045,11.44
medium_variant,268,2046,11.379
medium_variant,268,2047,11.3
medium_variant,268,2048,11.207
medium_variant,268,2049,11.104
medium_variant,268,2050,10.995
medium_variant,268,2051,10.882
medium_variant,268,2052,10.769
medium_variant,268,2053,10.66
medium_variant,268,2054,10.557
medium_variant,268,2055,10.466
medium_variant,268,2056,10.388
medium_variant,268,2057,10.323
medium_variant,268,2058,10.272
medium_variant,268,2059,10.234
medium_variant,268,2060,10.211
medium_variant,268,2061,10.203
medium_variant,268,2062,10.207
medium_variant,268,2063,10.221
medium_variant,268,2064,10.244
medium_variant,268,2065,10.272
medium_variant,268,2066,10.305
medium_variant,268,2067,10.34
medium_variant,268,2068,10.376
medium_variant,268,2069,10.409
medium_variant,268,2070,10.437
medium_variant,268,2071,10.458
medium_variant,268,2072,10.472
medium_variant,268,2073,10.478
medium_variant,268,2074,10.474
medium_variant,268,2075,10.46
medium_variant,268,2076,10.435
medium_variant,268,2077,10.4
medium_variant,268,2078,10.356
medium_variant,268,2079,10.305
medium_variant,268,2080,10.248
medium_variant,268,2081,10.186
medium_variant,268,2082,10.121
medium_variant,268,2083,10.055
medium_variant,268,2084,9.99
medium_variant,268,2085,9.928
medium_variant,268,2086,9.871
medium_variant,268,2087,9.819
medium_variant,268,2088,9.773
medium_variant,268,2089,9.734
medium_variant,268,2090,9.702
medium_variant,268,2091,9.677
medium_variant,268,2092,9.658
medium_variant,268,2093,9.646
medium_variant,268,2094,9.64
medium_variant,268,2095,9.639
medium_variant,268,2096,9.644
medium_variant,268,2097,9.654
medium_variant,268,2098,9.67
medium_variant,268,2099,9.691
