variant,country,year,birthper1000population
estimates,250,1950,19.777
estimates,250,1951,19.584
estimates,250,1952,19.227
estimates,250,1953,18.925
estimates,250,1954,18.679
estimates,250,1955,18.489
estimates,250,1956,18.35
estimates,250,1957,18.259
estimates,250,1958,18.207
estimates,250,1959,18.181
estimates,250,1960,18.164
estimates,250,1961,18.137
estimates,250,1962,18.082
estimates,250,1963,17.987
estimates,250,1964,17.846
estimates,250,1965,17.665
estimates,250,1966,17.459
estimates,250,1967,17.245
estimates,250,1968,17.035
estimates,250,1969,16.828
estimates,250,1970,16.608
estimates,250,1971,16.347
estimates,250,1972,16.031
estimates,250,1973,15.66
estimates,250,1974,15.249
estimates,250,1975,14.831
estimates,250,1976,14.453
estimates,250,1977,14.151
estimates,250,1978,13.945
estimates,250,1979,13.839
estimates,250,1980,13.82
estimates,250,1981,13.86
estimates,250,1982,13.914
estimates,250,1983,13.948
estimates,250,1984,13.943
estimates,250,1985,13.887
estimates,250,1986,13.776
estimates,250,1987,13.626
estimates,250,1988,13.454
estimates,250,1989,13.27
estimates,250,1990,13.086
estimates,250,1991,12.915
estimates,250,1992,12.768
estimates,250,1993,12.651
estimates,250,1994,12.569
estimates,250,1995,12.523
estimates,250,1996,12.511
estimates,250,1997,12.523
estimates,250,1998,12.548
estimates,250,1999,12.581
estimates,250,2000,12.617
estimates,250,2001,12.653
estimates,250,2002,12.687
estimates,250,2003,12.715
estimates,250,2004,12.732
estimates,250,2005,12.734
estimates,250,2006,12.713
estimates,250,2007,12.671
estimates,250,2008,12.608
estimates,250,2009,12.526
estimates,250,2010,12.428
estimates,250,2011,12.319
estimates,250,2012,12.205
estimates,250,2013,12.093
estimates,250,2014,11.985
estimates,250,2015,11.886
medium_variant,250,2015,11.886
medium_variant,250,2016,11.796
medium_variant,250,2017,11.713
medium_variant,250,2018,11.637
medium_variant,250,2019,11.568
medium_variant,250,2020,11.507
medium_variant,250,2021,11.454
medium_variant,250,2022,11.409
medium_variant,250,2023,11.373
medium_variant,250,2024,11.344
medium_variant,250,2025,11.322
medium_variant,250,2026,11.309
medium_variant,250,2027,11.303
medium_variant,250,2028,11.302
medium_variant,250,2029,11.306
medium_variant,250,2030,11.312
medium_variant,250,2031,11.319
medium_variant,250,2032,11.326
medium_variant,250,2033,11.331
medium_variant,250,2034,11.333
medium_variant,250,2035,11.329
medium_variant,250,2036,11.32
medium_variant,250,2037,11.305
medium_variant,250,2038,11.286
medium_variant,250,2039,11.261
medium_variant,250,2040,11.231
medium_variant,250,2041,11.197
medium_variant,250,2042,11.16
medium_variant,250,2043,11.121
medium_variant,250,2044,11.08
medium_variant,250,2045,11.04
medium_variant,250,2046,11.001
medium_variant,250,2047,10.964
medium_variant,250,2048,10.929
medium_variant,250,2049,10.897
medium_variant,250,2050,10.869
medium_variant,250,2051,10.846
medium_variant,250,2052,10.827
medium_variant,250,2053,10.812
medium_variant,250,2054,10.801
medium_variant,250,2055,10.794
medium_variant,250,2056,10.791
medium_variant,250,2057,10.791
medium_variant,250,2058,10.794
medium_variant,250,2059,10.798
medium_variant,250,2060,10.804
medium_variant,250,2061,10.809
medium_variant,250,2062,10.814
medium_variant,250,2063,10.817
medium_variant,250,2064,10.819
medium_variant,250,2065,10.818
medium_variant,250,2066,10.813
medium_variant,250,2067,10.806
medium_variant,250,2068,10.796
medium_variant,250,2069,10.783
medium_variant,250,2070,10.768
medium_variant,250,2071,10.749
medium_variant,250,2072,10.727
medium_variant,250,2073,10.703
medium_variant,250,2074,10.678
medium_variant,250,2075,10.65
medium_variant,250,2076,10.622
medium_variant,250,2077,10.592
medium_variant,250,2078,10.562
medium_variant,250,2079,10.532
medium_variant,250,2080,10.503
medium_variant,250,2081,10.476
medium_variant,250,2082,10.45
medium_variant,250,2083,10.426
medium_variant,250,2084,10.404
medium_variant,250,2085,10.384
medium_variant,250,2086,10.366
medium_variant,250,2087,10.349
medium_variant,250,2088,10.333
medium_variant,250,2089,10.318
medium_variant,250,2090,10.303
medium_variant,250,2091,10.29
medium_variant,250,2092,10.277
medium_variant,250,2093,10.266
medium_variant,250,2094,10.255
medium_variant,250,2095,10.246
medium_variant,250,2096,10.238
medium_variant,250,2097,10.231
medium_variant,250,2098,10.225
medium_variant,250,2099,10.221
