variant,country,year,birthper1000population
estimates,178,1950,42.151
estimates,178,1951,42.118
estimates,178,1952,42.062
estimates,178,1953,42.029
estimates,178,1954,42.017
estimates,178,1955,42.027
estimates,178,1956,42.058
estimates,178,1957,42.109
estimates,178,1958,42.178
estimates,178,1959,42.262
estimates,178,1960,42.356
estimates,178,1961,42.456
estimates,178,1962,42.557
estimates,178,1963,42.655
estimates,178,1964,42.747
estimates,178,1965,42.834
estimates,178,1966,42.92
estimates,178,1967,43.009
estimates,178,1968,43.098
estimates,178,1969,43.185
estimates,178,1970,43.267
estimates,178,1971,43.342
estimates,178,1972,43.401
estimates,178,1973,43.435
estimates,178,1974,43.434
estimates,178,1975,43.38
estimates,178,1976,43.256
estimates,178,1977,43.057
estimates,178,1978,42.784
estimates,178,1979,42.445
estimates,178,1980,42.047
estimates,178,1981,41.605
estimates,178,1982,41.139
estimates,178,1983,40.673
estimates,178,1984,40.223
estimates,178,1985,39.803
estimates,178,1986,39.419
estimates,178,1987,39.071
estimates,178,1988,38.762
estimates,178,1989,38.502
estimates,178,1990,38.308
estimates,178,1991,38.194
estimates,178,1992,38.162
estimates,178,1993,38.205
estimates,178,1994,38.314
estimates,178,1995,38.471
estimates,178,1996,38.66
estimates,178,1997,38.855
estimates,178,1998,39.035
estimates,178,1999,39.184
estimates,178,2000,39.293
estimates,178,2001,39.361
estimates,178,2002,39.395
estimates,178,2003,39.399
estimates,178,2004,39.365
estimates,178,2005,39.285
estimates,178,2006,39.153
estimates,178,2007,38.964
estimates,178,2008,38.714
estimates,178,2009,38.402
estimates,178,2010,38.022
estimates,178,2011,37.567
estimates,178,2012,37.043
estimates,178,2013,36.466
estimates,178,2014,35.856
estimates,178,2015,35.234
medium_variant,178,2015,35.234
medium_variant,178,2016,34.629
medium_variant,178,2017,34.059
medium_variant,178,2018,33.542
medium_variant,178,2019,33.09
medium_variant,178,2020,32.708
medium_variant,178,2021,32.396
medium_variant,178,2022,32.137
medium_variant,178,2023,31.914
medium_variant,178,2024,31.718
medium_variant,178,2025,31.543
medium_variant,178,2026,31.383
medium_variant,178,2027,31.233
medium_variant,178,2028,31.088
medium_variant,178,2029,30.938
medium_variant,178,2030,30.778
medium_variant,178,2031,30.601
medium_variant,178,2032,30.406
medium_variant,178,2033,30.192
medium_variant,178,2034,29.957
medium_variant,178,2035,29.7
medium_variant,178,2036,29.42
medium_variant,178,2037,29.121
medium_variant,178,2038,28.808
medium_variant,178,2039,28.484
medium_variant,178,2040,28.155
medium_variant,178,2041,27.822
medium_variant,178,2042,27.49
medium_variant,178,2043,27.162
medium_variant,178,2044,26.842
medium_variant,178,2045,26.534
medium_variant,178,2046,26.238
medium_variant,178,2047,25.955
medium_variant,178,2048,25.683
medium_variant,178,2049,25.422
medium_variant,178,2050,25.173
medium_variant,178,2051,24.935
medium_variant,178,2052,24.705
medium_variant,178,2053,24.482
medium_variant,178,2054,24.264
medium_variant,178,2055,24.051
medium_variant,178,2056,23.842
medium_variant,178,2057,23.637
medium_variant,178,2058,23.435
medium_variant,178,2059,23.234
medium_variant,178,2060,23.033
medium_variant,178,2061,22.829
medium_variant,178,2062,22.623
medium_variant,178,2063,22.413
medium_variant,178,2064,22.2
medium_variant,178,2065,21.983
medium_variant,178,2066,21.762
medium_variant,178,2067,21.54
medium_variant,178,2068,21.318
medium_variant,178,2069,21.095
medium_variant,178,2070,20.875
medium_variant,178,2071,20.658
medium_variant,178,2072,20.443
medium_variant,178,2073,20.232
medium_variant,178,2074,20.024
medium_variant,178,2075,19.821
medium_variant,178,2076,19.622
medium_variant,178,2077,19.427
medium_variant,178,2078,19.235
medium_variant,178,2079,19.047
medium_variant,178,2080,18.862
medium_variant,178,2081,18.683
medium_variant,178,2082,18.508
medium_variant,178,2083,18.339
medium_variant,178,2084,18.174
medium_variant,178,2085,18.012
medium_variant,178,2086,17.853
medium_variant,178,2087,17.694
medium_variant,178,2088,17.535
medium_variant,178,2089,17.376
medium_variant,178,2090,17.217
medium_variant,178,2091,17.058
medium_variant,178,2092,16.9
medium_variant,178,2093,16.744
medium_variant,178,2094,16.59
medium_variant,178,2095,16.438
medium_variant,178,2096,16.29
medium_variant,178,2097,16.144
medium_variant,178,2098,16.001
medium_variant,178,2099,15.862
