region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
948,1950,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1950,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1950,estimates,female,5yearly,0,41.5364910795868
948,1950,estimates,male,5yearly,0,40.0416308557039
948,1950,estimates,female,5yearly,1,48.7171660411185
948,1950,estimates,male,5yearly,1,48.1850439926512
948,1950,estimates,female,5yearly,5,50.877363874669
948,1950,estimates,male,5yearly,5,49.7423045037301
948,1950,estimates,female,5yearly,10,48.0443006421125
948,1950,estimates,male,5yearly,10,46.7800239904567
948,1950,estimates,female,5yearly,15,44.145907601999
948,1950,estimates,male,5yearly,15,42.8110595458889
948,1950,estimates,female,5yearly,20,40.424087205406
948,1950,estimates,male,5yearly,20,39.0614421716424
948,1950,estimates,female,5yearly,25,36.8820026600651
948,1950,estimates,male,5yearly,25,35.5594083828025
948,1950,estimates,female,5yearly,30,33.4263311835836
948,1950,estimates,male,5yearly,30,32.085855340908
948,1950,estimates,female,5yearly,35,30.0457490955507
948,1950,estimates,male,5yearly,35,28.5938889232993
948,1950,estimates,female,5yearly,40,26.6967182814573
948,1950,estimates,male,5yearly,40,25.1395439305422
948,1950,estimates,female,5yearly,45,23.3480271451349
948,1950,estimates,male,5yearly,45,21.76070441626
948,1950,estimates,female,5yearly,50,20.022842281951
948,1950,estimates,male,5yearly,50,18.512372633296
948,1950,estimates,female,5yearly,55,16.7987116663676
948,1950,estimates,male,5yearly,55,15.438053886603
948,1950,estimates,female,5yearly,60,13.7703595806069
948,1950,estimates,male,5yearly,60,12.5876836387081
948,1950,estimates,female,5yearly,65,11.0437120191055
948,1950,estimates,male,5yearly,65,10.0434178798114
948,1950,estimates,female,5yearly,70,8.66516855023125
948,1950,estimates,male,5yearly,70,7.82359984153862
948,1950,estimates,female,5yearly,75,6.69059434025787
948,1950,estimates,male,5yearly,75,5.99048256442419
948,1950,estimates,female,5yearly,80,5.12058422728424
948,1950,estimates,male,5yearly,80,4.55814768212072
948,1950,estimates,female,5yearly,85,3.91533928644549
948,1950,estimates,male,5yearly,85,3.47884907368156
948,1950,estimates,female,5yearly,90,3.02079128944758
948,1950,estimates,male,5yearly,90,2.69282120125153
948,1950,estimates,female,5yearly,95,2.3768646597603
948,1950,estimates,male,5yearly,95,2.13738573246198
948,1950,estimates,female,5yearly,100plus,1.92534017679895
948,1950,estimates,male,5yearly,100plus,1.75463242892822
948,1955,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1955,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1955,estimates,female,5yearly,0,44.8122049810636
948,1955,estimates,male,5yearly,0,43.3377884054955
948,1955,estimates,female,5yearly,1,51.4873010585181
948,1955,estimates,male,5yearly,1,50.9497396376677
948,1955,estimates,female,5yearly,5,53.0455542445932
948,1955,estimates,male,5yearly,5,51.9822193067809
948,1955,estimates,female,5yearly,10,49.9856862570222
948,1955,estimates,male,5yearly,10,48.771500363585
948,1955,estimates,female,5yearly,15,45.9781656148202
948,1955,estimates,male,5yearly,15,44.6974390638135
948,1955,estimates,female,5yearly,20,42.1096650510662
948,1955,estimates,male,5yearly,20,40.8132518142425
948,1955,estimates,female,5yearly,25,38.4038659571088
948,1955,estimates,male,5yearly,25,37.13351016521
948,1955,estimates,female,5yearly,30,34.7790258466084
948,1955,estimates,male,5yearly,30,33.4706445438883
948,1955,estimates,female,5yearly,35,31.2223496763605
948,1955,estimates,male,5yearly,35,29.797566053604
948,1955,estimates,female,5yearly,40,27.7355011184085
948,1955,estimates,male,5yearly,40,26.1929149698976
948,1955,estimates,female,5yearly,45,24.2723930563236
948,1955,estimates,male,5yearly,45,22.6846561827814
948,1955,estimates,female,5yearly,50,20.8478518235402
948,1955,estimates,male,5yearly,50,19.3118571187238
948,1955,estimates,female,5yearly,55,17.5089855102901
