region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
921,1950,estimates,female,5yearly,0,37.1158336581853
921,1950,estimates,male,5yearly,0,37.8170781176015
921,1950,estimates,female,5yearly,1,44.5083067507034
921,1950,estimates,male,5yearly,1,46.3320346869666
921,1950,estimates,female,5yearly,5,46.769520090649
921,1950,estimates,male,5yearly,5,47.3964113523956
921,1950,estimates,female,5yearly,10,44.0844596172946
921,1950,estimates,male,5yearly,10,44.4577724435118
921,1950,estimates,female,5yearly,15,40.4227539504219
921,1950,estimates,male,5yearly,15,40.6854462739198
921,1950,estimates,female,5yearly,20,36.9374194458684
921,1950,estimates,male,5yearly,20,37.1419650733031
921,1950,estimates,female,5yearly,25,33.6332104217164
921,1950,estimates,male,5yearly,25,33.8202796054979
921,1950,estimates,female,5yearly,30,30.4358462798836
921,1950,estimates,male,5yearly,30,30.4984180327645
921,1950,estimates,female,5yearly,35,27.3478352324742
921,1950,estimates,male,5yearly,35,27.1621575676501
921,1950,estimates,female,5yearly,40,24.3259856029813
921,1950,estimates,male,5yearly,40,23.8697878947929
921,1950,estimates,female,5yearly,45,21.3480829000546
921,1950,estimates,male,5yearly,45,20.6607929381191
921,1950,estimates,female,5yearly,50,18.4157140696908
921,1950,estimates,male,5yearly,50,17.5900781475562
921,1950,estimates,female,5yearly,55,15.5710048388314
921,1950,estimates,male,5yearly,55,14.7025717802622
921,1950,estimates,female,5yearly,60,12.9119667689492
921,1950,estimates,male,5yearly,60,12.0446872658438
921,1950,estimates,female,5yearly,65,10.5254136817658
921,1950,estimates,male,5yearly,65,9.67929257464836
921,1950,estimates,female,5yearly,70,8.43369144151451
921,1950,estimates,male,5yearly,70,7.60320124883299
921,1950,estimates,female,5yearly,75,6.68175517220257
921,1950,estimates,male,5yearly,75,5.87749393241411
921,1950,estimates,female,5yearly,80,5.26484522861135
921,1950,estimates,male,5yearly,80,4.52268180497128
921,1950,estimates,female,5yearly,85,4.14823876025747
921,1950,estimates,male,5yearly,85,3.49291462000962
921,1950,estimates,female,5yearly,90,3.28972578051532
921,1950,estimates,male,5yearly,90,2.73348957531376
921,1950,estimates,female,5yearly,95,2.64432427714215
921,1950,estimates,male,5yearly,95,2.18819358724938
921,1950,estimates,female,5yearly,100plus,2.16856028428278
921,1950,estimates,male,5yearly,100plus,1.80530861446424
921,1955,estimates,female,5yearly,0,40.3352034763807
921,1955,estimates,male,5yearly,0,41.1481020706894
921,1955,estimates,female,5yearly,1,47.353483806413
921,1955,estimates,male,5yearly,1,49.2431420633337
921,1955,estimates,female,5yearly,5,49.1402168367036
921,1955,estimates,male,5yearly,5,49.9456779516448
921,1955,estimates,female,5yearly,10,46.2557209621645
921,1955,estimates,male,5yearly,10,46.7566331953669
921,1955,estimates,female,5yearly,15,42.4642447694119
921,1955,estimates,male,5yearly,15,42.8359387656229
921,1955,estimates,female,5yearly,20,38.7878154812425
921,1955,estimates,male,5yearly,20,39.1056314541578
921,1955,estimates,female,5yearly,25,35.2719975832057
921,1955,estimates,male,5yearly,25,35.5609394771039
