region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
920,1950,estimates,female,5yearly,0,48.5296083975543
920,1950,estimates,male,5yearly,0,44.538556218947
920,1950,estimates,female,5yearly,1,55.4851448582371
920,1950,estimates,male,5yearly,1,52.5999466481988
920,1950,estimates,female,5yearly,5,56.9790420340763
920,1950,estimates,male,5yearly,5,54.1411392485245
920,1950,estimates,female,5yearly,10,53.6185324590419
920,1950,estimates,male,5yearly,10,50.8935402593063
920,1950,estimates,female,5yearly,15,49.3358908934974
920,1950,estimates,male,5yearly,15,46.7163759624237
920,1950,estimates,female,5yearly,20,45.1788407253947
920,1950,estimates,male,5yearly,20,42.6518305198005
920,1950,estimates,female,5yearly,25,41.1567120557777
920,1950,estimates,male,5yearly,25,38.7085810296106
920,1950,estimates,female,5yearly,30,37.2124678209506
920,1950,estimates,male,5yearly,30,34.7889064104176
920,1950,estimates,female,5yearly,35,33.3445280786744
920,1950,estimates,male,5yearly,35,30.892797311003
920,1950,estimates,female,5yearly,40,29.5276736178274
920,1950,estimates,male,5yearly,40,27.0933247108615
920,1950,estimates,female,5yearly,45,25.7025708498199
920,1950,estimates,male,5yearly,45,23.3956337716989
920,1950,estimates,female,5yearly,50,21.9231111748224
920,1950,estimates,male,5yearly,50,19.8330356111798
920,1950,estimates,female,5yearly,55,18.2523890201621
920,1950,estimates,male,5yearly,55,16.4002217983202
920,1950,estimates,female,5yearly,60,14.7948651153474
920,1950,estimates,male,5yearly,60,13.2058878192157
920,1950,estimates,female,5yearly,65,11.7053938796022
920,1950,estimates,male,5yearly,65,10.4305158756556
920,1950,estimates,female,5yearly,70,9.07706206558607
920,1950,estimates,male,5yearly,70,8.08445372973961
920,1950,estimates,female,5yearly,75,6.92101458914357
920,1950,estimates,male,5yearly,75,6.16547884635239
920,1950,estimates,female,5yearly,80,5.21364502897143
920,1950,estimates,male,5yearly,80,4.66530008628277
920,1950,estimates,female,5yearly,85,3.91614047613113
920,1950,estimates,male,5yearly,85,3.5367676979171
920,1950,estimates,female,5yearly,90,2.96885782641147
920,1950,estimates,male,5yearly,90,2.71816430362094
920,1950,estimates,female,5yearly,95,2.30211937227032
920,1950,estimates,male,5yearly,95,2.14329785505422
920,1950,estimates,female,5yearly,100plus,1.84726431881748
920,1950,estimates,male,5yearly,100plus,1.75035833896641
920,1955,estimates,female,5yearly,0,51.9655256531495
920,1955,estimates,male,5yearly,0,48.0700126393817
920,1955,estimates,female,5yearly,1,58.0252363395563
920,1955,estimates,male,5yearly,1,55.1725237120742
920,1955,estimates,female,5yearly,5,58.5792563205653
920,1955,estimates,male,5yearly,5,55.7770419193387
920,1955,estimates,female,5yearly,10,54.9380456689696
920,1955,estimates,male,5yearly,10,52.2612450315894
920,1955,estimates,female,5yearly,15,50.6137336119345
920,1955,estimates,male,5yearly,15,48.0385740685428
920,1955,estimates,female,5yearly,20,46.3914557848909
920,1955,estimates,male,5yearly,20,43.9049034987083
920,1955,estimates,female,5yearly,25,42.275877873443
920,1955,estimates,male,5yearly,25,39.8646870502351
920,1955,estimates,female,5yearly,30,38.2227956890436
920,1955,estimates,male,5yearly,30,35.8364006246141
920,1955,estimates,female,5yearly,35,34.2396067548049
920,1955,estimates,male,5yearly,35,31.8299601220413
920,1955,estimates,female,5yearly,40,30.3207262879258
920,1955,estimates,male,5yearly,40,27.9193593778008
920,1955,estimates,female,5yearly,45,26.4123936201808
920,1955,estimates,male,5yearly,45,24.118804929988
920,1955,estimates,female,5yearly,50,22.5501378029749
920,1955,estimates,male,5yearly,50,20.4390686357285
920,1955,estimates,female,5yearly,55,18.8056756010245
920,1955,estimates,male,5yearly,55,16.8992248127665
920,1955,estimates,female,5yearly,60,15.2664993749534
920,1955,estimates,male,5yearly,60,13.6063331261382
920,1955,estimates,female,5yearly,65,12.0804414538464
920,1955,estimates,male,5yearly,65,10.7244568481122
920,1955,estimates,female,5yearly,70,9.37397938195661
920,1955,estimates,male,5yearly,70,8.29755946178873
920,1955,estimates,female,5yearly,75,7.14619281153861
920,1955,estimates,male,5yearly,75,6.31014176546114
920,1955,estimates,female,5yearly,80,5.37570074203033
920,1955,estimates,male,5yearly,80,4.75529043998253
920,1955,estimates,female,5yearly,85,4.02660829247851
920,1955,estimates,male,5yearly,85,3.58673477904263
920,1955,estimates,female,5yearly,90,3.04019685045461
920,1955,estimates,male,5yearly,90,2.74146692315858
920,1955,estimates,female,5yearly,95,2.34584174460144
920,1955,estimates,male,5yearly,95,2.15059478856335
920,1955,estimates,female,5yearly,100plus,1.87274639453553
920,1955,estimates,male,5yearly,100plus,1.74918706005339
920,1960,estimates,female,5yearly,0,54.8432255109498
920,1960,estimates,male,5yearly,0,50.9214173805849
920,1960,estimates,female,5yearly,1,60.1620174878415
920,1960,estimates,male,5yearly,1,57.1912972530807
920,1960,estimates,female,5yearly,5,59.9376265732634
920,1960,estimates,male,5yearly,5,57.0048704879927
920,1960,estimates,female,5yearly,10,56.1105470502843
920,1960,estimates,male,5yearly,10,53.3067664511999
920,1960,estimates,female,5yearly,15,51.7329496241473
920,1960,estimates,male,5yearly,15,49.0340744878206
920,1960,estimates,female,5yearly,20,47.4574607012067
920,1960,estimates,male,5yearly,20,44.8532431709887
920,1960,estimates,female,5yearly,25,43.2794565041341
920,1960,estimates,male,5yearly,25,40.75223536639
920,1960,estimates,female,5yearly,30,39.1403530002135
920,1960,estimates,male,5yearly,30,36.6478872332369
920,1960,estimates,female,5yearly,35,35.0611599625003
920,1960,estimates,male,5yearly,35,32.5619943687246
920,1960,estimates,female,5yearly,40,31.0528908776696
920,1960,estimates,male,5yearly,40,28.5633440097198
920,1960,estimates,female,5yearly,45,27.0774121211555
920,1960,estimates,male,5yearly,45,24.6821128420803
920,1960,estimates,female,5yearly,50,23.1575071133168
920,1960,estimates,male,5yearly,50,20.9287965450479
920,1960,estimates,female,5yearly,55,19.3641917470581
920,1960,estimates,male,5yearly,55,17.3179492984506
920,1960,estimates,female,5yearly,60,15.7789325191381
