region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
954,1950,estimates,female,5yearly,0,54.9710954624657
954,1950,estimates,male,5yearly,0,52.216440163081
954,1950,estimates,female,5yearly,1,59.6318886881291
954,1950,estimates,male,5yearly,1,57.7055286387005
954,1950,estimates,female,5yearly,5,58.7413840913592
954,1950,estimates,male,5yearly,5,56.7536299349941
954,1950,estimates,female,5yearly,10,54.7248741131034
954,1950,estimates,male,5yearly,10,52.7252874423215
954,1950,estimates,female,5yearly,15,50.3072010963882
954,1950,estimates,male,5yearly,15,48.2610189746845
954,1950,estimates,female,5yearly,20,46.1588314743654
954,1950,estimates,male,5yearly,20,44.0648775470016
954,1950,estimates,female,5yearly,25,42.1782605569223
954,1950,estimates,male,5yearly,25,40.0190574130211
954,1950,estimates,female,5yearly,30,38.2379869094877
954,1950,estimates,male,5yearly,30,36.0022772991269
954,1950,estimates,female,5yearly,35,34.292784321268
954,1950,estimates,male,5yearly,35,31.9993599006189
954,1950,estimates,female,5yearly,40,30.3511941197086
954,1950,estimates,male,5yearly,40,28.0529995021607
954,1950,estimates,female,5yearly,45,26.4314112190054
954,1950,estimates,male,5yearly,45,24.2279050997534
954,1950,estimates,female,5yearly,50,22.5882153824757
954,1950,estimates,male,5yearly,50,20.5652047312112
954,1950,estimates,female,5yearly,55,18.9045397184906
954,1950,estimates,male,5yearly,55,17.1235253748409
954,1950,estimates,female,5yearly,60,15.4596036677304
954,1950,estimates,male,5yearly,60,13.9682439443272
954,1950,estimates,female,5yearly,65,12.328857024673
954,1950,estimates,male,5yearly,65,11.1462068906521
954,1950,estimates,female,5yearly,70,9.55378614895517
954,1950,estimates,male,5yearly,70,8.66269232956719
954,1950,estimates,female,5yearly,75,7.2266709620288
954,1950,estimates,male,5yearly,75,6.59189619599516
954,1950,estimates,female,5yearly,80,5.38281796938719
954,1950,estimates,male,5yearly,80,4.96317311427823
954,1950,estimates,female,5yearly,85,3.98774162747041
954,1950,estimates,male,5yearly,85,3.73350235669768
954,1950,estimates,female,5yearly,90,2.97929369835806
954,1950,estimates,male,5yearly,90,2.84096429607872
954,1950,estimates,female,5yearly,95,2.28034543347534
954,1950,estimates,male,5yearly,95,2.21574835690815
954,1950,estimates,female,5yearly,100plus,1.81300615566736
954,1950,estimates,male,5yearly,100plus,1.79072016208004
954,1955,estimates,female,5yearly,0,56.9137743214559
954,1955,estimates,male,5yearly,0,54.1251149866687
954,1955,estimates,female,5yearly,1,61.1700619836285
954,1955,estimates,male,5yearly,1,59.1660242259655
954,1955,estimates,female,5yearly,5,59.9241613365514
954,1955,estimates,male,5yearly,5,57.871779514807
954,1955,estimates,female,5yearly,10,55.8204128700306
954,1955,estimates,male,5yearly,10,53.7375904634456
954,1955,estimates,female,5yearly,15,51.3345340831979
954,1955,estimates,male,5yearly,15,49.2225870303565
954,1955,estimates,female,5yearly,20,47.0942755706691
954,1955,estimates,male,5yearly,20,44.9601122244588
954,1955,estimates,female,5yearly,25,43.0127461942527
954,1955,estimates,male,5yearly,25,40.8446294545335
954,1955,estimates,female,5yearly,30,38.9604530020979
954,1955,estimates,male,5yearly,30,36.7419624485127
954,1955,estimates,female,5yearly,35,34.9375196047408
954,1955,estimates,male,5yearly,35,32.6657989810258
954,1955,estimates,female,5yearly,40,30.9330393388837
954,1955,estimates,male,5yearly,40,28.6466920665564
954,1955,estimates,female,5yearly,45,26.9377211690524
954,1955,estimates,male,5yearly,45,24.7295305617216
954,1955,estimates,female,5yearly,50,23.0283846172794
954,1955,estimates,male,5yearly,50,20.9852156021785
954,1955,estimates,female,5yearly,55,19.2786419989123
954,1955,estimates,male,5yearly,55,17.4692545199043
954,1955,estimates,female,5yearly,60,15.7545493679561
